ORF	WT	Opt	WTRNA
NCU03635	1150.3	899.6	535.2
NCU03636	24	35.5	61.2
NCU03637	116	75.2	29.4
NCU03638	79.6	133.6	52.4
NCU03639	1	28.4	4.9
NCU03640	0	0	0
NCU03641	1.3	0.8	2.3
NCU03643	5.1	8.7	1
NCU03644	0	0	0
NCU03645	2.9	4	1.6
NCU03646	0.9	0.1	5.2
NCU03647	14.7	7.5	4.8
NCU03648	10.2	14.3	4
NCU03649	10.9	6.6	2
NCU03650	5.7	3.5	1.5
NCU03651	365.3	245.8	48.8
NCU03652	4.8	14.7	1.4
NCU03653	47.8	73.7	141.8
NCU03654	12.9	15.9	10.9
NCU03657	48.8	30.3	18.4
NCU03658	21	19.3	4.5
NCU03659	22.1	10	5.3
NCU03660	23.4	25.6	11.9
NCU03661	33.2	59.9	23.7
NCU03662	117.2	99.9	11.3
NCU03665	0	0	1.8
NCU03667	32.6	40.8	10.3
NCU03668	18.9	14.5	4.3
NCU03669	50.9	55.9	24.6
NCU03670	8.2	6.5	12
NCU03673	1.2	0.5	0
NCU03675	11.3	9	8.8
NCU03678	48.2	43.2	9.1
NCU03679	120.8	184.4	24.1
NCU03681	33.6	22.4	7.5
NCU03682	10.3	9.6	0.4
NCU03684	22.7	87.9	10.3
NCU03685	5.9	4.8	3.1
NCU03686	43.4	26.1	14.1
NCU03689	0.3	0	0
NCU03690	140.2	102.7	19.4
NCU03691	13.8	14.3	23.7
NCU03692	8.3	9.7	2.3
NCU03693	14.2	25.6	24.7
NCU03694	18.3	16.6	7.8
NCU03695	76.7	65.4	28.6
NCU03696	10.6	24.9	7
NCU03697	17.9	16.4	2.1
NCU03698	0.9	1.2	0.3
NCU03699	53.8	43.1	15.3
NCU03700	0	0	0
NCU03701	0	0	0.7
NCU03702	267.5	224.7	327.3
NCU03703	1354.5	739.5	618.6
NCU03704	65.5	115.4	115.2
NCU03707	0	0	3.1
NCU03708	16.5	31.4	9.5
NCU03709	5.9	0.2	3202.6
NCU03710	9.7	18.5	2.9
NCU03711	234.2	331.4	350.1
NCU03712	3.7	4.8	4.3
NCU03713	170	112.5	20.6
NCU03714	27.2	20.8	10.2
NCU03715	7.3	6.5	2
NCU03716	17.6	15.1	26.3
NCU03717	93	74.5	11.7
NCU03718	17	26.6	25.8
NCU03719	8.1	9.1	4.1
NCU03721	0	0	0
NCU03725	161.1	136.3	19.8
NCU03726	11.7	27.1	33.1
NCU03727	31.1	26.7	5.7
NCU03728	14.8	19.1	43.5
NCU03730	9.8	8.8	10.6
NCU03731	287.1	158.4	922.8
NCU03732	70.5	72.7	10.6
NCU03733	10.8	4.8	6
NCU03735	150.2	131.8	28.5
NCU03736	5.7	14.3	11.2
NCU03737	342.2	214.8	56.2
NCU03738	1324.4	354.2	3724.2
NCU03739	403.1	334.6	259.3
NCU03740	7.4	7.4	18.7
NCU03741	59.1	30	16
NCU03742	4	3	8.7
NCU03746	0.1	0	0.5
NCU03747	36.6	22.1	6.4
NCU03748	518	273.2	71.7
NCU03749	188.1	156.5	282.3
NCU03750	7.6	9.8	4.6
NCU03751	0	0.3	0.2
NCU03752	48	57	8
NCU03753	4863.1	261.5	3938.1
NCU03754	11	12.6	3.9
NCU03755	84	136.5	69
NCU03756	16.3	11.7	21.5
NCU03757	1447.3	1121.1	2279.8
NCU03758	13.7	10.4	5.4
NCU03759	26.7	13.7	14.4
NCU03760	11.5	7.8	8.8
NCU03761	3.3	5.8	1.8
NCU03762	0.1	0.1	0
NCU03763	18.3	19.1	10.3
NCU03764	23.5	36.8	53.1
NCU03765	28.7	30.1	15
NCU03766	145.1	116	208.8
NCU03767	0.1	0	0
NCU03768	108.5	62.8	66.1
NCU03769	47.1	32.6	70.7
NCU03770	93.3	105.1	45
NCU03771	11.7	9.3	8.6
NCU03773	20.3	12.2	2.9
NCU03774	20.7	37	17.9
NCU03775	0	2.4	0
NCU03776	2.4	33.8	4
NCU03777	174.6	107.6	201.2
NCU03778	187.2	124.8	40.3
NCU03779	127.4	114.8	97.3
NCU03780	16.7	16.2	134.2
NCU03781	105.8	196.3	45.7
NCU03782	52.5	40.9	15
NCU03783	55.4	44.9	9.9
NCU03784	11	9.5	1.4
NCU03785	0	0.1	0.3
NCU03786	107.5	89.4	12.1
NCU03787	8.6	7.4	6.1
NCU03788	0	0.6	0
NCU03789	0.1	0	0.2
NCU03790	7.6	5.7	18.2
NCU03791	448.1	466	877.8
NCU03792	28.1	23.7	6
NCU03793	22.9	15.1	13.4
NCU03794	25.8	28.2	9.2
NCU03795	284	310	29.1
NCU03796	21.7	25.2	7
NCU03797	122.1	92.7	19
NCU03798	25	42.7	26.6
NCU03799	46.1	50.9	34.2
NCU03800	134.6	108.8	32.5
NCU03801	118.7	48.1	15.7
NCU03802	37.6	150.1	11.5
NCU03803	75.1	27.1	101.1
NCU03804	222.7	155.9	29.9
NCU03805	0	0.8	5.4
NCU03806	1816.8	1305.4	563
NCU03807	42.4	31.7	104.1
NCU03808	11.1	9.2	8.2
NCU03809	13.9	14.9	3.6
NCU03810	30.6	36.4	55.6
NCU03811	17.2	14.6	3
NCU03813	30.4	41.1	11.1
NCU03814	36.5	26.4	50.2
NCU03815	23.2	21.6	8.2
NCU03816	6.7	10.1	18.1
NCU03817	5.9	5.7	11.4
NCU03818	30.6	26.3	12.4
NCU03819	32.1	32.2	12.2
NCU03820	16.5	10.8	11.9
NCU03821	1	1.5	1
NCU03822	4.8	4.2	1.8
NCU03823	22	15.6	13.1
NCU03824	21.2	29.9	23.2
NCU03825	11.7	11.7	12.7
NCU03826	2278.8	1143.6	876.8
NCU03827	83	70.6	28.9
NCU03828	0.3	0.2	0
NCU03829	0	0	0
NCU03830	40.5	34.6	3.4
NCU03831	0	0	0
NCU03833	127.9	155.6	31.3
NCU03834	23.6	17.3	4.9
NCU03835	0	0	0
NCU03836	42	43.6	24.2
NCU03837	40.2	33.9	11
NCU03838	34.5	54.4	21.8
NCU03839	17	31.5	11
NCU03840	4.9	7.9	1.5
NCU03843	0	0	0
NCU03844	0.1	0	0.1
NCU03846	27.1	29.6	4.8
NCU03847	1.5	2	0.4
NCU03848	0.3	0.3	4.7
NCU03850	27.9	17.6	2.7
NCU03851	3.8	5.2	8.9
NCU03852	10.9	6.9	5.1
NCU03853	138.3	134.1	13.3
NCU03854	19.5	23.8	38.1
NCU03855	67.6	61.4	6.4
NCU03856	0	0	0
NCU03857	847.7	371.9	97.2
NCU03858	42.7	39.9	9.4
NCU03859	140.1	111.5	156.7
NCU03860	55.5	52.4	12.9
NCU03861	0.1	0.3	0.2
NCU03862	4.3	3.3	5.3
NCU03863	49.2	45.1	7.4
NCU03864	0	0	0
NCU03868	0.1	0.2	0
NCU03870	200.8	120	27.8
NCU03873	128.7	265.1	33.2
NCU03874	30.5	23.1	5.5
NCU03875	86	71.1	11.6
NCU03876	335.1	327.4	54.5
NCU03877	223.3	209.4	30.8
NCU03878	5.3	6.6	0.9
NCU03879	0	0	1.2
NCU03880	113.3	80.5	51.3
NCU03881	76.4	68.3	11.9
NCU03882	137.8	263	63
NCU03883	51.9	38.7	12.1
NCU03884	10.3	17.1	4.4
NCU03885	22.6	26.2	4.1
NCU03886	105.5	79.5	20.1
NCU03887	88	104.5	11.2
NCU03888	85.2	78.8	15.1
NCU03889	31	25.6	19.5
NCU03890	48.5	43.3	7.3
NCU03891	36	35.7	190.7
NCU03892	28.7	21.3	5.2
NCU03893	357.4	109.3	38.2
NCU03894	61.1	63.3	10.9
NCU03895	0	0	0.8
NCU03897	427.5	283.4	31.9
NCU03898	15.7	21.5	11.8
NCU03899	25.1	26.8	2.9
NCU03901	57.2	60.1	10.7
NCU03903	3.7	5.5	1
NCU03904	71.9	195.6	13.6
NCU03905	86	92.9	19.5
NCU03906	58.7	88	89.2
NCU03907	20	38.5	7.5
NCU03908	36.7	47.3	24
NCU03909	27.7	45.7	2
NCU03910	186.6	203.1	47.1
NCU03911	119.4	132.2	298.4
NCU03913	6.2	9.7	5.7
NCU03914	4.2	4.1	2.8
NCU03915	15.1	14.2	8.2
NCU03918	0	0.2	0
NCU03921	5	7.2	1.9
NCU03922	754.4	547	103.8
NCU03924	27.9	21.3	10.2
NCU03925	20.7	29.7	22.6
NCU03926	58.4	96.2	25
NCU03928	9	16.4	5.8
NCU03929	56.4	42.7	11.2
NCU03931	12.3	7.8	13
NCU03932	10	20.4	14.8
NCU03934	3.6	9.2	3.6
NCU03935	357.8	233.4	333.3
NCU03936	40.3	46.2	58.2
NCU03937	10.2	11.2	6.1
NCU03938	13.1	15.9	6.9
NCU03940	0.3	0	0
NCU03944	145.6	116	31.2
NCU03946	74	115.9	10.7
NCU03947	144.9	144.2	21.5
NCU03948	35.8	31.8	51.5
NCU03949	176.3	344.9	77.2
NCU03950	56.7	30.6	9.6
NCU03952	37	27.8	24.9
NCU03953	202.7	250.7	123
NCU03954	52	22.2	6.5
NCU03955	21.1	22.1	3
NCU03956	58.3	47.9	10.3
NCU03957	45.7	63.7	25.1
NCU03960	37	241.7	41.1
NCU03961	41.4	31.2	22
NCU03962	5	3.7	2.4
NCU03963	69.8	86.4	41.9
NCU03964	23.9	15.4	4.9
NCU03965	7.5	5.7	0.8
NCU03966	22.3	24	8.5
NCU03967	316.2	449.1	92
NCU03968	7.8	8.3	5.9
NCU03969	0.7	2.3	0
NCU03970	35	69.9	35.8
NCU03971	47.2	49.5	4.6
NCU03972	192.3	215.5	47.4
NCU03973	50.5	52.7	6.6
NCU03974	0	0	0.1
NCU03975	50.9	41.6	5.4
NCU03976	0	0.3	0
NCU03977	0	0	0
NCU03978	0.4	1.7	0.6
NCU03979	288	269.3	30
NCU03980	230.9	295.9	71.5
NCU03981	45.8	49.2	7
NCU03982	645.1	710.9	91.8
NCU03983	0	0	0.5
NCU03984	0	0.3	0
NCU03985	9.4	8.3	11.5
NCU03986	28.1	18.1	3.8
NCU03988	1243.3	1073.8	944.9
NCU03989	24.9	18.1	10.2
NCU03990	263.6	181.9	54.8
NCU03991	0	0.7	0
NCU03992	392.8	288.4	149.7
NCU03993	33.7	44.3	70.8
NCU03994	13.5	17.8	4.1
NCU03995	105.6	70.1	23
NCU03996	0.1	0	0
NCU03997	53.6	46	26.5
NCU03998	25.2	21.7	14
NCU04001	46.4	51.4	5.9
NCU04002	17.7	33.8	24.1
NCU04003	176.2	134.9	23.7
NCU04005	268	226.4	44.6
NCU04006	0	0	0
NCU04007	37.8	27.3	4.7
NCU04008	5.2	2.9	8.7
NCU04009	40.8	49.8	82
NCU04010	18	33.6	4.4
NCU04012	0	0.1	0
NCU04013	217.1	250.9	41.6
NCU04014	9.5	8.9	3.4
NCU04015	36.9	29	12.1
NCU04016	59.9	170.1	96.7
NCU04017	81.8	69.8	14.5
NCU04018	5.9	3.9	2.4
NCU04019	121.9	103	25.7
NCU04020	414.9	247.7	269.2
NCU04021	10.5	6.4	2.5
NCU04022	49.3	59.7	18.1
NCU04024	14	16	6.4
NCU04025	1.6	0.3	1.6
NCU04026	0	0	0
NCU04027	0	0	0
NCU04028	0	0	0
NCU04029	0.2	0	0
NCU04030	1.4	0.4	1.7
NCU04031	0	0.2	0
NCU04032	15	30	35.6
NCU04033	0	0	0
NCU04034	0.1	0.2	0
NCU04035	26.1	21.8	3.5
NCU04036	44.4	101.4	42.1
NCU04037	7.8	6	12.1
NCU04038	0.1	0.5	0
NCU04039	54.6	110.6	38.2
NCU04040	43.1	34.8	44.7
NCU04041	17.2	17.9	12.1
NCU04042	27.4	31.3	20.1
NCU04043	6.9	17.1	11.7
NCU04044	336	277	70.3
NCU04045	5	13.8	12.3
NCU04046	12.7	6.1	5.4
NCU04047	37	45.8	16.5
NCU04048	63.1	45.4	8.4
NCU04049	102.7	39.2	28.9
NCU04050	272	376.8	195.7
NCU04051	138.5	79.8	141.5
NCU04052	0	0	0.8
NCU04053	10.3	8.1	2.4
NCU04054	1390	1351.3	166.6
NCU04058	25.1	37	3.1
NCU04059	48.1	42.3	7.8
NCU04060	0.4	0.1	0.2
NCU04061	9.8	16.1	10.5
NCU04062	3.7	5.8	1.5
NCU04063	167.5	194.2	128.8
NCU04064	1.7	0.7	2.6
NCU04065	0.9	0.6	2.7
NCU04066	0.2	0.2	2.2
NCU04067	2.2	0.4	0
NCU04068	33	52.4	64.1
NCU04069	204.6	167.7	113
NCU04070	2	1.3	2.6
NCU04071	22.5	12.2	33.8
NCU04072	4.7	2.6	1.6
NCU04073	37.2	29.8	6.8
NCU04074	272.8	309.4	67.2
NCU04075	15.3	17.9	6.5
NCU04076	4	3	2
NCU04077	244.1	155.4	77.4
NCU04078	1.4	1	2.2
NCU04079	9.1	6.7	15.4
NCU04080	5.6	12.6	16.7
NCU04081	5.7	10.3	5
NCU04082	22.8	53.3	10.2
NCU04083	0.1	0	0
NCU04084	1.3	2.2	4.8
NCU04085	0	0	0.3
NCU04086	47.8	55.7	56.7
NCU04087	123.6	113	51.5
NCU04088	13.2	23.2	4.5
NCU04089	0.1	0.2	0.2
NCU04090	67.9	52.2	8.4
NCU04091	25.8	22.6	25.2
NCU04092	65.6	61.8	25.4
NCU04095	12.3	8	4
NCU04096	6.8	7.1	1.8
NCU04097	179	483.8	538.4
NCU04098	75.4	79.4	128.7
NCU04099	1.1	1.5	1.2
NCU04100	186.2	166	98.8
NCU04101	24.9	25.8	2.4
NCU04102	11.5	22.2	1.8
NCU04103	1.3	3.2	4
NCU04104	112.5	60.2	12.2
NCU04105	16.7	10.2	3.6
NCU04106	12.8	49.1	4
NCU04107	0	0	0
NCU04108	18.3	25.9	4.5
NCU04109	182.7	117.3	223.5
NCU04110	95.3	64.4	14.4
NCU04111	45.7	25.5	53.7
NCU04112	2.1	5.1	0.7
NCU04113	6.7	4.3	1.7
NCU04114	1331.4	962.7	1859.8
NCU04115	186.2	271.3	41.5
NCU04116	36.2	26	5.9
NCU04117	23.6	17.5	4.3
NCU04118	156.2	157.8	23.3
NCU04119	13.4	14.5	27.9
NCU04120	909.9	1273.4	1599.8
NCU04121	79.2	64.3	16.4
NCU04122	54.1	317.8	15.7
NCU04123	0	0	5.4
NCU04124	32.8	34	4.1
NCU04125	12.3	10.1	14.2
NCU04126	0	0	0
NCU04127	239.3	229.9	110.5
NCU04128	0.1	0.2	0
NCU04129	101.1	64.1	150.6
NCU04130	24.5	43.8	42.9
NCU04131	6.7	6.8	22.9
NCU04132	3.5	2.3	0.9
NCU04133	87.4	49.1	43.9
NCU04134	0.3	0	0
NCU04135	6.7	12.2	6.6
NCU04136	50.7	35.1	4.6
NCU04137	105.1	96.2	9
NCU04138	38.5	85.4	24.8
NCU04139	4.6	9.5	23.3
NCU04140	1840.2	1328.8	662.5
NCU04142	1197.6	1358.5	179.6
NCU04143	16.6	17	5.4
NCU04144	58.1	18	9.4
NCU04145	35.8	39.7	9.4
NCU04146	0	0	0
NCU04147	2.3	1	2.8
NCU04148	0	1.4	0
NCU04149	3.8	3.7	5.3
NCU04150	44.7	64.7	51.1
NCU04151	20.1	49.9	24.4
NCU04152	20.9	15.6	2
NCU04153	49.7	38	39.8
NCU04154	3.7	12.2	6.9
NCU04155	28.1	29.8	6.5
NCU04156	103	145	41.5
NCU04158	36	31.4	7.6
NCU04159	41.2	49.5	3
NCU04160	56.3	44.4	16.8
NCU04161	10.1	13.9	1.8
NCU04162	0	0	1
NCU04163	0	1.6	0.7
NCU04164	291.9	297.1	26.7
NCU04165	43.4	54.3	68.3
NCU04166	52.2	61.1	27.7
NCU04167	0.2	0.8	0
NCU04168	0.7	4.6	0
NCU04169	1.9	10.8	1.2
NCU04170	0.1	0.4	0.5
NCU04171	69.6	53.4	16.2
NCU04172	73.5	107.3	22.7
NCU04173	3148.2	1965.5	1281.2
NCU04174	8.1	14.7	59.2
NCU04175	59.9	97.7	34.4
NCU04176	22.1	21.1	32.1
NCU04177	33.5	52.2	16.8
NCU04179	42.7	63.5	6.6
NCU04180	4.1	4.4	3.4
NCU04181	169.6	93.3	112.5
NCU04182	31.3	23	3.7
NCU04185	333.7	252.4	31.8
NCU04187	80	68	13.1
NCU04188	104.8	97.2	34.1
NCU04189	70.8	80.4	9.5
NCU04190	38.5	24.7	23.4
NCU04191	12.2	10.5	17.4
NCU04192	223.7	200.2	222.1
NCU04193	25.2	53.3	14.3
NCU04194	5.5	2.8	23.5
NCU04195	119.8	83	66.7
NCU04196	23.6	18.9	14.6
NCU04197	28.5	225.6	59.2
NCU04198	10.5	14.3	3
NCU04199	28.6	38.8	7.5
NCU04201	6.9	5.4	7.8
NCU04202	1027.5	750.5	653.5
NCU04203	169.1	94.5	21.8
NCU04205	0.3	9.3	0.7
NCU04206	6.9	31.6	7.2
NCU04207	8.2	10.7	1.4
NCU04208	1.1	0.4	0.4
NCU04209	0	0	0
NCU04211	0.4	0	0
NCU04212	42.3	28.9	5.4
NCU04213	93.6	79.4	167.1
NCU04214	0	0	0
NCU04216	83.3	51.4	7.3
NCU04218	7.9	19.6	2.9
NCU04219	0	0	0.5
NCU04221	178.7	146.6	14.7
NCU04222	0	0.2	0
NCU04223	0.1	0	0.3
NCU04224	23.3	17.8	16.8
NCU04225	67.4	51.2	12.9
NCU04226	0	0	2
NCU04227	76.5	105.2	10.4
NCU04228	35.1	138.1	101.5
NCU04229	2.6	3.4	1
NCU04230	94.1	103.5	18.1
NCU04231	0.1	0.1	1
NCU04232	127.4	185.7	37.2
NCU04233	0	0	0
NCU04234	0	0	0
NCU04235	0	0	0
NCU04236	0	0	0
NCU04237	37	63	4.1
NCU04238	74.3	218.4	85.2
NCU04241	24	30.9	3.9
NCU04242	46.3	35.2	7.2
NCU04243	33.2	30.9	4.4
NCU04244	135.2	158.5	19.8
NCU04245	257.7	156	222.5
NCU04246	44.9	83.5	19.5
NCU04247	63.3	51.5	45.5
NCU04249	51.4	63.3	9.5
NCU04251	67.2	102.4	20
NCU04252	68.2	70.1	63.2
NCU04254	14.5	11.8	3.1
NCU04255	25.4	40.7	5.3
NCU04256	45.4	42.7	20.9
NCU04258	49.8	46.1	10.4
NCU04259	19.7	15.3	8
NCU04260	7.8	29.6	17.1
NCU04261	7.5	22.8	18
NCU04262	63.9	43.6	20.3
NCU04264	41	44.9	15.8
NCU04265	8.6	58.5	2.3
NCU04266	147.9	57.4	19.6
NCU04267	0.1	0	0.2
NCU04268	65.7	105.9	84
NCU04269	0.8	1.1	0
NCU04270	39.8	33.3	6.4
NCU04272	247.1	216	86.6
NCU04273	23.8	40.2	10.8
NCU04274	28.6	46.4	6.6
NCU04275	9.5	6.6	3.7
NCU04276	8632.9	4086.8	3846.1
NCU04277	215	195.1	241.7
NCU04278	1.4	1.6	1.8
NCU04279	33.6	40.7	18.5
NCU04280	177.4	102.1	43.4
NCU04281	36.2	25.6	12.3
NCU04282	0	3.2	0
NCU04283	25.9	40.6	108.6
NCU04284	504.3	144	155.9
NCU04285	1.2	0.2	0.9
NCU04286	0.2	0	0
NCU04287	488.4	898.6	538.5
NCU04288	139.6	107.5	28.6
NCU04289	98.5	176.6	24.1
NCU04290	12	10	2.8
NCU04291	4.9	6.5	1
NCU04292	115.5	103.6	21.7
NCU04293	25.4	57.2	39.3
NCU04294	0	0.1	0
NCU04295	2.2	0.9	5.4
NCU04297	0.1	0.1	0
NCU04298	0.2	0.2	0.5
NCU04299	0.5	0.3	0.7
NCU04300	4.6	9.1	4.5
NCU04301	49.7	64.2	12
NCU04302	43.5	54.3	32.2
NCU04303	446.6	393.1	125.3
NCU04304	1250.3	885.1	1253.8
NCU04305	10.5	12	13.1
NCU04306	151.3	128.5	343.8
NCU04307	42	30.6	5.2
NCU04308	9.8	13.9	45.3
NCU04309	17.7	27.3	18.1
NCU04310	3.4	4	3
NCU04312	7.6	11.4	24
NCU04313	5	5	15.3
NCU04314	1756.1	3079.9	292.1
NCU04315	159.4	296.2	32.7
NCU04316	35.3	42.8	25.2
NCU04317	47.6	45.8	120.1
NCU04318	1.1	4	4.1
NCU04319	14.8	14.2	16.7
NCU04320	19.3	15	4.2
NCU04321	10.4	13.3	4.6
NCU04322	6.6	6	8.3
NCU04323	84.5	119.1	215.4
NCU04324	17.6	25.5	24.6
NCU04325	14.4	9.9	4
NCU04326	4.2	2.2	0.5
NCU04327	39.3	23.8	12.3
NCU04328	17.8	13.6	12.3
NCU04329	20.1	15	9
NCU04330	0	0	0
NCU04331	2319.9	1333.9	548.9
NCU04332	5.5	6.1	15.2
NCU04333	54.1	42.7	10.7
NCU04334	97.9	93.2	582.3
NCU04335	34.9	28.7	9.6
NCU04336	40.9	41.1	34.2
NCU04337	363.5	315.4	27.2
NCU04338	13.8	6.6	5.5
NCU04339	23.7	62.5	44.9
NCU04340	11.7	22.2	5.2
NCU04341	5.3	2.4	1.4
NCU04342	352	281.6	372
NCU04343	608.6	384.7	238.7
NCU04344	100	138.2	57.9
NCU04345	20.9	30.5	7.7
NCU04346	0.1	0.1	1.4
NCU04347	8.7	16.9	17.7
NCU04348	27.4	26.7	5.2
NCU04350	123.5	92.8	20.3
NCU04351	0	0	0
NCU04352	107.4	89.7	13.4
NCU04353	3.2	3.9	2.2
NCU04354	10.6	8.7	3.4
NCU04355	19.5	26.5	5.1
NCU04356	0	0	0
NCU04357	0	0	0
NCU04358	8.7	6.9	4.6
NCU04359	5.5	11.6	2.7
NCU04360	42.5	135.6	25.8
NCU04362	14.3	19	7.3
NCU04363	47.9	36.3	8.4
NCU04364	11.4	10.2	12.1
NCU04365	0	0	0
NCU04366	0	0	0
NCU04367	0	0.2	0
NCU04368	51.3	45.7	36.3
NCU04369	4.5	4.4	14.6
NCU04370	432.2	326	192
NCU04371	91.1	39.5	23
NCU04373	63.8	67.9	21.9
NCU04374	2.6	7.3	4.8
NCU04375	0	0.2	0.3
NCU04376	25.1	41.3	42.1
NCU04378	14.6	9.3	9.2
NCU04379	198.2	178	26.5
NCU04380	228.5	191	100.2
NCU04381	2.3	3.7	2
NCU04382	21.3	17.5	4.4
NCU04383	10.8	8.8	3.6
NCU04384	0	0	0.1
NCU04385	571.4	290.7	103.2
NCU04386	15.6	15.1	8.8
NCU04387	187.4	144.3	45.1
NCU04388	176.7	184.2	141.9
NCU04389	31.4	23.2	7.7
NCU04390	14.9	5.5	7.1
NCU04391	0.2	0	0
NCU04392	0	0	0
NCU04393	0.7	0.2	0.7
NCU04394	0.1	0	0.9
NCU04395	12.9	5.5	24.8
NCU04396	0.1	0.2	0.4
NCU04397	0	0.1	0
NCU04398	0.1	0.4	0
NCU04400	0	0	0
NCU04401	1.5	3.1	2
NCU04402	14.6	8.4	10.4
NCU04403	5.3	4.2	1.7
NCU04404	202.4	188.9	93.6
NCU04405	88.2	83.5	123.2
NCU04406	46.7	75	5.2
NCU04407	18	14.5	9.2
NCU04408	5.9	5.9	7.7
NCU04409	65.1	45.2	62.8
NCU04410	145.8	119.5	21.9
NCU04411	84.2	109.6	65.4
NCU04412	39.2	52.4	28.4
NCU04413	25.6	33.5	7.3
NCU04414	255.3	256.9	78.5
NCU04415	613	43.3	80.1
NCU04416	3.1	1	1
NCU04417	0	0	0
NCU04418	26.5	18.8	17.7
NCU04419	4.3	0.3	0.8
NCU04420	0	0	0
NCU04421	55.1	66.6	24.7
NCU04423	9.6	8.4	2.9
NCU04424	0.3	0	1.3
NCU04425	6.8	7.5	3.3
NCU04426	17.1	16.9	9.8
NCU04427	51.1	64.2	14.5
NCU04428	16.8	16.5	3.8
NCU04429	39	24.6	4.6
NCU04430	4.5	50.8	3.1
NCU04431	0	0	0.4
NCU04432	0	0.3	0
NCU04433	100.7	118.3	64.3
NCU04435	10	14.5	7.7
NCU04436	3.2	3.3	0.4
NCU04437	3.7	3.6	3
NCU04438	0.3	0	0
NCU04439	16.4	22.8	6.2
NCU04440	8.1	7.7	1.3
NCU04442	198.3	151.4	63.8
NCU04443	115.7	197.1	159.3
NCU04444	10.5	7.3	3.1
NCU04445	0.1	0.1	0
NCU04446	1.8	0.5	0.9
NCU04447	0.4	0.5	0
NCU04448	292.6	213.7	116.5
NCU04449	260.7	169.5	104
NCU04450	3.2	1.6	3.5
NCU04451	0.1	0.2	0
NCU04452	214.1	396.4	254.6
NCU04453	3.5	4.2	3.3
NCU04454	118.6	83.5	63
NCU04455	15.3	10	1.6
NCU04456	13.9	14.5	7.5
NCU04457	25.8	27.9	5
NCU04459	25.3	31.9	4.6
NCU04460	99.9	84.8	67.3
NCU04461	120.1	111.5	24
NCU04462	115.5	102.7	26
NCU04463	86.4	54.8	10.3
NCU04464	0	0.1	0.2
NCU04465	9.5	6.1	6.1
NCU04466	32.1	29.1	73.6
NCU04467	8.9	81.5	55.7
NCU04468	16.7	23	9.4
NCU04469	17.2	22.5	6.3
NCU04470	59	64.3	11.6
NCU04471	0	0.2	0
NCU04472	21.1	7.5	4.4
NCU04473	34.1	15.7	55.7
NCU04474	20.1	2.5	2.8
NCU04475	0.2	1.8	0.3
NCU04476	0	0.2	0
NCU04477	0	0	0
NCU04478	0.7	0.7	0.3
NCU04479	434.1	384.1	277.7
NCU04480	35.8	11.4	24.1
NCU04481	21.5	17.8	11.7
NCU04482	13.1	1.9	6.6
NCU04483	59.4	52	12.6
NCU04484	0.2	0.2	0
NCU04485	30.7	48.5	17.2
NCU04486	5.1	3.7	35.6
NCU04487	53.3	29.8	51.5
NCU04488	58.8	140.7	20.7
NCU04490	1.7	0.2	1.4
NCU04491	48.7	128.9	75.4
NCU04492	3.8	4.8	0.8
NCU04493	338.1	226.1	85.7
NCU04494	3.4	11.3	24.7
NCU04495	9.7	6.9	3
NCU04496	1.3	61	29.3
NCU04497	1.2	5.7	0.3
NCU04498	24.5	25.5	22.5
NCU04499	3.9	4.2	1.3
NCU04500	0.1	0	0
NCU04501	0.3	0.7	0
NCU04502	410.9	650.3	117.6
NCU04503	39	64.9	19.7
NCU04504	17.5	21.3	13.3
NCU04505	15.4	24.3	9.5
NCU04506	7.2	7.7	1.7
NCU04507	56.4	60.7	46.7
NCU04508	41.5	75	14.9
NCU04509	4	5	11.4
NCU04510	2056.1	468.3	1903.6
NCU04511	111.8	101.2	51.7
NCU04512	9.9	10	2.8
NCU04513	75.6	81	46.2
NCU04514	15.5	14.5	3.9
NCU04515	0	0	0
NCU04516	155.3	279	264.7
NCU04518	37.7	17.4	8.1
NCU04519	63.4	51.7	154.9
NCU04520	0	0	0.4
NCU04521	6.1	3.2	10
NCU04522	4.8	12.3	6.4
NCU04523	13.7	15.2	3.8
NCU04524	0	0	0
NCU04525	15.8	20.3	3.4
NCU04526	40	19.6	29.9
NCU04528	1.6	2.1	4.7
NCU04529	0	0.4	0
NCU04531	2.7	3.8	1.1
NCU04532	1.1	2.5	0.9
NCU04533	6.6	9.8	2.8
NCU04534	32.3	24.5	4.5
NCU04535	56.7	60.1	9.1
NCU04537	0.1	0.1	0
NCU04538	2.6	1.1	1.9
NCU04539	4.9	5.7	13.7
NCU04540	45.7	41.6	8.5
NCU04541	42.8	107.8	21.7
NCU04542	139.3	545.4	26.9
NCU04543	171.2	420.1	48
NCU04544	0.8	1.4	0.1
NCU04545	8.6	12.6	3.6
NCU04546	0.2	0	0.2
NCU04547	0	0.1	0
NCU04548	14.4	7.9	3
NCU04549	14.3	40.8	89
NCU04550	5.3	7.4	2.2
NCU04551	0	0	0
NCU04552	1433	1133.2	718.7
NCU04553	2663.2	2038.1	2568.7
NCU04554	57.8	76	41.3
NCU04555	0.2	0.2	0.5
NCU04556	0.1	0.3	0
NCU04557	0	0.3	0
NCU04558	36.8	62	30.1
NCU04559	0	0	0
NCU04560	0	0	0
NCU04561	0	0.2	0
NCU04563	0	0.8	0
NCU04566	59.9	44.7	30.1
NCU04569	276.3	224.6	79.7
NCU04570	12.1	12.8	4.1
NCU04571	29.9	35.7	9.5
NCU04572	0	0	0
