# scores_kozak_JEC21.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype D JEC21
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: JEC21 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNB03290	0.886	0.795	0.876	0.886	0.867	0.785	0.83	0.858	-0.091	0	-0.082	-0.009
CNB03300	0.86	0.886	0.892	0.886	0.857	0.843	0.754	0.779	0.026	0.026	-0.014	-0.078
CNB03310	0.862	0.872	1	NA	0.872	0.852	0.937	NA	0.009	NA	-0.02	NA
CNB03330	0.767	0.895	0.819	0.68	0.734	0.806	0.778	0.67	0.128	-0.087	0.072	-0.064
CNB03340	0.817	0.847	0.784	0.863	0.812	0.796	0.763	0.812	0.031	0.046	-0.016	-0
CNB03350	0.787	0.816	0.673	0.812	0.791	0.796	0.671	0.703	0.029	0.025	0.005	-0.088
CNB03360	0.767	0.727	0.751	0.802	0.744	0.742	0.736	0.793	-0.04	0.036	-0.002	0.049
CNB03370	0.86	0.873	0.888	0.767	0.825	0.775	0.859	0.742	0.013	-0.093	-0.05	-0.083
CNB03380	0.904	0.888	0.922	0.895	0.901	0.869	0.909	0.844	-0.016	-0.008	-0.032	-0.057
CNB03390	0.942	0.77	0.75	NA	0.88	0.77	0.661	NA	-0.172	NA	-0.11	NA
CNB03400	0.845	0.839	0.763	NA	0.831	0.795	0.767	NA	-0.006	NA	-0.036	NA
CNB03420	0.819	0.787	0.787	0.77	0.759	0.731	0.731	0.766	-0.032	-0.048	-0.027	0.008
CNB03430	0.886	0.701	0.87	NA	0.849	0.67	0.803	NA	-0.185	NA	-0.178	NA
CNB03440	0.964	0.724	0.863	NA	0.888	0.698	0.787	NA	-0.24	NA	-0.19	NA
CNB03450	0.805	0.826	0.736	NA	0.752	0.791	0.73	NA	0.021	NA	0.039	NA
CNB03460	0.932	0.759	0.952	1	0.922	0.762	0.911	0.969	-0.172	0.068	-0.16	0.047
CNB03470	0.975	0.929	0.802	NA	0.941	0.917	0.709	NA	-0.046	NA	-0.024	NA
CNB03480	0.897	0.885	0.779	NA	0.872	0.905	0.76	NA	-0.012	NA	0.033	NA
CNB03490	0.888	0.733	0.745	0.816	0.852	0.745	0.75	0.783	-0.156	-0.072	-0.107	-0.07
CNB03500	1	0.836	0.809	NA	0.96	0.803	0.727	NA	-0.164	NA	-0.157	NA
CNB03520	0.932	0.839	0.846	NA	0.89	0.757	0.791	NA	-0.093	NA	-0.133	NA
CNB03530	0.863	0.964	0.847	NA	0.867	0.906	0.793	NA	0.101	NA	0.039	NA
CNB03540	0.977	0.759	0.872	NA	0.866	0.764	0.844	NA	-0.218	NA	-0.102	NA
CNB03550	0.977	1	0.835	NA	0.969	0.868	0.832	NA	0.023	NA	-0.101	NA
CNB03560	1	0.861	0.759	0.795	0.926	0.813	0.767	0.722	-0.139	-0.205	-0.114	-0.204
CNB03570	0.759	0.865	0.819	0.863	0.746	0.748	0.771	0.805	0.106	0.103	0.003	0.06
CNB03575	0.863	0.741	NA	NA	0.782	0.703	NA	NA	-0.122	NA	-0.079	NA
CNB03580	0.709	0.862	0.741	0.805	0.705	0.77	0.712	0.718	0.154	0.096	0.065	0.013
CNB03590	0.964	0.906	0.884	NA	0.899	0.842	0.794	NA	-0.058	NA	-0.057	NA
CNB03600	0.787	0.906	0.989	0.945	0.759	0.799	0.9	0.891	0.119	0.158	0.04	0.132
CNB03605	0.813	0.745	0.732	0.899	0.779	0.709	0.703	0.886	-0.068	0.086	-0.07	0.107
CNB03620	0.862	0.743	0.847	NA	0.866	0.705	0.852	NA	-0.119	NA	-0.161	NA
CNB03630	0.989	0.727	0.812	0.79	0.944	0.727	0.725	0.827	-0.262	-0.199	-0.217	-0.117
CNB03640	0.841	0.802	0.756	NA	0.843	0.78	0.715	NA	-0.039	NA	-0.063	NA
CNB03650	0.952	0.872	0.787	0.782	0.904	0.837	0.803	0.703	-0.08	-0.17	-0.067	-0.201
CNB03660	0.975	0.863	0.892	0.876	0.945	0.787	0.844	0.793	-0.112	-0.099	-0.157	-0.152
CNB03670	1	0.813	0.676	0.758	0.944	0.777	0.695	0.732	-0.187	-0.242	-0.166	-0.212
CNB03680	0.847	0.964	0.812	0.793	0.765	0.942	0.745	0.795	0.117	-0.054	0.177	0.03
CNB03690	0.837	0.673	0.884	0.68	0.838	0.618	0.834	0.646	-0.165	-0.157	-0.219	-0.192
CNB03700	0.906	0.904	0.805	0.783	0.885	0.823	0.822	0.728	-0.002	-0.123	-0.062	-0.157
CNB03710	0.839	0.781	0.899	NA	0.748	0.75	0.792	NA	-0.058	NA	0.002	NA
CNB03720	0.922	0.925	0.845	0.872	0.847	0.856	0.798	0.816	0.002	-0.05	0.009	-0.03
CNB03730	0.92	0.81	0.701	0.758	0.89	0.694	0.665	0.705	-0.11	-0.162	-0.196	-0.185
CNB03740	0.863	0.81	0.925	0.942	0.827	0.817	0.894	0.884	-0.053	0.08	-0.011	0.057
CNB03750	0.839	0.752	0.828	NA	0.84	0.71	0.776	NA	-0.087	NA	-0.13	NA
CNB03755	0.941	0.818	0.83	0.828	0.898	0.797	0.815	0.795	-0.122	-0.112	-0.101	-0.103
CNB03760	0.942	0.952	0.733	0.676	0.932	0.912	0.773	0.694	0.009	-0.267	-0.019	-0.238
CNB03770	0.793	0.885	0.803	0.886	0.763	0.855	0.791	0.861	0.093	0.093	0.091	0.098
CNB03780	0.977	0.818	0.802	NA	0.957	0.85	0.788	NA	-0.159	NA	-0.107	NA
CNB03790	0.977	0.741	0.86	NA	0.949	0.676	0.835	NA	-0.236	NA	-0.273	NA
CNB03800	0.92	0.756	NA	0.899	0.928	0.739	NA	0.834	-0.164	-0.02	-0.189	-0.094
CNB03810	0.914	0.865	0.863	0.798	0.866	0.845	0.8	0.762	-0.049	-0.116	-0.02	-0.104
CNB03820	0.785	0.839	0.86	0.727	0.747	0.821	0.863	0.713	0.055	-0.058	0.074	-0.033
CNB03830	0.966	0.899	0.842	0.827	0.873	0.837	0.857	0.838	-0.068	-0.139	-0.036	-0.035
CNB03850	0.865	0.743	0.897	0.892	0.859	0.672	0.818	0.878	-0.122	0.027	-0.186	0.02
CNB03860	0.989	0.749	0.814	0.862	0.958	0.759	0.78	0.814	-0.24	-0.127	-0.199	-0.144
CNB03870	0.94	0.847	0.767	NA	0.881	0.809	0.692	NA	-0.093	NA	-0.072	NA
CNB03880	1	0.809	0.752	NA	0.962	0.751	0.731	NA	-0.191	NA	-0.211	NA
CNB03890	0.819	0.914	0.781	NA	0.791	0.906	0.717	NA	0.095	NA	0.115	NA
CNB03900	0.886	0.683	0.813	NA	0.873	0.64	0.715	NA	-0.203	NA	-0.233	NA
CNB03920	0.676	0.815	0.792	NA	0.731	0.821	0.76	NA	0.14	NA	0.089	NA
CNB03930	0.899	1	0.706	0.816	0.871	0.915	0.693	0.79	0.101	-0.084	0.044	-0.081
CNB03940	1	0.838	0.809	NA	0.969	0.748	0.794	NA	-0.162	NA	-0.221	NA
CNB03945	0.865	0.767	0.837	0.837	0.798	0.774	0.805	0.839	-0.098	-0.028	-0.024	0.041
CNB03950	0.796	0.975	0.888	0.781	0.786	0.883	0.838	0.73	0.179	-0.014	0.097	-0.056
CNB03960	0.876	0.762	0.812	0.823	0.844	0.708	0.8	0.747	-0.114	-0.052	-0.135	-0.097
CNB03970	0.886	0.94	0.876	0.805	0.868	0.931	0.746	0.816	0.054	-0.081	0.063	-0.052
CNB03980	0.886	0.811	0.803	NA	0.869	0.777	0.787	NA	-0.075	NA	-0.092	NA
CNB04010	0.819	0.814	0.854	0.819	0.839	0.741	0.766	0.717	-0.005	-0	-0.098	-0.122
CNB04020	0.975	0.817	0.842	0.92	0.927	0.743	0.812	0.9	-0.158	-0.055	-0.184	-0.027
CNB04025	0.975	0.862	0.81	NA	0.936	0.832	0.771	NA	-0.113	NA	-0.104	NA
CNB04030	0.964	0.872	0.892	0.802	0.88	0.802	0.844	0.794	-0.092	-0.162	-0.078	-0.086
CNB04040	0.862	0.813	0.727	0.785	0.81	0.766	0.711	0.789	-0.05	-0.078	-0.044	-0.022
CNB04050	0.966	0.749	0.862	NA	0.931	0.79	0.782	NA	-0.217	NA	-0.141	NA
CNB04060	0.859	0.799	0.835	NA	0.868	0.774	0.804	NA	-0.06	NA	-0.094	NA
CNB04070	0.895	0.929	0.886	0.73	0.851	0.865	0.825	0.637	0.035	-0.165	0.014	-0.214
CNB04080	0.895	0.779	0.81	NA	0.889	0.811	0.738	NA	-0.115	NA	-0.078	NA
CNB04090	0.977	0.911	0.881	NA	0.926	0.899	0.847	NA	-0.066	NA	-0.027	NA
CNB04100	0.977	0.862	0.819	0.725	0.969	0.807	0.845	0.727	-0.115	-0.252	-0.162	-0.243
CNB04110	0.904	0.727	0.805	0.816	0.856	0.757	0.692	0.82	-0.177	-0.088	-0.1	-0.037
CNB04120	0.817	0.977	0.68	NA	0.738	0.91	0.692	NA	0.16	NA	0.172	NA
CNB04130	0.761	0.975	0.795	0.813	0.727	0.892	0.681	0.772	0.214	0.052	0.164	0.045
CNB04140	0.872	0.759	0.874	0.836	0.814	0.706	0.826	0.807	-0.113	-0.036	-0.109	-0.007
CNB04150	0.895	0.756	0.81	0.841	0.853	0.687	0.741	0.825	-0.139	-0.054	-0.167	-0.029
CNB04160	0.975	NA	NA	NA	0.904	NA	NA	NA	NA	NA	NA	NA
CNB04170	0.886	0.917	0.841	NA	0.806	0.79	0.777	NA	0.031	NA	-0.016	NA
CNB04180	0.964	0.872	0.813	0.796	0.936	0.828	0.783	0.795	-0.092	-0.168	-0.108	-0.14
CNB04185	0.812	0.802	0.792	NA	0.818	0.724	0.75	NA	-0.01	NA	-0.095	NA
CNB04190	0.906	0.825	0.736	NA	0.893	0.77	0.707	NA	-0.082	NA	-0.122	NA
CNB04200	0.92	0.966	0.812	0.758	0.838	0.877	0.813	0.748	0.046	-0.162	0.039	-0.09
CNB04210	0.779	0.753	0.802	NA	0.807	0.75	0.766	NA	-0.027	NA	-0.058	NA
CNB04220	0.904	0.812	0.768	NA	0.871	0.793	0.74	NA	-0.092	NA	-0.078	NA
CNB04230	0.92	0.818	0.75	NA	0.859	0.798	0.729	NA	-0.102	NA	-0.06	NA
CNB04240	0.945	0.917	0.707	0.77	0.902	0.87	0.678	0.746	-0.028	-0.175	-0.031	-0.156
CNB04245	0.826	0.809	0.819	NA	0.844	0.711	0.801	NA	-0.017	NA	-0.133	NA
CNB04250	0.945	0.906	0.724	0.837	0.932	0.901	0.733	0.778	-0.039	-0.108	-0.031	-0.154
CNB04260	0.94	0.803	0.886	NA	0.904	0.732	0.832	NA	-0.137	NA	-0.172	NA
CNB04270	0.94	0.839	0.759	0.87	0.861	0.805	0.77	0.8	-0.101	-0.07	-0.056	-0.061
CNB04280	0.975	0.865	0.699	NA	0.971	0.794	0.71	NA	-0.11	NA	-0.177	NA
CNB04290	0.92	0.884	0.989	NA	0.888	0.863	0.956	NA	-0.035	NA	-0.026	NA
CNB04300	0.828	0.727	0.945	NA	0.8	0.732	0.848	NA	-0.101	NA	-0.068	NA
CNB04310	0.917	0.709	0.787	NA	0.91	0.708	0.773	NA	-0.209	NA	-0.202	NA
CNB04320	0.743	0.964	0.884	NA	0.67	0.93	0.818	NA	0.221	NA	0.26	NA
CNB04330	0.872	0.906	0.809	NA	0.827	0.837	0.707	NA	0.035	NA	0.01	NA
CNB04340	0.92	0.781	0.842	0.725	0.874	0.729	0.823	0.734	-0.139	-0.195	-0.145	-0.14
CNB04350	0.92	0.779	0.802	NA	0.87	0.738	0.758	NA	-0.141	NA	-0.132	NA
CNB04360	0.733	0.803	0.794	NA	0.688	0.814	0.773	NA	0.07	NA	0.126	NA
CNB04370	0.874	0.813	0.865	0.776	0.81	0.817	0.811	0.764	-0.061	-0.098	0.007	-0.046
CNB04380	1	0.786	0.828	NA	0.995	0.71	0.79	NA	-0.214	NA	-0.285	NA
CNB04400	1	0.917	0.776	0.805	0.907	0.904	0.754	0.755	-0.083	-0.195	-0.003	-0.151
CNB04410	0.741	0.945	0.865	0.76	0.739	0.94	0.848	0.693	0.204	0.019	0.201	-0.046
CNB04420	0.876	0.854	0.845	0.841	0.82	0.81	0.806	0.802	-0.022	-0.035	-0.01	-0.018
CNB04430	0.759	0.884	0.752	0.945	0.711	0.835	0.694	0.932	0.126	0.187	0.124	0.221
CNB04440	0.854	0.929	0.742	NA	0.848	0.901	0.768	NA	0.076	NA	0.053	NA
CNB04450	0.836	0.863	0.975	0.816	0.83	0.821	0.92	0.734	0.027	-0.02	-0.01	-0.097
CNB04460	0.802	0.897	0.776	NA	0.78	0.899	0.755	NA	0.095	NA	0.119	NA
CNB04470	0.989	0.975	0.759	NA	0.96	0.942	0.767	NA	-0.014	NA	-0.018	NA
CNB04480	0.964	0.802	0.885	0.767	0.96	0.812	0.879	0.69	-0.162	-0.197	-0.148	-0.27
CNB04500	0.857	0.79	0.888	NA	0.822	0.766	0.834	NA	-0.067	NA	-0.057	NA
CNB04510	0.886	0.805	0.867	NA	0.887	0.807	0.778	NA	-0.081	NA	-0.08	NA
CNB04520	0.92	0.779	0.756	0.733	0.864	0.776	0.744	0.746	-0.141	-0.187	-0.088	-0.118
CNB04530	0.857	0.699	0.92	NA	0.83	0.755	0.888	NA	-0.158	NA	-0.075	NA
CNB04540	0.892	0.785	0.736	NA	0.874	0.806	0.628	NA	-0.107	NA	-0.069	NA
CNB04550	0.914	0.837	0.836	0.723	0.879	0.86	0.745	0.735	-0.076	-0.19	-0.019	-0.144
CNB04560	0.964	0.906	0.861	0.839	0.897	0.872	0.804	0.755	-0.058	-0.124	-0.025	-0.141
CNB04570	0.73	0.989	0.785	NA	0.721	0.954	0.8	NA	0.259	NA	0.233	NA
CNB04580	0.977	0.872	0.837	NA	0.945	0.849	0.871	NA	-0.105	NA	-0.096	NA
CNB04590	0.929	0.872	0.865	NA	0.895	0.82	0.771	NA	-0.058	NA	-0.075	NA
CNB04600	0.859	0.989	0.964	0.761	0.801	0.949	0.874	0.781	0.13	-0.098	0.148	-0.02
CNB04610	0.874	0.76	0.756	NA	0.884	0.669	0.73	NA	-0.114	NA	-0.215	NA
CNB04620	0.977	0.751	0.683	NA	0.956	0.738	0.672	NA	-0.226	NA	-0.219	NA
CNB04630	0.92	0.701	0.738	0.82	0.836	0.704	0.694	0.811	-0.219	-0.1	-0.132	-0.025
CNB04640	0.94	0.94	0.779	0.932	0.904	0.905	0.717	0.843	0	-0.009	0	-0.061
CNB04650	0.952	0.876	0.906	0.761	0.903	0.849	0.842	0.771	-0.076	-0.191	-0.054	-0.131
CNB04660	0.803	0.683	0.805	NA	0.785	0.701	0.78	NA	-0.119	NA	-0.084	NA
CNB04670	0.922	0.809	0.839	0.799	0.854	0.665	0.798	0.736	-0.113	-0.123	-0.189	-0.119
CNB04680	0.989	0.865	0.725	0.865	0.956	0.828	0.679	0.825	-0.124	-0.124	-0.128	-0.131
CNB04685	0.906	0.865	0.845	0.792	0.778	0.858	0.84	0.792	-0.041	-0.114	0.08	0.014
CNB04690	0.862	0.658	0.811	NA	0.821	0.635	0.783	NA	-0.204	NA	-0.186	NA
CNB04700	0.922	0.845	0.785	NA	0.916	0.855	0.758	NA	-0.078	NA	-0.061	NA
CNB04710	1	0.825	0.865	NA	0.927	0.789	0.829	NA	-0.175	NA	-0.137	NA
CNB04715	0.715	0.837	0.76	0.784	0.721	0.795	0.681	0.8	0.122	0.069	0.073	0.078
CNB04720	0.92	0.816	0.784	NA	0.902	0.762	0.738	NA	-0.105	NA	-0.14	NA
CNB04730	0.886	0.899	0.733	NA	0.828	0.889	0.737	NA	0.013	NA	0.061	NA
CNB04740	0.895	0.884	0.863	NA	0.843	0.858	0.837	NA	-0.01	NA	0.015	NA
CNB04750	0.899	0.68	0.732	0.803	0.896	0.679	0.7	0.806	-0.219	-0.096	-0.217	-0.091
CNB04760	0.835	0.874	0.752	NA	0.81	0.867	0.676	NA	0.039	NA	0.057	NA
CNB04765	0.966	0.819	0.823	0.863	0.871	0.709	0.785	0.796	-0.147	-0.103	-0.163	-0.076
CNB04770	0.837	0.761	0.826	NA	0.783	0.782	0.807	NA	-0.076	NA	-0.001	NA
CNB04780	0.836	0.761	0.92	NA	0.814	0.734	0.835	NA	-0.075	NA	-0.08	NA
CNB04790	0.876	0.888	0.776	NA	0.867	0.817	0.742	NA	0.013	NA	-0.051	NA
CNB04800	0.899	0.854	0.752	NA	0.872	0.807	0.693	NA	-0.045	NA	-0.065	NA
CNB04810	0.655	0.886	0.897	NA	0.655	0.826	0.777	NA	0.231	NA	0.171	NA
CNB04815	0.888	0.92	0.861	0.842	0.842	0.884	0.776	0.731	0.031	-0.046	0.042	-0.111
CNB04820	0.707	0.899	0.723	0.872	0.653	0.867	0.705	0.791	0.192	0.166	0.214	0.138
CNB04830	0.872	0.743	0.761	0.836	0.879	0.747	0.737	0.826	-0.128	-0.035	-0.131	-0.052
CNB04840	0.897	0.975	0.897	NA	0.872	0.907	0.786	NA	0.078	NA	0.036	NA
CNB04850	0.975	0.759	0.698	NA	0.942	0.75	0.71	NA	-0.215	NA	-0.191	NA
CNB04860	0.897	0.837	0.854	NA	0.821	0.837	0.847	NA	-0.06	NA	0.015	NA
CNB04870	0.865	0.761	0.857	0.798	0.848	0.738	0.843	0.768	-0.104	-0.067	-0.11	-0.08
CNB04880	0.964	0.785	0.817	NA	0.96	0.71	0.796	NA	-0.179	NA	-0.25	NA
CNB04890	0.785	0.862	0.757	NA	0.76	0.849	0.742	NA	0.078	NA	0.089	NA
CNB04895	0.975	0.821	0.966	0.872	0.92	0.773	0.923	0.827	-0.154	-0.103	-0.147	-0.093
CNB04900	1	0.699	0.917	NA	0.957	0.59	0.878	NA	-0.301	NA	-0.367	NA
CNB04905	0.964	0.975	0.897	0.817	0.971	0.913	0.887	0.79	0.011	-0.147	-0.059	-0.181
CNB04910	0.816	0.975	0.86	NA	0.804	0.897	0.798	NA	0.159	NA	0.093	NA
CNB04920	0.803	0.86	0.82	0.808	0.792	0.774	0.712	0.745	0.058	0.005	-0.018	-0.047
CNB04930	0.977	0.865	NA	NA	0.967	0.82	NA	NA	-0.112	NA	-0.147	NA
CNB04940	0.888	0.922	0.802	NA	0.854	0.863	0.815	NA	0.034	NA	0.009	NA
CNB04950	0.886	0.895	0.784	0.952	0.829	0.86	0.768	0.902	0.009	0.066	0.031	0.073
CNB04960	0.964	0.915	0.861	NA	0.915	0.844	0.814	NA	-0.049	NA	-0.071	NA
CNB04980	0.872	0.782	0.839	NA	0.821	0.767	0.83	NA	-0.09	NA	-0.054	NA
CNB04990	0.793	0.975	0.795	0.859	0.743	0.94	0.721	0.815	0.182	0.067	0.197	0.072
CNB05000	0.819	0.715	0.758	NA	0.784	0.673	0.753	NA	-0.104	NA	-0.111	NA
CNB05010	0.779	0.845	0.914	0.915	0.734	0.803	0.858	0.892	0.065	0.135	0.069	0.158
CNB05030	0.977	0.743	0.862	0.823	0.918	0.656	0.805	0.796	-0.234	-0.154	-0.262	-0.122
CNB05040	0.886	0.828	0.922	NA	0.87	0.804	0.875	NA	-0.058	NA	-0.066	NA
CNB05050	0.813	0.837	0.812	NA	0.821	0.73	0.818	NA	0.024	NA	-0.091	NA
CNB05060	0.975	0.865	0.911	0.86	0.9	0.858	0.877	0.778	-0.11	-0.115	-0.042	-0.122
CNB05080	0.883	0.859	0.837	0.743	0.868	0.846	0.812	0.689	-0.023	-0.139	-0.022	-0.18
CNB05090	0.945	0.759	0.841	0.899	0.873	0.746	0.799	0.878	-0.187	-0.046	-0.127	0.005
CNB05100	0.904	0.781	0.964	0.92	0.845	0.777	0.882	0.858	-0.123	0.016	-0.067	0.013
CNB05110	0.845	0.751	0.884	NA	0.827	0.759	0.811	NA	-0.094	NA	-0.069	NA
CNB05120	0.854	0.897	0.828	0.738	0.817	0.87	0.786	0.749	0.043	-0.116	0.053	-0.068
CNB05130	0.922	0.759	0.727	0.82	0.774	0.798	0.74	0.755	-0.163	-0.102	0.024	-0.019
CNB05140	0.876	0.86	0.847	NA	0.843	0.835	0.743	NA	-0.016	NA	-0.008	NA
CNB05150	0.92	0.888	0.94	NA	0.825	0.87	0.927	NA	-0.032	NA	0.045	NA
CNB05160	0.977	0.787	0.681	NA	0.958	0.794	0.573	NA	-0.19	NA	-0.164	NA
CNB05180	0.816	0.888	0.736	0.874	0.83	0.911	0.736	0.745	0.073	0.058	0.081	-0.085
CNB05190	0.989	0.883	0.899	NA	0.968	0.873	0.838	NA	-0.106	NA	-0.095	NA
CNB05200	0.94	0.736	0.872	NA	0.889	0.727	0.815	NA	-0.204	NA	-0.162	NA
CNB05220	0.917	0.81	0.826	NA	0.904	0.841	0.799	NA	-0.107	NA	-0.063	NA
CNB05230	0.805	0.794	0.827	NA	0.769	0.764	0.755	NA	-0.011	NA	-0.006	NA
CNB05240	0.821	0.929	0.794	NA	0.793	0.835	0.743	NA	0.108	NA	0.042	NA
CNB05250	0.917	0.799	0.709	NA	0.894	0.786	0.725	NA	-0.118	NA	-0.109	NA
CNB05260	0.899	0.826	0.897	0.81	0.875	0.697	0.784	0.777	-0.074	-0.089	-0.178	-0.098
CNB05270	0.835	0.977	0.865	NA	0.81	0.944	0.82	NA	0.142	NA	0.134	NA
CNB05280	0.989	0.756	0.914	NA	0.981	0.696	0.839	NA	-0.233	NA	-0.285	NA
CNB05290	1	0.964	0.787	NA	0.922	0.881	0.771	NA	-0.036	NA	-0.041	NA
CNB05310	0.794	0.865	0.809	NA	0.697	0.801	0.718	NA	0.071	NA	0.104	NA
CNB05320	0.952	0.865	0.925	NA	0.875	0.8	0.829	NA	-0.087	NA	-0.076	NA
CNB05330	0.776	0.763	0.899	NA	0.765	0.736	0.896	NA	-0.013	NA	-0.029	NA
CNB05340	1	0.862	0.706	NA	0.944	0.826	0.673	NA	-0.138	NA	-0.118	NA
CNB05350	0.872	0.917	0.87	NA	0.836	0.837	0.819	NA	0.046	NA	0.002	NA
CNB05360	0.966	0.816	0.865	NA	0.948	0.791	0.773	NA	-0.151	NA	-0.157	NA
CNB05370	0.966	0.917	0.759	0.842	0.9	0.857	0.728	0.79	-0.049	-0.124	-0.043	-0.11
CNB05380	0.758	0.977	0.828	NA	0.739	0.881	0.808	NA	0.219	NA	0.142	NA
CNB05390	0.952	0.922	0.805	0.786	0.902	0.886	0.739	0.751	-0.03	-0.166	-0.017	-0.151
CNB05400	1	0.742	0.792	NA	0.922	0.781	0.71	NA	-0.258	NA	-0.14	NA
CNB05410	0.86	0.964	0.888	NA	0.84	0.93	0.817	NA	0.104	NA	0.09	NA
CNB05430	0.835	0.854	0.805	NA	0.794	0.789	0.779	NA	0.019	NA	-0.004	NA
CNB05440	0.784	0.77	0.81	0.767	0.693	0.754	0.781	0.781	-0.014	-0.017	0.061	0.088
CNB05450	0.964	0.819	0.865	0.917	0.916	0.817	0.88	0.88	-0.145	-0.047	-0.098	-0.035
CNB05460	0.899	0.861	0.777	NA	0.896	0.797	0.751	NA	-0.038	NA	-0.098	NA
CNB05480	0.895	0.975	0.906	NA	0.887	0.909	0.818	NA	0.08	NA	0.022	NA
CNB05490	0.839	0.86	0.81	NA	0.764	0.787	0.728	NA	0.021	NA	0.023	NA
CNB05500	0.753	0.86	0.724	NA	0.747	0.847	0.736	NA	0.107	NA	0.101	NA
CNB05505	0.989	0.839	0.794	NA	0.96	0.859	0.742	NA	-0.15	NA	-0.101	NA
CNB05510	0.899	NA	NA	NA	0.904	NA	NA	NA	NA	NA	NA	NA
CNB05520	0.977	0.781	0.701	NA	0.888	0.734	0.669	NA	-0.196	NA	-0.154	NA
CNB05530	0.813	0.79	0.784	0.784	0.756	0.768	0.761	0.764	-0.023	-0.029	0.012	0.008
CNB05540	0.964	0.828	0.753	NA	0.868	0.771	0.687	NA	-0.135	NA	-0.096	NA
CNB05550	0.932	0.759	0.785	NA	0.903	0.769	0.71	NA	-0.172	NA	-0.134	NA
CNB05560	0.836	0.989	0.733	NA	0.801	0.927	0.701	NA	0.153	NA	0.127	NA
CNB05570	0.941	0.787	0.862	0.776	0.869	0.82	0.833	0.725	-0.154	-0.165	-0.049	-0.143
CNB05580	0.975	0.941	0.94	NA	0.951	0.905	0.883	NA	-0.034	NA	-0.047	NA
CNB05583	0.942	0.751	0.779	NA	0.927	0.745	0.779	NA	-0.192	NA	-0.181	NA
CNB05585	0.842	0.922	0.802	NA	0.807	0.864	0.734	NA	0.08	NA	0.057	NA
CNB05600	0.929	0.872	0.876	NA	0.877	0.835	0.881	NA	-0.058	NA	-0.042	NA
CNB05610	0.94	0.761	0.776	NA	0.917	0.737	0.76	NA	-0.179	NA	-0.179	NA
CNB05620	0.872	0.899	0.964	NA	0.81	0.876	0.922	NA	0.027	NA	0.066	NA
CNB05630	0.952	0.842	0.854	NA	0.941	0.847	0.803	NA	-0.11	NA	-0.094	NA
CNB05640	0.793	0.964	0.828	NA	0.733	0.911	0.806	NA	0.171	NA	0.177	NA
CNB05650	0.851	0.827	0.836	NA	0.772	0.768	0.778	NA	-0.024	NA	-0.004	NA
CNB05660	0.839	0.906	0.745	0.906	0.784	0.838	0.755	0.891	0.067	0.067	0.054	0.107
CNB05670	0.706	0.759	0.761	0.802	0.678	0.731	0.793	0.771	0.054	0.096	0.053	0.092
CNB05673	0.839	0.922	0.899	NA	0.815	0.842	0.829	NA	0.083	NA	0.027	NA
CNB05675	0.787	0.897	0.701	NA	0.685	0.785	0.68	NA	0.11	NA	0.1	NA
CNB05680	0.743	0.886	0.782	NA	0.679	0.882	0.699	NA	0.143	NA	0.203	NA
CNB05690	0.977	0.827	0.767	NA	0.897	0.831	0.752	NA	-0.15	NA	-0.066	NA
CNB05700	0.964	0.752	0.749	NA	0.912	0.739	0.715	NA	-0.211	NA	-0.172	NA
CNB05710	0.897	0.862	0.914	0.966	0.876	0.845	0.826	0.907	-0.035	0.069	-0.03	0.031
CNB05720	0.904	0.681	0.787	NA	0.814	0.601	0.684	NA	-0.222	NA	-0.213	NA
CNB05730	0.835	0.828	0.781	0.812	0.868	0.822	0.813	0.722	-0.006	-0.023	-0.046	-0.146
CNB05740	0.867	0.861	0.945	0.782	0.872	0.85	0.85	0.771	-0.006	-0.085	-0.022	-0.1
CNB05750	0.904	0.787	0.758	0.888	0.894	0.804	0.707	0.874	-0.117	-0.016	-0.09	-0.02
CNB05760	0.964	0.977	0.812	0.756	0.941	0.874	0.761	0.751	0.013	-0.208	-0.068	-0.191
CNB05770	0.803	0.811	0.733	0.925	0.783	0.73	0.648	0.784	0.008	0.122	-0.053	0.001
CNB05780	0.906	0.683	0.701	0.707	0.838	0.692	0.702	0.669	-0.223	-0.199	-0.146	-0.169
CNB05785	0.815	0.863	0.859	0.776	0.774	0.8	0.85	0.787	0.047	-0.039	0.026	0.013
CNC00010	0.782	0.87	0.776	0.759	0.707	0.803	0.78	0.736	0.088	-0.024	0.096	0.028
CNC00020	0.989	0.743	0.897	0.795	0.932	0.773	0.781	0.806	-0.246	-0.194	-0.159	-0.126
CNC00030	0.815	0.83	0.917	0.825	0.771	0.762	0.812	0.769	0.015	0.009	-0.009	-0.002
CNC00040	0.767	0.836	0.822	NA	0.751	0.781	0.812	NA	0.069	NA	0.03	NA
