# scores_kozak_H99.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype A H99
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: H99 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Jan 2019
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNAG_01729	0.945	0.935	0.878	0.88	0.894	0.826	0.819	0.835	-0.01	-0.065	-0.068	-0.059
CNAG_01730	0.938	0.85	0.822	NA	0.898	0.781	0.77	NA	-0.088	NA	-0.117	NA
CNAG_01731	0.922	0.902	0.738	0.878	0.867	0.812	0.721	0.841	-0.02	-0.044	-0.055	-0.026
CNAG_01732	0.966	0.904	0.873	NA	0.925	0.831	0.801	NA	-0.062	NA	-0.094	NA
CNAG_01733	0.895	0.747	0.73	NA	0.859	0.736	0.688	NA	-0.148	NA	-0.123	NA
CNAG_01734	0.945	0.861	0.818	NA	0.872	0.871	0.802	NA	-0.084	NA	-0.001	NA
CNAG_01735	0.938	0.811	0.819	0.868	0.875	0.73	0.759	0.861	-0.128	-0.07	-0.144	-0.014
CNAG_01736	0.968	0.978	0.874	NA	0.912	0.969	0.8	NA	0.01	NA	0.057	NA
CNAG_01737	0.975	0.772	0.785	NA	0.945	0.724	0.762	NA	-0.203	NA	-0.221	NA
CNAG_01738	0.823	0.849	0.811	NA	0.822	0.839	0.774	NA	0.026	NA	0.017	NA
CNAG_01739	0.895	0.721	0.822	NA	0.87	0.711	0.759	NA	-0.174	NA	-0.159	NA
CNAG_01740	0.92	0.789	0.865	NA	0.911	0.786	0.846	NA	-0.131	NA	-0.125	NA
CNAG_01741	0.847	0.861	0.846	NA	0.845	0.786	0.791	NA	0.013	NA	-0.059	NA
CNAG_01742	0.916	0.721	0.811	0.825	0.897	0.718	0.79	0.806	-0.195	-0.091	-0.179	-0.091
CNAG_01743	0.916	NA	NA	0.89	0.874	NA	NA	0.841	NA	-0.026	NA	-0.034
CNAG_01744	1	0.966	0.849	0.691	0.988	0.906	0.835	0.685	-0.034	-0.309	-0.083	-0.303
CNAG_01745	0.911	0.836	0.818	0.792	0.871	0.767	0.759	0.788	-0.075	-0.119	-0.103	-0.083
CNAG_01746	0.904	0.836	0.73	0.765	0.876	0.786	0.663	0.748	-0.068	-0.139	-0.09	-0.129
CNAG_01749	0.902	0.762	0.819	NA	0.893	0.699	0.795	NA	-0.14	NA	-0.194	NA
CNAG_01750	0.975	0.762	0.838	NA	0.911	0.761	0.775	NA	-0.213	NA	-0.15	NA
CNAG_01751	0.902	NA	NA	0.906	0.881	NA	NA	0.894	NA	0.004	NA	0.014
CNAG_01752	0.803	0.743	0.975	NA	0.773	0.74	0.874	NA	-0.059	NA	-0.033	NA
CNAG_01753	0.966	0.953	0.883	0.763	0.909	0.898	0.855	0.793	-0.013	-0.203	-0.011	-0.116
CNAG_01754	0.816	0.906	0.844	NA	0.812	0.812	0.796	NA	0.09	NA	-0	NA
CNAG_01755	0.874	0.849	0.776	NA	0.866	0.843	0.746	NA	-0.025	NA	-0.023	NA
CNAG_01756	0.823	0.858	0.845	NA	0.845	0.808	0.786	NA	0.035	NA	-0.037	NA
CNAG_01758	0.92	0.966	0.788	0.794	0.892	0.926	0.761	0.816	0.046	-0.126	0.034	-0.076
CNAG_01759	0.904	0.871	0.801	0.847	0.839	0.847	0.767	0.819	-0.033	-0.057	0.008	-0.019
CNAG_01760	0.789	0.867	0.799	0.699	0.799	0.864	0.798	0.682	0.079	-0.089	0.065	-0.117
CNAG_01761	0.99	0.75	1	NA	0.951	0.774	0.935	NA	-0.241	NA	-0.177	NA
CNAG_01763	0.857	0.809	0.759	0.809	0.862	0.818	0.708	0.77	-0.048	-0.048	-0.044	-0.093
CNAG_01764	0.92	0.784	0.883	NA	0.856	0.789	0.78	NA	-0.136	NA	-0.067	NA
CNAG_01765	0.786	0.902	0.75	0.72	0.703	0.876	0.756	0.661	0.117	-0.066	0.173	-0.043
CNAG_01768	0.916	0.725	0.752	0.801	0.88	0.687	0.731	0.762	-0.191	-0.114	-0.193	-0.118
CNAG_01769	0.99	0.821	0.912	NA	0.927	0.741	0.835	NA	-0.169	NA	-0.186	NA
CNAG_01770	0.881	0.819	0.659	NA	0.871	0.762	0.635	NA	-0.062	NA	-0.109	NA
CNAG_01771	0.871	0.786	0.814	NA	0.835	0.734	0.78	NA	-0.085	NA	-0.101	NA
CNAG_01772	0.897	0.907	0.758	NA	0.884	0.869	0.726	NA	0.01	NA	-0.015	NA
CNAG_01773	0.873	0.845	0.724	NA	0.811	0.796	0.711	NA	-0.028	NA	-0.015	NA
CNAG_01776	1	0.763	0.831	NA	0.909	0.749	0.758	NA	-0.237	NA	-0.161	NA
CNAG_01777	0.912	0.891	0.776	NA	0.884	0.837	0.762	NA	-0.021	NA	-0.047	NA
CNAG_01778	0.882	0.849	0.906	0.728	0.879	0.777	0.83	0.727	-0.033	-0.154	-0.102	-0.152
CNAG_01779	0.898	0.893	0.753	0.784	0.85	0.878	0.748	0.74	-0.005	-0.113	0.029	-0.11
CNAG_01780	0.902	0.757	0.874	NA	0.877	0.756	0.785	NA	-0.146	NA	-0.121	NA
CNAG_01781	0.812	0.826	0.659	0.795	0.78	0.738	0.621	0.793	0.014	-0.017	-0.041	0.014
CNAG_01787	0.784	0.841	0.861	0.774	0.699	0.808	0.814	0.788	0.056	-0.011	0.109	0.09
CNAG_01788	0.834	0.763	0.733	0.757	0.833	0.729	0.717	0.756	-0.071	-0.077	-0.103	-0.077
CNAG_01789	0.819	0.871	0.779	NA	0.794	0.854	0.802	NA	0.053	NA	0.06	NA
CNAG_01790	0.841	0.953	0.763	0.697	0.817	0.873	0.684	0.702	0.112	-0.144	0.055	-0.115
CNAG_01791	0.966	0.809	0.757	NA	0.941	0.759	0.759	NA	-0.157	NA	-0.182	NA
CNAG_01792	0.857	0.757	0.857	0.89	0.858	0.656	0.841	0.833	-0.1	0.033	-0.202	-0.025
CNAG_01793	0.737	0.686	0.675	0.841	0.723	0.644	0.59	0.76	-0.051	0.104	-0.08	0.037
CNAG_01794	0.841	0.776	0.99	0.762	0.855	0.726	0.955	0.771	-0.065	-0.079	-0.129	-0.085
CNAG_01795	0.825	0.814	0.783	NA	0.799	0.769	0.769	NA	-0.011	NA	-0.031	NA
CNAG_01796	0.968	0.916	0.906	0.728	0.954	0.846	0.878	0.675	-0.052	-0.24	-0.108	-0.278
CNAG_01797	0.945	0.811	0.715	0.753	0.879	0.772	0.706	0.756	-0.134	-0.192	-0.107	-0.123
CNAG_01798	0.966	0.88	0.845	NA	0.905	0.87	0.8	NA	-0.086	NA	-0.035	NA
CNAG_01799	0.944	0.752	0.849	NA	0.926	0.751	0.708	NA	-0.192	NA	-0.174	NA
CNAG_01800	0.966	0.811	0.807	NA	0.932	0.807	0.74	NA	-0.155	NA	-0.125	NA
CNAG_01801	0.797	0.75	0.944	NA	0.728	0.733	0.889	NA	-0.047	NA	0.005	NA
CNAG_01802	0.966	0.868	0.812	0.813	0.911	0.775	0.784	0.789	-0.098	-0.153	-0.136	-0.122
CNAG_01803	0.856	0.845	NA	0.758	0.84	0.778	NA	0.775	-0.011	-0.098	-0.062	-0.064
CNAG_01806	0.911	0.838	0.77	0.847	0.867	0.816	0.755	0.818	-0.073	-0.064	-0.051	-0.049
CNAG_01807	0.84	0.814	0.809	NA	0.849	0.754	0.747	NA	-0.025	NA	-0.095	NA
CNAG_01808	0.871	0.841	0.906	NA	0.829	0.757	0.872	NA	-0.03	NA	-0.072	NA
CNAG_01809	0.895	0.75	0.893	NA	0.836	0.74	0.811	NA	-0.145	NA	-0.096	NA
CNAG_01810	0.831	0.783	0.819	NA	0.83	0.746	0.755	NA	-0.048	NA	-0.084	NA
CNAG_01811	0.944	0.809	0.788	0.757	0.904	0.788	0.773	0.74	-0.135	-0.187	-0.116	-0.164
CNAG_01812	0.858	0.966	0.929	NA	0.855	0.879	0.881	NA	0.108	NA	0.023	NA
CNAG_01813	0.935	0.811	0.765	NA	0.873	0.801	0.787	NA	-0.125	NA	-0.072	NA
CNAG_01814	0.922	0.688	0.845	NA	0.839	0.644	0.794	NA	-0.234	NA	-0.194	NA
CNAG_01815	0.975	0.883	0.828	NA	0.927	0.844	0.842	NA	-0.092	NA	-0.083	NA
CNAG_01816	0.945	0.953	0.765	NA	0.902	0.905	0.747	NA	0.008	NA	0.003	NA
CNAG_01817	0.922	0.825	0.774	0.691	0.9	0.8	0.687	0.712	-0.098	-0.231	-0.1	-0.188
CNAG_01818	0.898	0.844	0.789	NA	0.873	0.764	0.795	NA	-0.054	NA	-0.108	NA
CNAG_01819	0.966	0.636	0.728	NA	0.908	0.587	0.685	NA	-0.33	NA	-0.321	NA
CNAG_01820	0.883	0.966	0.838	0.851	0.872	0.884	0.864	0.811	0.083	-0.032	0.011	-0.061
CNAG_01821	0.945	0.809	0.783	0.79	0.877	0.749	0.734	0.766	-0.135	-0.155	-0.129	-0.111
CNAG_01822	0.968	0.8	0.723	NA	0.964	0.819	0.665	NA	-0.168	NA	-0.145	NA
CNAG_01823	0.898	0.785	0.854	0.88	0.905	0.761	0.784	0.856	-0.112	-0.018	-0.144	-0.049
CNAG_01824	0.89	0.882	0.835	NA	0.807	0.839	0.791	NA	-0.008	NA	0.032	NA
CNAG_01825	0.816	0.812	0.715	0.77	0.822	0.786	0.736	0.704	-0.004	-0.046	-0.036	-0.119
CNAG_01826	0.935	0.817	0.688	NA	0.854	0.807	0.718	NA	-0.118	NA	-0.046	NA
CNAG_01827	0.878	0.966	0.721	0.725	0.852	0.914	0.741	0.738	0.088	-0.153	0.062	-0.114
CNAG_01828	0.891	0.844	0.633	0.851	0.845	0.809	0.611	0.818	-0.048	-0.04	-0.036	-0.026
CNAG_01832	0.902	0.978	0.861	NA	0.824	0.895	0.861	NA	0.075	NA	0.07	NA
CNAG_01833	1	0.757	0.845	NA	0.955	0.699	0.843	NA	-0.243	NA	-0.257	NA
CNAG_01834	0.975	0.678	0.907	NA	0.93	0.663	0.859	NA	-0.298	NA	-0.267	NA
CNAG_01835	0.783	0.944	0.757	0.747	0.748	0.869	0.74	0.776	0.161	-0.035	0.121	0.029
CNAG_01837	0.911	0.789	0.821	NA	0.85	0.789	0.751	NA	-0.122	NA	-0.061	NA
CNAG_01839	0.938	0.794	0.783	0.809	0.933	0.748	0.76	0.665	-0.145	-0.129	-0.186	-0.268
CNAG_01840	0.916	0.75	0.792	NA	0.907	0.746	0.697	NA	-0.166	NA	-0.161	NA
CNAG_01841	0.92	0.88	0.906	0.759	0.903	0.881	0.872	0.728	-0.04	-0.161	-0.022	-0.175
CNAG_01842	0.895	0.902	0.797	NA	0.874	0.83	0.783	NA	0.008	NA	-0.044	NA
CNAG_01843	1	0.785	0.785	NA	0.969	0.723	0.728	NA	-0.215	NA	-0.247	NA
CNAG_01844	0.847	0.945	0.809	NA	0.855	0.911	0.826	NA	0.097	NA	0.056	NA
CNAG_01845	0.966	0.841	0.902	NA	0.912	0.742	0.815	NA	-0.125	NA	-0.17	NA
CNAG_01846	0.792	0.776	0.809	NA	0.693	0.782	0.749	NA	-0.016	NA	0.089	NA
CNAG_01847	0.85	0.733	0.82	0.72	0.823	0.709	0.74	0.693	-0.117	-0.131	-0.114	-0.13
CNAG_01848	0.819	0.704	0.935	NA	0.753	0.631	0.858	NA	-0.115	NA	-0.122	NA
CNAG_01849	0.688	0.721	0.801	0.763	0.705	0.672	0.788	0.802	0.033	0.075	-0.032	0.097
CNAG_01850	0.895	0.834	0.757	NA	0.821	0.822	0.737	NA	-0.061	NA	0	NA
CNAG_01851	0.828	0.659	0.765	0.819	0.814	0.662	0.683	0.787	-0.169	-0.009	-0.152	-0.027
CNAG_01852	0.975	0.794	0.753	NA	0.951	0.752	0.749	NA	-0.182	NA	-0.2	NA
CNAG_01853	0.911	0.82	0.89	NA	0.841	0.77	0.887	NA	-0.091	NA	-0.071	NA
CNAG_01854	0.904	0.834	0.772	NA	0.8	0.778	0.659	NA	-0.07	NA	-0.022	NA
CNAG_01855	0.895	0.897	0.878	0.697	0.819	0.853	0.817	0.66	0.002	-0.198	0.034	-0.159
CNAG_01856	0.779	0.873	0.878	NA	0.769	0.793	0.844	NA	0.094	NA	0.024	NA
CNAG_01857	0.854	0.79	0.846	0.747	0.822	0.735	0.791	0.682	-0.065	-0.107	-0.087	-0.14
CNAG_01858	0.757	0.878	0.738	0.786	0.727	0.859	0.676	0.729	0.121	0.029	0.132	0.002
CNAG_01859	0.73	0.783	0.809	NA	0.672	0.756	0.758	NA	0.052	NA	0.084	NA
CNAG_01860	0.822	0.812	0.75	0.818	0.806	0.756	0.727	0.828	-0.011	-0.004	-0.05	0.023
CNAG_01861	0.882	0.75	0.861	0.813	0.83	0.728	0.788	0.795	-0.132	-0.069	-0.102	-0.035
CNAG_01862	0.99	0.822	0.776	0.78	0.975	0.735	0.71	0.658	-0.168	-0.21	-0.24	-0.317
CNAG_01863	0.89	0.867	0.953	NA	0.894	0.82	0.895	NA	-0.022	NA	-0.074	NA
CNAG_01864	0.975	0.723	0.819	0.665	0.921	0.705	0.778	0.664	-0.253	-0.311	-0.216	-0.258
CNAG_01865	0.792	0.968	0.906	0.826	0.786	0.921	0.826	0.741	0.176	0.034	0.136	-0.044
CNAG_01866	0.911	0.789	0.741	0.788	0.886	0.761	0.718	0.735	-0.122	-0.123	-0.125	-0.151
CNAG_01867	0.849	0.92	0.836	NA	0.854	0.89	0.835	NA	0.071	NA	0.036	NA
CNAG_01868	0.847	0.816	0.828	0.904	0.796	0.74	0.715	0.856	-0.031	0.057	-0.056	0.06
CNAG_01869	0.841	0.878	0.675	NA	0.817	0.805	0.675	NA	0.037	NA	-0.012	NA
CNAG_01870	0.919	0.818	0.873	0.75	0.873	0.821	0.776	0.728	-0.101	-0.169	-0.052	-0.145
CNAG_01871	0.882	0.916	0.897	NA	0.865	0.848	0.856	NA	0.034	NA	-0.017	NA
CNAG_01872	0.975	0.847	0.849	0.75	0.922	0.806	0.805	0.757	-0.128	-0.226	-0.116	-0.165
CNAG_01873	0.92	0.898	0.898	NA	0.895	0.853	0.841	NA	-0.022	NA	-0.042	NA
CNAG_01874	0.902	0.662	0.662	NA	0.863	0.683	0.632	NA	-0.241	NA	-0.181	NA
CNAG_01875	0.845	0.809	0.85	NA	0.765	0.754	0.787	NA	-0.036	NA	-0.011	NA
CNAG_01876	0.819	0.881	0.788	0.821	0.771	0.874	0.699	0.832	0.062	0.003	0.103	0.061
CNAG_01877	1	0.845	0.812	NA	0.969	0.819	0.741	NA	-0.155	NA	-0.151	NA
CNAG_01878	0.919	0.893	0.757	NA	0.905	0.86	0.739	NA	-0.026	NA	-0.045	NA
CNAG_01879	0.73	0.895	0.741	NA	0.729	0.845	0.699	NA	0.165	NA	0.116	NA
CNAG_01880	0.865	0.686	0.812	NA	0.866	0.658	0.721	NA	-0.179	NA	-0.208	NA
CNAG_01881	1	0.845	0.75	NA	0.918	0.828	0.745	NA	-0.155	NA	-0.089	NA
CNAG_01882	0.827	0.785	0.753	NA	0.852	0.766	0.75	NA	-0.041	NA	-0.086	NA
CNAG_01883	0.847	0.883	0.73	0.822	0.817	0.767	0.691	0.775	0.035	-0.025	-0.049	-0.042
CNAG_01884	0.953	0.747	0.849	NA	0.888	0.699	0.837	NA	-0.206	NA	-0.189	NA
CNAG_01885	0.978	0.916	0.785	0.688	0.941	0.828	0.668	0.628	-0.062	-0.289	-0.113	-0.313
CNAG_01886	0.873	0.785	0.783	0.746	0.876	0.761	0.677	0.675	-0.087	-0.126	-0.116	-0.202
CNAG_01889	0.857	0.968	0.662	0.856	0.847	0.958	0.727	0.807	0.112	-0.001	0.11	-0.041
CNAG_01890	1	0.84	0.835	NA	0.997	0.782	0.775	NA	-0.16	NA	-0.215	NA
CNAG_01891	0.861	0.874	0.845	0.662	0.817	0.838	0.811	0.699	0.013	-0.199	0.021	-0.117
CNAG_01892	0.896	0.783	0.99	NA	0.833	0.758	0.909	NA	-0.113	NA	-0.075	NA
CNAG_01893	0.868	0.99	0.805	NA	0.877	0.866	0.806	NA	0.122	NA	-0.011	NA
CNAG_01894	0.953	0.819	0.882	NA	0.937	0.733	0.866	NA	-0.135	NA	-0.205	NA
CNAG_01895	0.907	0.827	0.765	NA	0.901	0.73	0.754	NA	-0.08	NA	-0.17	NA
CNAG_01896	1	0.906	0.849	NA	0.974	0.835	0.805	NA	-0.094	NA	-0.14	NA
CNAG_01897	0.792	0.821	0.902	NA	0.711	0.785	0.832	NA	0.029	NA	0.074	NA
CNAG_01898	0.99	0.759	0.752	NA	0.978	0.779	0.776	NA	-0.231	NA	-0.199	NA
CNAG_01899	0.857	0.893	0.898	0.78	0.805	0.865	0.847	0.718	0.036	-0.076	0.06	-0.087
CNAG_01900	0.854	0.834	0.895	NA	0.808	0.78	0.803	NA	-0.02	NA	-0.028	NA
CNAG_01902	0.916	0.761	0.904	0.707	0.86	0.716	0.879	0.676	-0.155	-0.209	-0.144	-0.184
CNAG_01903	0.827	0.816	0.835	NA	0.793	0.769	0.822	NA	-0.011	NA	-0.024	NA
CNAG_01904	0.785	0.818	0.823	NA	0.787	0.761	0.811	NA	0.034	NA	-0.025	NA
CNAG_01905	0.975	0.765	0.699	0.864	0.879	0.692	0.697	0.799	-0.211	-0.111	-0.187	-0.08
CNAG_01906	0.811	0.844	0.812	0.881	0.768	0.796	0.805	0.864	0.033	0.07	0.028	0.096
CNAG_01907	0.792	0.794	0.85	NA	0.782	0.771	0.79	NA	0.002	NA	-0.012	NA
CNAG_01908	0.966	0.878	0.721	0.812	0.914	0.859	0.628	0.75	-0.088	-0.154	-0.055	-0.164
CNAG_01909	0.922	0.916	0.783	0.688	0.857	0.907	0.749	0.701	-0.006	-0.234	0.05	-0.156
CNAG_01910	0.92	0.841	0.895	NA	0.9	0.828	0.891	NA	-0.079	NA	-0.072	NA
CNAG_01911	0.99	0.845	0.783	NA	0.926	0.799	0.73	NA	-0.145	NA	-0.127	NA
CNAG_01912	0.88	0.906	0.911	0.856	0.85	0.891	0.817	0.796	0.026	-0.025	0.041	-0.054
CNAG_01913	0.92	0.691	0.688	0.828	0.892	0.669	0.724	0.833	-0.229	-0.093	-0.223	-0.059
CNAG_01914	0.823	0.747	0.868	0.776	0.816	0.697	0.814	0.774	-0.076	-0.046	-0.119	-0.041
CNAG_01915	0.99	0.854	0.873	NA	0.939	0.812	0.815	NA	-0.136	NA	-0.127	NA
CNAG_01916	0.966	0.854	0.799	NA	0.936	0.786	0.727	NA	-0.112	NA	-0.15	NA
CNAG_01917	0.902	0.893	0.789	0.792	0.878	0.815	0.808	0.765	-0.009	-0.11	-0.063	-0.113
CNAG_01918	0.765	0.929	0.895	NA	0.775	0.898	0.888	NA	0.164	NA	0.123	NA
CNAG_01919	0.873	0.741	0.88	NA	0.877	0.734	0.808	NA	-0.131	NA	-0.143	NA
CNAG_01920	0.966	0.906	0.854	0.812	0.945	0.916	0.806	0.681	-0.059	-0.154	-0.028	-0.264
CNAG_01921	0.845	0.929	0.881	NA	0.814	0.846	0.83	NA	0.084	NA	0.031	NA
CNAG_01922	0.966	0.797	0.945	0.871	0.939	0.811	0.945	0.828	-0.169	-0.095	-0.128	-0.111
CNAG_01923	0.935	0.779	0.819	NA	0.925	0.807	0.776	NA	-0.156	NA	-0.118	NA
CNAG_01924	0.895	0.783	0.854	NA	0.91	0.746	0.85	NA	-0.112	NA	-0.164	NA
CNAG_01925	0.857	0.783	0.966	NA	0.872	0.659	0.962	NA	-0.073	NA	-0.213	NA
CNAG_01926	0.902	0.847	0.805	NA	0.852	0.824	0.713	NA	-0.055	NA	-0.028	NA
CNAG_01927	0.818	0.929	0.902	0.728	0.809	0.87	0.841	0.699	0.111	-0.09	0.061	-0.111
CNAG_01928	0.938	0.763	0.701	NA	0.894	0.705	0.686	NA	-0.175	NA	-0.189	NA
CNAG_01929	0.857	0.82	0.883	0.88	0.831	0.722	0.789	0.867	-0.036	0.024	-0.109	0.036
CNAG_01930	0.929	0.77	1	0.767	0.833	0.791	0.882	0.753	-0.159	-0.161	-0.043	-0.08
CNAG_01931	0.807	0.893	0.85	0.882	0.792	0.884	0.83	0.816	0.086	0.075	0.092	0.024
CNAG_01933	0.857	0.721	0.92	NA	0.788	0.72	0.871	NA	-0.135	NA	-0.068	NA
CNAG_01934	0.938	0.821	0.861	0.922	0.873	0.795	0.792	0.9	-0.117	-0.016	-0.077	0.027
CNAG_01936	0.938	0.897	0.868	0.78	0.91	0.838	0.792	0.716	-0.041	-0.158	-0.071	-0.193
CNAG_01937	0.904	0.905	0.904	0.857	0.903	0.838	0.899	0.806	0.001	-0.048	-0.065	-0.097
CNAG_01938	0.861	0.795	0.856	0.803	0.834	0.782	0.799	0.687	-0.066	-0.058	-0.052	-0.146
CNAG_01939	0.849	0.902	0.944	0.721	0.82	0.862	0.865	0.752	0.054	-0.128	0.042	-0.068
CNAG_01940	0.785	0.707	0.898	0.857	0.707	0.701	0.81	0.832	-0.078	0.072	-0.005	0.125
CNAG_01941	0.929	0.785	0.873	0.858	0.845	0.721	0.818	0.829	-0.143	-0.071	-0.124	-0.016
CNAG_01942	0.99	0.763	0.701	NA	0.984	0.768	0.694	NA	-0.227	NA	-0.216	NA
CNAG_01943	0.811	0.896	0.812	NA	0.804	0.802	0.779	NA	0.085	NA	-0.002	NA
CNAG_01944	0.8	0.916	0.871	0.89	0.795	0.865	0.857	0.842	0.116	0.089	0.07	0.047
CNAG_01946	0.89	0.883	0.801	NA	0.846	0.826	0.762	NA	-0.007	NA	-0.021	NA
CNAG_01947	0.953	0.846	0.809	0.975	0.916	0.802	0.777	0.918	-0.107	0.022	-0.115	0.002
CNAG_01948	0.945	0.902	0.922	0.821	0.827	0.854	0.789	0.765	-0.042	-0.123	0.028	-0.062
CNAG_01949	0.864	0.874	0.916	NA	0.879	0.801	0.879	NA	0.009	NA	-0.077	NA
CNAG_01950	0.945	0.85	0.916	NA	0.922	0.856	0.864	NA	-0.095	NA	-0.067	NA
CNAG_01951	0.938	0.794	0.865	NA	0.888	0.777	0.779	NA	-0.144	NA	-0.112	NA
CNAG_01952	0.819	0.938	0.78	0.871	0.75	0.849	0.742	0.844	0.12	0.052	0.099	0.093
CNAG_01953	0.944	0.85	0.906	0.865	0.874	0.764	0.851	0.796	-0.093	-0.079	-0.11	-0.078
CNAG_01954	0.966	0.691	0.758	NA	0.887	0.64	0.719	NA	-0.275	NA	-0.247	NA
CNAG_01955	0.99	0.715	0.854	NA	0.988	0.689	0.754	NA	-0.276	NA	-0.299	NA
CNAG_01956	0.953	0.891	0.776	NA	0.885	0.869	0.638	NA	-0.062	NA	-0.017	NA
CNAG_01957	0.938	0.805	0.966	NA	0.881	0.778	0.906	NA	-0.134	NA	-0.104	NA
CNAG_01958	0.99	1	0.812	NA	0.933	0.884	0.722	NA	0.01	NA	-0.05	NA
CNAG_01959	0.919	0.809	0.743	0.753	0.935	0.812	0.722	0.76	-0.11	-0.167	-0.123	-0.176
CNAG_01960	0.968	0.834	0.701	0.945	0.943	0.794	0.692	0.901	-0.134	-0.023	-0.149	-0.042
CNAG_01961	0.975	0.873	0.92	NA	0.925	0.852	0.853	NA	-0.102	NA	-0.073	NA
CNAG_01962	0.92	0.878	0.854	NA	0.887	0.754	0.827	NA	-0.042	NA	-0.133	NA
CNAG_01963	0.975	0.794	0.968	0.761	0.953	0.747	0.871	0.769	-0.182	-0.215	-0.206	-0.184
CNAG_01964	0.92	0.785	0.893	0.953	0.863	0.727	0.867	0.883	-0.135	0.033	-0.136	0.02
CNAG_01965	0.813	0.935	0.99	NA	0.796	0.901	0.919	NA	0.122	NA	0.105	NA
CNAG_01969	0.704	0.897	0.89	0.809	0.677	0.869	0.845	0.772	0.193	0.105	0.192	0.095
CNAG_01970	0.92	0.79	0.799	NA	0.838	0.766	0.785	NA	-0.13	NA	-0.072	NA
CNAG_01971	0.938	0.816	0.92	NA	0.873	0.808	0.877	NA	-0.122	NA	-0.065	NA
CNAG_01972	0.89	0.787	0.809	0.809	0.822	0.782	0.808	0.774	-0.103	-0.081	-0.04	-0.047
CNAG_01973	0.849	0.819	0.72	NA	0.838	0.737	0.677	NA	-0.03	NA	-0.101	NA
CNAG_01974	0.945	0.883	0.659	NA	0.937	0.838	0.632	NA	-0.062	NA	-0.099	NA
CNAG_01975	0.849	0.841	0.757	0.916	0.826	0.827	0.727	0.879	-0.008	0.067	0.001	0.053
CNAG_01976	0.978	0.783	0.849	NA	0.97	0.762	0.756	NA	-0.195	NA	-0.208	NA
CNAG_01977	0.857	0.897	0.945	NA	0.839	0.817	0.873	NA	0.04	NA	-0.022	NA
CNAG_01978	0.82	0.821	0.704	NA	0.803	0.77	0.713	NA	0.001	NA	-0.033	NA
CNAG_01979	0.938	0.724	0.701	NA	0.922	0.727	0.687	NA	-0.215	NA	-0.195	NA
CNAG_01980	0.938	0.904	0.78	0.854	0.834	0.859	0.759	0.855	-0.034	-0.084	0.025	0.021
CNAG_01981	0.759	0.945	0.747	NA	0.716	0.893	0.743	NA	0.186	NA	0.177	NA
CNAG_01982	0.882	0.812	0.945	NA	0.806	0.759	0.856	NA	-0.07	NA	-0.047	NA
CNAG_01983	0.878	0.966	0.747	NA	0.869	0.904	0.646	NA	0.088	NA	0.035	NA
CNAG_01984	1	0.841	0.938	NA	0.935	0.802	0.882	NA	-0.159	NA	-0.133	NA
CNAG_01985	0.906	0.85	0.78	0.812	0.85	0.813	0.725	0.75	-0.056	-0.094	-0.037	-0.1
CNAG_01986	0.827	0.763	0.728	NA	0.795	0.761	0.728	NA	-0.064	NA	-0.034	NA
CNAG_01987	0.92	0.817	0.757	0.805	0.835	0.774	0.75	0.772	-0.103	-0.115	-0.062	-0.063
CNAG_01988	1	0.835	0.895	NA	0.946	0.851	0.837	NA	-0.165	NA	-0.096	NA
CNAG_01989	0.766	0.701	0.92	0.874	0.758	0.654	0.85	0.789	-0.064	0.108	-0.104	0.03
CNAG_01990	0.938	0.72	0.77	NA	0.909	0.665	0.762	NA	-0.219	NA	-0.244	NA
CNAG_01991	0.966	0.819	0.678	NA	0.956	0.814	0.627	NA	-0.147	NA	-0.142	NA
CNAG_01992	0.929	0.817	0.812	0.85	0.865	0.823	0.806	0.839	-0.112	-0.079	-0.042	-0.026
CNAG_01993	0.739	0.975	0.774	0.85	0.7	0.909	0.788	0.812	0.236	0.111	0.209	0.113
CNAG_01994	0.919	0.883	0.85	0.878	0.888	0.831	0.852	0.885	-0.037	-0.042	-0.056	-0.003
CNAG_01995	0.92	0.826	0.783	0.836	0.882	0.824	0.745	0.836	-0.094	-0.084	-0.059	-0.046
CNAG_01996	0.765	0.867	0.783	0.816	0.732	0.742	0.713	0.787	0.102	0.051	0.01	0.055
CNAG_01997	0.88	0.743	0.786	NA	0.85	0.76	0.718	NA	-0.137	NA	-0.09	NA
CNAG_01999	0.733	0.938	0.759	0.659	0.705	0.876	0.649	0.675	0.205	-0.074	0.171	-0.03
CNAG_02000	0.916	0.765	0.895	0.864	0.898	0.69	0.844	0.854	-0.151	-0.052	-0.208	-0.044
CNAG_02001	0.858	0.846	0.849	NA	0.831	0.802	0.795	NA	-0.012	NA	-0.029	NA
CNAG_02002	0.844	0.821	0.809	NA	0.749	0.776	0.763	NA	-0.022	NA	0.026	NA
