# scores_kozak_unusual_mito_cc.txt
# Scores of ATG context against Kozak and unusual tRS seq, and mito predictions
# Conserved in H99 and JEC21
#
#
# H99: H99 systematic gene name
# JEC21: JEC21 systematic gene name of ortholog
# aATG.scorekw.xx: score of annotated ATG against wide Kozak sequence (NNNNNNNNNNATG), strain xx
# d1.scorekw.xx: score of 1st downstream ATG against wide Kozak sequence, strain xx
# u1.scorekw.xx: score of 1st upstream ATG in 5' UTR against wide Kozak sequence, strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# Prob_mito.xx: Probability of mitochondrial presequence from mitofates, strain xx
# Pred_mito.xx: Prediction from mitofates, strain xx
#
# Edward Wallace, Jan 2019
H99	JEC21	aATG.scorekw.H99	d1.scorekw.H99	u1.scorekw.H99	aATG.scorekw.JEC21	d1.scorekw.JEC21	u1.scorekw.JEC21	aATG.scoreUw.H99	aATG.scoreUw.JEC21	Prob_mito.H99	Pred_mito.H99	Prob_mito.JEC21	Pred_mito.JEC21
CNAG_01180	CND03050	0.863	0.857	NA	0.818	0.816	NA	0.728	0.807	0.016	No	0.008	No
CNAG_06295	CNN00310	0.86	0.627	NA	0.873	0.849	0.869	0.581	0.597	0.01	No	0.007	No
CNAG_03484	CNG01080	0.805	0.68	NA	0.799	0.669	NA	0.678	0.586	0	No	0	No
CNAG_03939	CNB04260	0.902	0.735	NA	0.904	0.732	NA	0.642	0.654	0.332	No	0.281	No
CNAG_05395	CNH00630	0.912	0.659	NA	0.872	0.582	0.684	0.617	0.708	0.032	No	0	No
CNAG_05537	CNH01875	0.818	0.765	NA	0.822	0.769	NA	0.699	0.699	0	No	0	No
CNAG_02266	CNE02800	0.914	0.737	NA	0.895	0.693	NA	0.714	0.637	0.875	Yes	0.939	Yes
CNAG_07778	CNI00230	0.89	0.709	NA	0.853	0.749	NA	0.481	0.493	0	No	0	No
CNAG_06364	CNN00920	0.777	0.839	NA	0.781	0.863	NA	0.832	0.86	0.38	No	0.372	No
CNAG_04758	CNJ01880	0.932	0.807	NA	0.915	0.79	0.791	0.619	0.703	0	No	0	No
CNAG_01916	CNK02590	0.936	0.786	NA	0.897	0.728	0.846	0.63	0.695	0	No	0	No
CNAG_00608	CNA05910	0.811	0.914	NA	0.845	0.912	0.754	0.777	0.758	0.834	Yes	0.976	Yes
CNAG_00823	CNA08000	0.827	0.871	0.811	0.873	0.822	0.822	0.493	0.597	0.013	No	0.011	No
CNAG_06813	CND05940	0.826	0.843	0.719	0.776	0.747	NA	0.617	0.617	0.051	No	0.009	No
CNAG_05976	CNF00090	0.897	0.834	NA	0.858	0.835	NA	0.524	0.505	0	No	0.003	No
CNAG_03137	CNG04270	0.803	0.85	0.792	0.821	0.849	0.752	0.617	0.636	0.007	No	0.032	No
CNAG_04726	CNJ01560	0.964	0.754	NA	0.965	0.76	NA	0.611	0.611	0.013	No	0.013	No
CNAG_03901	CNB03890	0.819	0.865	NA	0.791	0.906	NA	0.686	0.652	0.888	Yes	0.729	Yes
CNAG_06139	CNM01410	0.868	0.774	0.932	0.839	0.814	NA	0.759	0.778	0	No	0	No
CNAG_05087	CNL05320	0.695	0.838	0.805	0.745	0.916	0.765	0.713	0.678	0.004	No	0	No
CNAG_04524	CNI00310	0.851	0.831	NA	0.831	0.827	0.822	0.761	0.708	0.01	No	0.008	No
CNAG_05258	CNH03730	0.829	0.891	NA	0.862	0.892	NA	0.684	0.742	0	No	0	No
CNAG_06511	CNN02360	0.92	0.936	0.831	0.853	0.936	0.759	0.585	0.69	0.003	No	0.003	No
CNAG_00819	CNA07960	0.924	0.745	NA	0.914	0.767	NA	0.545	0.545	0.033	No	0.033	No
CNAG_05686	CNF02875	0.936	0.845	NA	0.96	0.821	0.722	0.63	0.638	0	No	0	No
CNAG_03309	CNG02690	0.926	0.798	NA	0.922	0.753	NA	0.516	0.568	0.041	No	0.043	No
CNAG_00162	CNA01500	0.791	0.762	0.757	0.909	0.744	NA	0.838	0.786	0.804	Yes	0.871	Yes
CNAG_04784	CNJ02110	0.899	0.728	0.878	0.9	0.715	0.899	0.712	0.743	0	No	0.013	No
CNAG_02310	CNE02360	0.85	0.798	NA	0.848	0.797	NA	0.668	0.668	0	No	0	No
CNAG_00057	CNA00470	0.889	0.882	NA	0.892	0.886	NA	0.675	0.675	0	No	0	No
CNAG_03779	CNB02740	0.904	0.828	NA	0.924	0.826	NA	0.505	0.597	0.691	Yes	0.795	Yes
CNAG_02770	CNC03910	0.761	0.767	0.76	0.786	0.787	0.689	0.691	0.727	0	No	0	No
CNAG_05163	CNL04620	0.854	0.75	NA	0.843	0.759	0.848	0.618	0.618	0.639	Yes	0.57	Yes
CNAG_04112	CNI04360	0.861	0.737	NA	0.817	0.739	NA	0.558	0.702	0.117	No	0.114	No
CNAG_06563	CNF04540	0.965	0.642	NA	0.944	0.682	NA	0.546	0.527	0	No	0	No
CNAG_04791	CNJ02180	0.925	0.768	0.694	0.898	0.757	0.706	0.761	0.749	0.237	No	0.212	No
CNAG_06259	CNN00150	0.868	0.809	0.781	0.905	0.819	NA	0.691	0.672	0	No	0	No
CNAG_07976	CNH03820	0.806	0.898	NA	0.904	0.705	0.955	0.669	0.542	0.353	No	0	No
CNAG_05931	CNF00440	0.627	0.807	NA	0.652	0.685	0.636	0.659	0.792	0	No	0.008	No
CNAG_04691	CNJ01220	0.84	0.788	0.865	0.927	0.816	0.818	0.765	0.746	0	No	0	No
CNAG_03853	CNB03430	0.852	0.714	NA	0.849	0.67	NA	0.748	0.748	0.013	No	0.013	No
CNAG_00602	CNA05850	0.942	0.779	NA	0.875	0.776	NA	0.482	0.637	0.02	No	0.019	No
CNAG_00773	CNA07510	0.914	0.79	NA	0.911	0.779	NA	0.589	0.589	0	No	0	No
CNAG_00021	CNA00140	0.808	0.731	NA	0.796	0.747	NA	0.724	0.678	0	No	0	No
CNAG_07817	CNL04520	0.852	0.737	0.934	0.852	0.774	0.937	0.736	0.736	0	No	0	No
CNAG_01144	CND02690	0.821	0.756	NA	0.875	0.751	NA	0.617	0.518	0	No	0	No
CNAG_04795	CNJ02220	0.905	0.743	0.775	0.866	0.79	0.743	0.564	0.5	0.045	No	0.02	No
CNAG_01043	CND01730	0.764	0.739	0.761	0.779	0.745	0.759	0.644	0.644	0	No	0.008	No
CNAG_00190	CNA01790	0.871	0.924	NA	0.865	0.949	NA	0.757	0.757	0	No	0	No
CNAG_00321	CNA03060	0.748	0.775	0.81	0.916	0.779	NA	0.586	0.592	0.091	No	0.026	No
CNAG_04163	CNI02990	0.919	0.71	NA	0.897	0.653	NA	0.752	0.728	0	No	0	No
CNAG_04339	CNI02110	0.864	0.77	0.807	0.863	0.719	NA	0.522	0.522	0.01	No	0.023	No
CNAG_04240	CNI03810	0.835	0.765	0.757	0.869	0.836	NA	0.539	0.632	0.014	No	0.014	No
CNAG_05525	CNH01770	0.963	0.812	0.753	0.968	0.806	0.762	0.57	0.57	0.037	No	0.037	No
CNAG_07999	CNJ01055	0.832	0.802	NA	0.835	0.789	NA	0.607	0.607	0.019	No	0.018	No
CNAG_05358	CNH00260	0.867	0.758	0.82	0.844	0.838	0.747	0.586	0.494	0	No	0	No
CNAG_00320	CNA03050	0.828	0.71	NA	0.838	0.714	NA	0.868	0.868	0.416	Yes	0.355	No
CNAG_03662	CNB01610	0.853	0.75	NA	0.863	0.836	NA	0.579	0.487	0	No	0	No
CNAG_06726	CNB00770	0.761	0.773	0.882	0.867	0.769	0.891	0.727	0.622	0.004	No	0	No
CNAG_01332	CND04480	0.824	0.822	0.814	0.835	0.814	0.815	0.643	0.643	0.259	No	0.241	No
CNAG_01819	CNC03070	0.908	0.587	NA	0.911	0.604	NA	0.788	0.637	0.493	Yes	0.492	Yes
CNAG_06366	CNN00940	NA	NA	NA	0.751	0.855	NA	NA	0.631	NA	NA	0	No
CNAG_00427	CNA04120	0.831	0.695	NA	0.823	0.774	NA	0.672	0.853	0.979	Yes	0.063	No
CNAG_07864	CNJ00090	0.987	0.874	NA	0.983	0.871	NA	0.589	0.641	0.024	No	0.024	No
CNAG_02527	CNE00390	0.921	0.791	0.825	0.873	0.747	0.717	0.71	0.679	0	No	0.004	No
CNAG_05293	CNH03380	0.887	0.789	NA	0.804	0.773	NA	0.552	0.644	0	No	0	No
CNAG_07814	CNL04920	0.789	0.705	NA	0.914	0.698	0.82	0.805	0.778	0	No	0	No
CNAG_01395	CND05060	0.918	0.794	0.843	0.917	0.778	NA	0.649	0.649	0.009	No	0.009	No
CNAG_04655	CNJ00920	0.845	0.781	NA	0.784	0.787	0.73	0.755	0.755	0.004	No	0.003	No
CNAG_02788	CNC04060	0.921	0.874	NA	0.91	0.84	NA	0.616	0.669	0	No	0	No
CNAG_01596	CNC01090	0.945	0.809	NA	0.897	0.846	NA	0.524	0.552	0.941	Yes	0.94	Yes
CNAG_03280	CNG02950	0.771	0.778	NA	0.884	0.727	0.818	0.631	0.648	0.003	No	0.011	No
CNAG_05890	CNF00825	0.863	0.798	NA	0.926	0.804	NA	0.665	0.665	0.004	No	0.006	No
CNAG_04263	CNI04020	0.981	0.782	0.832	0.95	0.764	0.688	0.681	0.669	0	No	0	No
CNAG_05097	CNL05250	0.908	0.721	NA	0.882	0.743	NA	0.613	0.588	0.114	No	0.113	No
CNAG_00401	CNA03890	0.73	0.897	0.785	0.894	0.743	0.703	0.591	0.58	0	No	0	No
CNAG_00347	CNA03560	0.75	0.778	NA	0.773	0.771	NA	0.684	0.749	0.166	No	0.119	No
CNAG_02969	CNC05790	0.776	0.696	NA	0.905	0.691	NA	0.695	0.596	0.898	Yes	0.995	Yes
CNAG_01179	CND03040	0.858	0.71	NA	0.922	0.707	NA	0.63	0.556	0.008	No	0.012	No
CNAG_04914	CNJ03360	0.971	0.765	NA	0.923	0.793	NA	0.558	0.597	0.037	No	0.033	No
CNAG_01009	CND01380	0.718	0.875	0.756	0.824	0.761	0.762	0.79	0.579	0.013	No	0	No
CNAG_02073	CNE04630	0.866	0.877	NA	0.867	0.918	NA	0.644	0.644	0	No	0	No
CNAG_07794	CNL06760	0.837	0.844	0.715	0.78	0.817	0.707	0.586	0.586	0.038	No	0.045	No
CNAG_02592	CNK00790	0.872	0.897	NA	0.914	0.816	0.746	0.743	0.715	0.006	No	0.005	No
CNAG_01848	CNC03330	0.753	0.631	NA	0.66	0.624	NA	0.623	0.78	0	No	0.003	No
CNAG_03311	CNG02670	0.94	0.791	NA	0.905	0.802	NA	0.558	0.558	0	No	0	No
CNAG_05706	CNF02680	0.931	0.726	0.809	0.932	0.757	0.738	0.655	0.655	0	No	0	No
CNAG_02197	CNE03420	0.86	0.736	NA	0.87	0.761	NA	0.684	0.633	0	No	0	No
CNAG_04830	CNJ02550	0.91	0.785	NA	0.881	0.796	NA	0.561	0.573	0.856	Yes	0.855	Yes
CNAG_07203	CNB02545	NA	NA	NA	0.738	0.742	0.757	NA	0.678	NA	NA	0.017	No
CNAG_02906	CNC05160	0.857	0.785	0.855	0.786	0.781	0.827	0.566	0.566	0.015	No	0.016	No
CNAG_05090	CNL05290	0.751	0.889	NA	0.737	0.94	0.794	0.768	0.768	0.988	Yes	0.988	Yes
CNAG_07346	CNA02700	0.946	0.889	NA	0.942	0.833	NA	0.632	0.632	0.023	No	0.023	No
CNAG_01737	CNC02410	0.945	0.724	NA	0.945	0.844	NA	0.708	0.661	0	No	0	No
CNAG_07517	CNC04530	0.803	0.781	NA	0.805	0.773	NA	0.497	0.497	0	No	0	No
CNAG_00049	CNA00380	0.929	0.759	0.727	0.921	0.68	0.684	0.619	0.619	0	No	0	No
CNAG_05001	CNL06140	0.921	0.811	NA	0.825	0.807	NA	0.558	0.576	0.007	No	0.007	No
CNAG_05742	CNF02350	0.797	0.882	0.729	0.798	0.876	0.746	0.707	0.738	0	No	0	No
CNAG_02728	CNC03550	0.775	0.833	NA	0.818	0.825	NA	0.754	0.815	0	No	0	No
CNAG_00760	CNA07390	0.921	0.902	NA	0.925	0.893	NA	0.394	0.394	0.006	No	0.007	No
CNAG_00569	CNA05500	0.883	0.692	0.819	0.898	0.701	0.812	0.644	0.632	0	No	0	No
CNAG_01419	CND05310	0.901	0.764	0.764	0.798	0.804	NA	0.612	0.631	0.012	No	0.01	No
CNAG_03633	CNB01350	0.855	0.793	NA	0.855	0.748	NA	0.656	0.656	0	No	0	No
CNAG_06724	CNB00790	0.713	0.884	0.697	0.679	0.965	NA	0.605	0.617	0.067	No	0.011	No
CNAG_00526	CNA05080	0.927	0.814	0.802	0.829	0.819	0.752	0.435	0.474	0	No	0	No
CNAG_02330	CNE02170	0.934	0.748	NA	0.935	0.768	NA	0.573	0.573	0.898	Yes	0.904	Yes
CNAG_01910	CNK02530	0.9	0.828	NA	0.939	0.753	NA	0.759	0.74	0	No	0	No
CNAG_02309	CNE02370	0.885	0.725	NA	0.894	0.734	NA	0.685	0.685	0	No	0	No
CNAG_02841	CNC04570	0.809	0.705	0.796	0.863	0.671	0.775	0.45	0.542	0.13	No	0.417	Yes
CNAG_06758	CNB00430	0.826	0.666	NA	0.871	0.696	0.927	0.533	0.522	0	No	0	No
CNAG_00837	CNA08140	0.77	0.765	NA	0.765	0.754	0.816	0.664	0.711	0	No	0	No
CNAG_02088	CNE04470	0.825	0.779	0.725	0.832	0.774	0.758	0.606	0.659	0.71	Yes	0.777	Yes
CNAG_05655	CNH02930	0.857	0.821	NA	0.87	0.884	NA	0.712	0.681	0.018	No	0.02	No
CNAG_01553	CNC06310	0.89	0.77	NA	0.89	0.953	NA	0.561	0.561	0	No	0	No
CNAG_03168	CNG03990	0.94	0.836	NA	0.907	0.849	NA	0.493	0.459	0	No	0	No
CNAG_02443	CNE01150	0.963	0.812	NA	0.921	0.814	NA	0.566	0.547	0	No	0	No
CNAG_04288	CNI02610	0.972	0.854	NA	0.969	0.851	NA	0.656	0.668	0.972	Yes	0.971	Yes
CNAG_07400	CND06300	0.947	0.807	NA	0.963	0.805	NA	0.715	0.708	0	No	0	No
CNAG_07320	CNA01890	0.912	0.815	NA	0.856	0.86	NA	0.641	0.617	0	No	0	No
CNAG_05002	CNL06125	0.908	0.836	0.802	0.806	0.843	NA	0.698	0.807	0	No	0	No
CNAG_06870	CNE05290	0.931	0.663	0.75	0.937	0.741	0.755	0.684	0.684	0	No	0	No
CNAG_03435	CNG01500	0.801	0.772	NA	0.794	0.769	NA	0.53	0.447	0	No	0	No
CNAG_02177	CNE03610	0.85	0.718	NA	0.851	0.838	NA	0.545	0.545	0	No	0	No
CNAG_02114	CNE04230	0.938	0.875	0.709	0.942	0.866	0.731	0.617	0.617	0.025	No	0.017	No
CNAG_01123	CND02470	0.802	0.913	0.792	0.816	0.921	0.851	0.807	0.807	0.12	No	0.097	No
CNAG_06394	CNN01195	0.866	0.746	0.714	0.798	0.871	NA	0.578	0.683	0.017	No	0.272	No
CNAG_01284	CND04040	0.906	0.804	NA	0.908	0.723	NA	0.498	0.581	0.026	No	0.023	No
CNAG_00368	CNA03350	0.852	0.846	0.677	0.874	0.803	0.648	0.82	0.82	0	No	0	No
CNAG_06382	CNN01080	0.855	0.937	NA	0.886	0.96	NA	0.728	0.709	0	No	0.005	No
CNAG_00647	CNA06270	0.88	0.763	NA	0.854	0.787	NA	0.76	0.714	0.035	No	0.044	No
CNAG_07449	CND00510	0.798	0.872	0.713	0.801	0.703	0.713	0.53	0.53	0	No	0	No
CNAG_07423	CND04683	0.858	0.709	0.784	0.863	0.798	0.82	0.653	0.653	1	Yes	0.987	Yes
CNAG_01504	CNC06760	0.909	0.72	NA	0.905	0.724	0.85	0.485	0.485	0	No	0	No
CNAG_06425	CNN01490	0.804	0.786	NA	0.819	0.723	NA	0.679	0.771	0.003	No	0	No
CNAG_03700	CNB01980	0.854	0.78	NA	0.877	0.8	NA	0.594	0.515	0	No	0.009	No
CNAG_02354	CNE01960	0.864	0.826	NA	0.873	0.859	0.831	0.767	0.66	0.997	Yes	0.064	No
CNAG_06413	CNN01385	0.724	0.902	0.851	0.748	0.769	NA	0.662	0.601	0.007	No	0.847	Yes
CNAG_01544	CNC06400	0.696	0.926	NA	0.691	0.909	NA	0.967	0.967	0.988	Yes	0.995	Yes
CNAG_04762	CNJ01920	0.976	0.759	NA	0.977	0.819	NA	0.635	0.615	0	No	0	No
CNAG_05995	CNM00040	0.835	0.737	NA	0.798	0.733	NA	0.774	0.783	0	No	0	No
CNAG_07660	CNF04450	0.819	0.836	NA	0.814	0.831	NA	0.527	0.496	0.998	Yes	0.999	Yes
CNAG_06808	CND05800	0.883	0.763	0.789	0.842	0.832	0.866	0.518	0.485	0	No	0	No
CNAG_07480	CNB02540	0.73	0.725	0.777	0.867	0.805	0.796	0.585	0.626	0.003	No	0.162	No
CNAG_05226	CNL04030	0.714	0.868	NA	0.699	0.863	0.772	0.748	0.748	0.538	Yes	0.964	Yes
CNAG_03695	CNB01930	0.729	0.644	NA	0.777	0.737	NA	0.693	0.505	0	No	0.072	No
CNAG_07772	CNI00760	0.785	0.843	0.794	0.873	0.85	0.796	0.731	0.69	0.005	No	0.005	No
CNAG_07337	CNA02060	0.818	0.845	0.885	0.807	0.716	0.828	0.731	0.734	0.003	No	0.008	No
CNAG_01858	CNK01980	0.727	0.859	0.729	0.897	0.698	0.851	0.663	0.474	0	No	0	No
CNAG_06902	CNK00250	0.892	0.743	0.806	0.886	0.86	0.806	0.566	0.566	0.003	No	0	No
CNAG_03059	CNC00300	0.887	0.772	0.933	0.835	0.748	0.88	0.699	0.687	0	No	0	No
CNAG_01955	CNK02940	0.988	0.689	NA	0.981	0.788	0.964	0.65	0.65	0	No	0	No
CNAG_05287	CNH03433	0.954	0.866	NA	0.905	0.89	NA	0.578	0.578	0.011	No	0.01	No
CNAG_04199	CNI03380	0.947	0.801	NA	0.956	0.752	0.676	0.571	0.663	0.038	No	0.006	No
CNAG_06588	CNF04290	0.83	0.751	NA	0.8	0.743	NA	0.505	0.604	0	No	0	No
CNAG_03139	CNG04250	0.868	0.837	NA	0.856	0.706	0.863	0.648	0.792	0	No	0	No
CNAG_06640	CNF03760	0.868	0.808	NA	0.867	0.738	NA	0.752	0.752	0.004	No	0.021	No
CNAG_00175	CNA01630	0.831	0.747	0.798	0.829	0.757	0.815	0.521	0.521	0	No	0	No
CNAG_01464	CNC07160	0.873	0.81	0.788	0.841	0.797	0.791	0.73	0.638	0.004	No	0	No
CNAG_06962	CNC00080	0.826	0.835	NA	0.856	0.937	0.855	0.7	0.832	0.015	No	0.013	No
CNAG_03263	CNG03130	0.901	0.835	0.635	0.924	0.846	NA	0.593	0.565	0.998	Yes	1	Yes
CNAG_00110	CNA01010	0.848	0.737	NA	0.794	0.753	NA	0.566	0.566	0.017	No	0.059	No
CNAG_00092	CNA00830	0.927	0.822	NA	0.866	0.905	NA	0.474	0.579	0.02	No	0.02	No
CNAG_00316	CNA03000	0.859	0.804	NA	0.835	0.714	NA	0.546	0.651	0	No	0	No
CNAG_00271	CNA02600	0.874	0.908	0.707	0.889	0.737	0.689	0.56	0.56	0	No	0.007	No
CNAG_04837	CNJ02620	0.833	0.828	NA	0.822	0.82	0.819	0.589	0.641	0	No	0.004	No
CNAG_00961	CND00910	0.93	0.864	NA	0.887	0.892	0.772	0.716	0.716	0.01	No	0.019	No
CNAG_00443	CNA04260	0.823	0.711	NA	0.72	0.853	0.897	0.664	0.678	0	No	0.759	Yes
CNAG_02482	CNE00790	0.825	0.744	NA	0.9	0.745	0.761	0.659	0.565	0	No	0	No
CNAG_04361	CNI01890	0.681	0.775	0.77	0.672	0.752	0.737	0.675	0.675	0.004	No	0.004	No
CNAG_03096	CNG04680	0.801	0.68	0.75	0.798	0.68	0.719	0.723	0.697	0.069	No	0.07	No
CNAG_07093	CND05053	0.971	0.759	0.818	0.955	0.748	0.776	0.65	0.558	0	No	0	No
CNAG_04979	CNL06360	0.783	0.787	0.738	0.744	0.828	NA	0.702	0.738	0	No	0	No
CNAG_00515	CNA04970	0.818	0.722	0.904	0.824	0.676	0.691	0.746	0.703	0	No	0.023	No
CNAG_04203	CNI03420	0.879	0.778	0.819	0.835	0.75	0.652	0.518	0.518	0	No	0	No
CNAG_01008	CND01370	0.877	0.876	0.81	0.819	0.739	0.706	0.558	0.73	0	No	0.004	No
CNAG_07878	CNH01320	0.904	0.725	NA	0.87	0.744	NA	0.728	0.716	0.285	No	0.356	No
CNAG_04948	CNL06670	0.88	0.745	NA	0.916	0.75	NA	0.688	0.638	0	No	0	No
CNAG_00183	CNA01720	0.744	0.931	0.866	0.943	0.771	0.882	0.598	0.748	0.106	No	0.04	No
CNAG_04967	CNL06480	0.794	0.761	0.707	0.765	0.845	0.727	0.607	0.678	0	No	0	No
CNAG_01413	CND05240	0.857	0.8	0.742	0.898	0.888	0.796	0.693	0.653	0.003	No	0.003	No
CNAG_03194	CNG03750	0.809	0.768	NA	0.856	0.769	0.748	0.622	0.575	0	No	0	No
CNAG_04215	CNI03560	0.97	0.825	NA	0.972	0.818	NA	0.493	0.493	0	No	0	No
CNAG_02214	CNE03270	0.791	0.803	NA	0.78	0.803	NA	0.619	0.619	0.003	No	0	No
CNAG_02007	CNK03420	0.921	0.766	NA	0.98	0.782	NA	0.595	0.595	0	No	0	No
CNAG_01187	CND03120	0.947	0.786	0.71	0.895	0.784	0.788	0.573	0.58	0.057	No	0.059	No
CNAG_04730	CNJ01600	0.799	0.71	0.718	0.814	0.669	0.694	0.768	0.768	0.007	No	0.009	No
CNAG_00303	CNA02880	0.755	0.707	0.816	0.773	0.82	0.713	0.592	0.829	0	No	0	No
CNAG_03130	CNG04330	0.901	0.792	NA	0.895	0.737	NA	0.665	0.696	0	No	0	No
CNAG_06130	CNM01350	0.769	0.822	NA	0.757	0.795	0.902	0.69	0.69	0	No	0	No
CNAG_04615	CNJ00540	0.815	0.825	0.775	0.893	0.828	0.732	0.736	0.716	0	No	0	No
CNAG_01520	CNC06620	0.806	0.71	NA	0.924	0.691	NA	0.752	0.745	0	No	0	No
CNAG_00761	CNA07395	0.962	0.706	NA	0.919	0.734	0.734	0.558	0.546	0.006	No	0.006	No
CNAG_07407	CND05690	0.919	0.718	0.916	0.879	0.773	0.734	0.522	0.553	0	No	0	No
CNAG_04955	CNL06600	0.839	0.743	NA	0.884	0.794	NA	0.761	0.748	0.865	Yes	0.012	No
CNAG_05469	CNH01290	0.807	0.715	0.724	0.807	0.741	0.756	0.773	0.773	0.755	Yes	0.725	Yes
CNAG_00305	CNA02890	0.943	0.735	NA	0.942	0.746	NA	0.518	0.518	0.015	No	0.015	No
CNAG_07514	CNC05000	0.726	0.701	NA	0.751	0.702	NA	0.637	0.637	0.018	No	0.016	No
CNAG_05755	CNF02230	0.898	0.861	0.686	0.887	0.864	NA	0.521	0.521	0.022	No	0.022	No
CNAG_07782	CNI00060	0.771	0.831	NA	0.788	0.83	NA	0.739	0.77	0.015	No	0.003	No
CNAG_00535	CNA05170	0.886	0.801	0.767	0.889	0.819	0.763	0.573	0.573	0.157	No	0.336	No
CNAG_05027	CNL05890	0.894	0.787	0.729	0.898	0.738	0.767	0.774	0.774	0	No	0	No
CNAG_01201	CND03250	0.852	0.763	NA	0.934	0.757	NA	0.693	0.589	0	No	0	No
CNAG_00195	CNA01840	0.769	0.903	NA	0.838	0.727	NA	0.73	0.493	0	No	0	No
CNAG_06738	CNB00640	0.822	0.609	NA	0.788	0.611	NA	0.801	0.881	0	No	0	No
CNAG_06341	CNN00710	0.894	0.802	NA	0.87	0.802	0.775	0.672	0.568	0.015	No	0.018	No
CNAG_03408	CNG01760	0.939	0.716	NA	0.94	0.77	NA	0.702	0.702	0.852	Yes	0.847	Yes
CNAG_01438	CND05520	0.923	0.913	NA	0.857	0.915	NA	0.656	0.767	0	No	0	No
CNAG_06081	CNM00900	0.836	0.833	0.68	0.871	0.762	0.767	0.617	0.709	0	No	0.003	No
CNAG_02504	CNE00575	0.843	0.777	0.776	0.766	0.877	0.8	0.641	0.537	0	No	0	No
CNAG_01630	CNC01430	0.909	0.807	NA	0.832	0.808	NA	0.564	0.748	0.004	No	0	No
CNAG_07477	CNB02440	0.869	0.81	0.832	0.835	0.771	0.837	0.533	0.728	0.026	No	0.004	No
CNAG_04355	CNI01950	0.917	0.888	NA	0.864	0.757	NA	0.577	0.492	0	No	0	No
CNAG_00873	CND00120	0.788	0.759	0.761	0.792	0.859	0.92	0.655	0.655	0	No	0	No
CNAG_07419	CND05055	0.835	0.829	NA	0.785	0.633	0.84	0.721	0.549	0.017	No	0	No
CNAG_06473	CNN01930	0.909	0.783	0.698	0.935	0.792	0.809	0.564	0.658	0.006	No	0.054	No
CNAG_04937	CNL06790	0.892	0.856	NA	0.881	0.786	NA	0.607	0.607	0	No	0	No
CNAG_03883	CNA07080	0.689	0.761	NA	0.797	0.762	0.896	0.712	0.705	0	No	0	No
CNAG_07598	CNC02070	0.889	0.811	NA	0.916	0.823	0.807	0.474	0.474	0.005	No	0.005	No
CNAG_01530	CNC06520	0.88	0.835	0.869	0.918	0.837	0.877	0.545	0.536	0	No	0	No
CNAG_02985	CNC05940	0.946	0.82	0.769	0.941	0.815	NA	0.616	0.608	0.009	No	0.009	No
CNAG_03650	CNB01510	0.871	0.742	0.754	0.81	0.908	0.865	0.675	0.429	0.003	No	0.004	No
CNAG_06310	CNN00400	0.874	0.709	0.694	0.915	0.882	0.765	0.629	0.641	0.203	No	0.37	No
CNAG_01485	CNC06950	0.912	0.77	0.834	0.909	0.781	NA	0.721	0.721	0.941	Yes	0.937	Yes
CNAG_03211	CNG03615	0.874	0.949	0.843	0.951	0.823	NA	0.613	0.601	0	No	0.008	No
CNAG_01408	CND05200	0.875	0.818	NA	0.883	0.827	0.65	0.66	0.759	0	No	0	No
CNAG_02419	CNE01380	0.723	0.805	NA	0.729	0.751	NA	0.668	0.677	0	No	0	No
CNAG_07334	CNA02040	0.88	0.839	NA	0.834	0.835	NA	0.76	0.61	0.003	No	0.013	No
CNAG_00410	CNA04000	0.821	0.824	NA	0.842	0.823	0.753	0.656	0.857	0	No	0	No
CNAG_02095	CNE04400	0.779	0.861	NA	0.83	0.866	NA	0.748	0.74	0.646	Yes	0.819	Yes
CNAG_01651	CNC01640	0.832	0.86	0.791	0.848	0.856	0.769	0.755	0.644	0	No	0	No
CNAG_03248	CNG03250	0.795	0.798	NA	0.792	0.592	NA	0.782	0.782	0.003	No	0	No
CNAG_05268	CNH03620	0.81	0.823	NA	0.894	0.833	NA	0.781	0.63	0	No	0	No
CNAG_02550	CNE00150	0.87	0.691	NA	0.867	0.647	NA	0.681	0.681	0	No	0	No
CNAG_01172	CND02980	0.952	0.954	NA	0.936	0.776	NA	0.717	0.619	0	No	0	No
CNAG_01859	CNK01990	0.672	0.756	NA	0.665	0.76	NA	0.774	0.774	0	No	0	No
CNAG_03221	CNG03520	0.979	NA	NA	0.955	NA	NA	0.604	0.462	0.022	No	0.022	No
CNAG_03755	CNB02495	0.793	0.867	0.697	0.752	0.776	0.723	0.75	0.821	0	No	0.008	No
CNAG_03917	CNB04060	0.865	0.762	NA	0.868	0.774	NA	0.77	0.853	0.003	No	0	No
CNAG_05964	CNF00180	0.868	0.858	0.861	0.825	0.954	0.833	0.721	0.74	0.068	No	0	No
CNAG_07808	CNL05470	0.833	0.652	NA	0.835	0.654	NA	0.65	0.688	0	No	0	No
CNAG_05720	CNF02540	0.907	0.75	0.89	0.751	0.913	NA	0.552	0.715	0	No	0.003	No
CNAG_01444	CND05580	0.87	0.791	NA	0.863	0.796	NA	0.558	0.653	0	No	0	No
