# scores_kozak_Nc.txt
# Scores of ATG context against Kozak sequence, N. crassa 
# Kozak sequence derived from 400 highest-translated genes by RPF
#
# Gene: Nc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
NCU02434	0.903	0.906	0.728	0.838	0.853	0.726	0.003	-0.175	0.016	-0.112
NCU02435	1	0.838	NA	0.959	0.711	NA	-0.162	NA	-0.249	NA
NCU02436	0.907	0.853	NA	0.812	0.74	NA	-0.054	NA	-0.072	NA
NCU02437	1	0.913	0.853	0.958	0.921	0.815	-0.087	-0.147	-0.037	-0.144
NCU02438	0.836	0.84	0.795	0.828	0.747	0.739	0.004	-0.041	-0.081	-0.089
NCU02450	0.929	0.886	NA	0.854	0.775	NA	-0.043	NA	-0.079	NA
NCU02451	0.832	0.876	NA	0.756	0.784	NA	0.044	NA	0.028	NA
NCU02452	0.903	0.975	0.725	0.88	0.841	0.75	0.071	-0.178	-0.04	-0.131
NCU02453	0.918	0.94	0.786	0.781	0.904	0.709	0.022	-0.132	0.123	-0.072
NCU02455	0.93	0.831	0.801	0.839	0.759	0.752	-0.1	-0.129	-0.08	-0.087
NCU02456	0.903	0.903	0.866	0.842	0.754	0.832	0	-0.037	-0.088	-0.01
NCU02457	0.975	0.8	0.857	0.859	0.809	0.872	-0.175	-0.117	-0.051	0.012
NCU02458	0.92	0.858	0.745	0.758	0.836	0.743	-0.062	-0.175	0.078	-0.015
NCU02459	0.892	0.859	NA	0.8	0.746	NA	-0.033	NA	-0.054	NA
NCU02460	0.925	0.821	0.974	0.811	0.779	0.881	-0.104	0.05	-0.032	0.07
NCU02461	0.858	0.974	NA	0.82	0.878	NA	0.117	NA	0.057	NA
NCU02463	0.939	0.872	0.912	0.899	0.758	NA	-0.067	-0.027	-0.14	NA
NCU02464	0.975	0.974	NA	0.926	0.9	NA	-0	NA	-0.026	NA
NCU02465	0.939	0.743	NA	0.862	0.682	NA	-0.196	NA	-0.18	NA
NCU02466	0.807	0.931	0.903	0.762	0.882	0.828	0.123	0.096	0.12	0.066
NCU02467	0.886	0.804	0.875	0.883	0.653	0.818	-0.083	-0.012	-0.23	-0.065
NCU02468	0.858	0.867	0.761	0.802	0.814	0.684	0.01	-0.097	0.012	-0.118
NCU02470	0.918	0.784	0.769	0.901	0.721	0.687	-0.134	-0.149	-0.18	-0.214
NCU02472	0.882	0.706	NA	0.887	0.688	NA	-0.176	NA	-0.199	NA
NCU02473	0.931	0.799	NA	0.892	0.707	NA	-0.131	NA	-0.186	NA
NCU02474	1	NA	NA	0.9	NA	NA	NA	NA	NA	NA
NCU02475	0.94	0.875	0.717	0.86	0.828	NA	-0.065	-0.223	-0.032	NA
NCU02476	0.909	0.94	0.774	0.758	0.862	0.749	0.031	-0.136	0.104	-0.008
NCU02477	0.975	0.92	NA	0.847	0.784	NA	-0.054	NA	-0.063	NA
NCU02478	0.975	0.825	0.717	0.898	0.762	0.688	-0.149	-0.257	-0.136	-0.21
NCU02479	1	0.816	NA	0.949	0.758	NA	-0.184	NA	-0.191	NA
NCU02480	0.94	0.863	0.822	0.883	0.751	0.769	-0.077	-0.118	-0.131	-0.113
NCU02481	0.912	0.811	0.974	0.859	0.796	0.838	-0.101	0.063	-0.063	-0.021
NCU02482	1	0.821	0.804	0.912	0.795	0.771	-0.179	-0.196	-0.117	-0.14
NCU02483	1	0.872	NA	0.98	0.819	NA	-0.128	NA	-0.161	NA
NCU02485	0.992	0.821	0.797	0.894	0.749	0.646	-0.171	-0.195	-0.144	-0.248
NCU02486	0.94	0.805	NA	0.915	0.777	NA	-0.135	NA	-0.138	NA
NCU02487	0.79	0.795	0.931	0.745	0.74	0.832	0.005	0.14	-0.005	0.087
NCU02488	0.907	0.801	NA	0.865	0.78	NA	-0.106	NA	-0.085	NA
NCU02490	0.896	0.807	0.904	0.842	0.799	0.795	-0.089	0.008	-0.042	-0.047
NCU02491	0.886	0.836	0.835	0.871	0.789	0.78	-0.05	-0.051	-0.082	-0.091
NCU02492	0.925	0.807	0.833	0.855	0.765	0.754	-0.117	-0.092	-0.091	-0.101
NCU02493	0.948	0.872	0.838	0.854	0.815	0.699	-0.076	-0.111	-0.039	-0.155
NCU02494	0.957	0.828	NA	0.841	0.773	NA	-0.129	NA	-0.067	NA
NCU02495	0.992	0.863	0.832	0.891	0.817	0.746	-0.128	-0.16	-0.075	-0.145
NCU02496	0.853	0.911	0.774	0.797	0.765	0.737	0.058	-0.08	-0.032	-0.06
NCU02497	1	0.816	NA	0.905	0.709	NA	-0.184	NA	-0.195	NA
NCU02498	0.896	0.859	0.92	0.851	0.742	0.847	-0.037	0.025	-0.109	-0.005
NCU02499	0.859	0.766	NA	0.82	0.716	NA	-0.093	NA	-0.105	NA
NCU02500	0.974	0.915	0.791	0.874	0.815	0.757	-0.06	-0.184	-0.059	-0.117
NCU02501	0.901	0.822	NA	0.849	0.727	NA	-0.079	NA	-0.123	NA
NCU02502	0.975	0.717	0.838	0.932	0.705	0.778	-0.258	-0.137	-0.228	-0.154
NCU02503	0.92	0.74	NA	0.805	0.701	NA	-0.181	NA	-0.104	NA
NCU02504	0.901	0.842	0.822	0.858	0.857	0.81	-0.058	-0.079	-0.001	-0.048
NCU02505	0.974	0.832	NA	0.885	0.763	NA	-0.143	NA	-0.122	NA
NCU02507	1	0.831	NA	0.992	0.735	NA	-0.169	NA	-0.256	NA
NCU02508	0.93	0.974	NA	0.893	0.844	NA	0.044	NA	-0.049	NA
NCU02509	0.975	0.889	NA	0.932	0.784	NA	-0.085	NA	-0.148	NA
NCU02510	0.94	0.904	NA	0.874	0.89	NA	-0.036	NA	0.016	NA
NCU02511	0.767	1	0.75	0.687	0.957	0.678	0.233	-0.017	0.27	-0.009
NCU02512	0.804	0.767	0.836	0.8	0.76	0.785	-0.037	0.032	-0.039	-0.014
NCU02513	0.92	0.884	NA	0.83	0.783	NA	-0.036	NA	-0.047	NA
NCU02514	0.992	0.928	0.771	0.894	0.784	0.604	-0.063	-0.221	-0.11	-0.29
NCU02515	0.832	0.855	0.786	0.779	0.727	0.732	0.023	-0.045	-0.052	-0.046
NCU02516	0.792	0.778	NA	0.756	0.678	NA	-0.013	NA	-0.077	NA
NCU02517	0.975	0.846	NA	0.908	NA	NA	-0.128	NA	NA	NA
NCU02519	0.992	0.761	0.832	0.99	0.642	0.771	-0.231	-0.16	-0.349	-0.219
NCU02520	0.832	0.907	NA	0.791	0.809	NA	0.075	NA	0.018	NA
NCU02521	0.983	0.907	0.876	0.959	0.808	0.751	-0.075	-0.107	-0.15	-0.208
NCU02522	0.974	0.694	0.948	0.912	0.584	0.881	-0.281	-0.026	-0.328	-0.031
NCU02523	0.975	0.793	0.857	0.972	0.761	0.839	-0.182	-0.117	-0.211	-0.133
NCU02524	0.745	0.79	0.93	0.747	0.748	0.83	0.045	0.185	0.001	0.084
NCU02525	0.931	0.773	0.818	0.891	0.701	0.768	-0.158	-0.112	-0.189	-0.122
NCU02526	0.94	0.853	NA	0.887	0.806	NA	-0.087	NA	-0.08	NA
NCU02527	0.809	0.842	NA	0.743	0.773	NA	0.033	NA	0.03	NA
NCU02528	0.896	0.928	NA	0.812	0.845	NA	0.033	NA	0.033	NA
NCU02529	0.948	0.903	0.829	0.839	0.808	0.748	-0.044	-0.119	-0.031	-0.091
NCU02530	0.975	0.807	NA	0.944	0.746	NA	-0.167	NA	-0.198	NA
NCU02531	0.751	0.818	0.857	0.715	0.744	0.786	0.067	0.106	0.029	0.071
NCU02532	0.92	0.778	0.863	0.855	0.706	NA	-0.142	-0.057	-0.149	NA
NCU02533	0.911	0.854	NA	0.887	0.794	NA	-0.058	NA	-0.093	NA
NCU02534	0.939	0.911	0.794	0.88	0.777	0.714	-0.027	-0.145	-0.103	-0.166
NCU02535	0.766	0.931	NA	0.712	0.825	NA	0.164	NA	0.113	NA
NCU02536	0.836	0.74	0.866	0.787	0.661	0.818	-0.096	0.03	-0.126	0.031
NCU02538	0.974	0.792	NA	0.954	0.732	NA	-0.183	NA	-0.222	NA
NCU02539	0.948	0.816	NA	0.901	0.735	NA	-0.132	NA	-0.166	NA
NCU02540	0.975	0.904	0.767	0.942	0.895	0.745	-0.07	-0.208	-0.048	-0.197
NCU02541	0.974	0.731	0.769	0.927	0.608	0.735	-0.243	-0.205	-0.319	-0.192
NCU02542	0.948	0.911	0.824	0.821	0.853	0.772	-0.037	-0.124	0.033	-0.049
NCU02543	1	0.939	NA	0.973	0.801	NA	-0.061	NA	-0.173	NA
NCU02544	0.858	0.869	0.804	0.803	0.833	NA	0.011	-0.054	0.03	NA
NCU02545	0.956	0.992	NA	0.928	0.875	NA	0.036	NA	-0.053	NA
NCU02546	1	0.859	NA	0.965	0.811	NA	-0.141	NA	-0.154	NA
NCU02547	0.675	0.892	0.903	0.652	0.854	0.848	0.216	0.228	0.202	0.196
NCU02548	0.786	0.898	NA	0.787	0.81	NA	0.112	NA	0.023	NA
NCU02549	0.866	0.863	0.743	0.825	0.854	0.723	-0.003	-0.123	0.029	-0.102
NCU02550	0.846	0.912	0.818	0.79	0.835	0.726	0.066	-0.028	0.045	-0.064
NCU02552	1	0.838	0.795	0.901	0.748	NA	-0.162	-0.205	-0.153	NA
NCU02553	0.783	0.815	NA	0.707	0.786	NA	0.031	NA	0.079	NA
NCU02554	0.872	0.81	0.786	0.806	0.719	0.729	-0.062	-0.086	-0.088	-0.077
NCU02555	0.92	0.755	NA	0.791	0.719	NA	-0.165	NA	-0.071	NA
NCU02556	0.974	0.875	0.72	0.879	0.841	0.677	-0.1	-0.255	-0.038	-0.201
NCU02558	0.974	0.838	0.772	0.925	0.793	0.71	-0.137	-0.202	-0.131	-0.215
NCU02559	0.88	0.875	NA	0.846	0.833	NA	-0.005	NA	-0.013	NA
NCU02560	0.884	0.728	NA	0.832	0.67	NA	-0.156	NA	-0.162	NA
NCU02561	0.983	0.906	0.832	0.859	0.767	0.777	-0.077	-0.151	-0.092	-0.081
NCU02562	0.839	0.832	NA	0.816	0.781	NA	-0.008	NA	-0.035	NA
NCU02563	0.975	0.729	NA	0.894	0.738	NA	-0.245	NA	-0.156	NA
NCU02564	0.876	0.827	0.855	0.771	0.814	0.795	-0.049	-0.021	0.044	0.025
NCU02565	0.832	0.827	NA	0.804	0.827	NA	-0.004	NA	0.023	NA
NCU02566	0.863	0.664	0.755	0.724	0.657	0.685	-0.199	-0.108	-0.067	-0.039
NCU02567	0.918	0.879	NA	0.783	0.742	NA	-0.039	NA	-0.041	NA
NCU02568	0.94	0.807	0.818	0.865	0.67	0.741	-0.133	-0.122	-0.195	-0.124
NCU02570	0.983	0.679	0.909	0.961	0.652	0.859	-0.303	-0.074	-0.308	-0.102
NCU02571	0.94	0.807	0.876	0.905	0.794	0.853	-0.133	-0.064	-0.111	-0.052
NCU02572	0.957	0.821	NA	0.847	0.797	NA	-0.137	NA	-0.05	NA
NCU02573	0.899	0.821	0.863	0.854	0.68	NA	-0.078	-0.035	-0.174	NA
NCU02574	0.719	0.797	NA	0.622	0.789	NA	0.078	NA	0.167	NA
NCU02575	0.859	0.702	NA	0.816	0.67	NA	-0.157	NA	-0.146	NA
NCU02576	0.817	0.807	0.811	0.746	0.769	0.724	-0.01	-0.006	0.023	-0.022
NCU02577	0.868	0.957	0.814	0.861	0.906	0.746	0.089	-0.055	0.045	-0.115
NCU02578	0.957	0.791	0.805	0.895	0.744	0.709	-0.167	-0.152	-0.152	-0.186
NCU02579	0.792	0.859	NA	0.713	0.763	NA	0.067	NA	0.05	NA
NCU02580	0.948	0.886	NA	0.897	0.8	NA	-0.062	NA	-0.097	NA
NCU02582	0.903	0.903	0.871	0.79	0.85	0.85	0	-0.032	0.061	0.06
NCU02583	0.892	0.923	NA	0.78	0.844	NA	0.03	NA	0.064	NA
NCU02584	0.859	0.892	NA	0.818	0.801	NA	0.033	NA	-0.016	NA
NCU02585	0.832	0.857	0.957	0.751	0.837	0.93	0.025	0.126	0.086	0.179
NCU02586	0.859	0.992	NA	0.788	0.859	NA	0.133	NA	0.07	NA
NCU02587	0.975	0.928	NA	0.925	0.844	NA	-0.046	NA	-0.081	NA
NCU02588	0.992	0.809	NA	0.959	0.694	NA	-0.183	NA	-0.265	NA
NCU02589	0.975	0.757	NA	0.943	0.656	NA	-0.217	NA	-0.286	NA
NCU02590	0.869	0.797	0.765	0.786	0.811	0.644	-0.072	-0.104	0.025	-0.142
NCU02591	0.892	0.956	NA	0.807	0.769	NA	0.064	NA	-0.038	NA
NCU02592	0.892	0.756	0.754	0.748	0.665	0.741	-0.136	-0.139	-0.082	-0.007
NCU02593	0.889	0.751	NA	0.877	0.7	NA	-0.138	NA	-0.177	NA
NCU02594	1	0.974	NA	0.918	0.935	NA	-0.026	NA	0.018	NA
NCU02595	0.948	0.901	NA	0.914	0.807	NA	-0.048	NA	-0.107	NA
NCU02596	0.683	0.992	0.872	0.626	0.895	0.824	0.309	0.19	0.269	0.198
NCU02597	0.81	0.819	NA	0.809	0.768	NA	0.009	NA	-0.04	NA
NCU02598	1	0.889	NA	0.882	0.844	NA	-0.111	NA	-0.038	NA
NCU02599	0.974	0.832	NA	0.98	0.784	NA	-0.143	NA	-0.197	NA
NCU02600	0.845	0.817	0.714	0.679	0.791	0.65	-0.029	-0.131	0.112	-0.029
NCU02601	0.911	0.769	0.728	0.867	0.686	0.718	-0.142	-0.184	-0.18	-0.149
NCU02602	1	0.832	NA	0.936	0.798	NA	-0.168	NA	-0.138	NA
NCU02603	0.975	0.717	NA	0.901	0.699	NA	-0.258	NA	-0.202	NA
NCU02604	0.974	0.974	NA	0.9	0.852	NA	0	NA	-0.048	NA
NCU02605	0.956	0.801	NA	0.864	0.774	NA	-0.155	NA	-0.09	NA
NCU02606	0.867	0.859	NA	0.86	0.836	NA	-0.009	NA	-0.024	NA
NCU02607	0.877	0.766	NA	0.832	0.721	NA	-0.11	NA	-0.111	NA
NCU02608	0.721	0.867	0.892	0.62	0.865	0.856	0.147	0.172	0.245	0.236
NCU02609	0.974	0.901	0.755	0.887	0.86	0.616	-0.074	-0.219	-0.027	-0.27
NCU02610	0.931	0.853	0.992	0.908	0.771	0.844	-0.077	0.061	-0.138	-0.065
NCU02611	0.867	0.828	0.836	0.805	0.773	0.799	-0.039	-0.032	-0.032	-0.005
NCU02612	0.88	0.903	NA	0.8	0.852	NA	0.023	NA	0.052	NA
NCU02613	0.868	0.832	0.866	0.774	0.764	0.77	-0.037	-0.002	-0.01	-0.004
NCU02614	0.93	0.832	0.866	0.907	0.798	0.77	-0.099	-0.064	-0.109	-0.137
NCU02615	0.975	0.825	NA	0.928	0.759	NA	-0.15	NA	-0.169	NA
NCU02616	0.694	0.948	NA	0.645	0.88	NA	0.254	NA	0.235	NA
NCU02617	0.792	0.824	0.731	0.828	0.835	0.711	0.032	-0.06	0.007	-0.116
NCU02618	0.903	1	0.793	0.884	0.927	0.761	0.097	-0.11	0.043	-0.123
NCU02619	0.983	0.875	0.832	0.892	0.782	NA	-0.108	-0.151	-0.11	NA
NCU02620	0.957	0.781	0.92	0.885	0.793	0.757	-0.176	-0.037	-0.092	-0.128
NCU02621	0.859	0.92	NA	0.785	0.857	NA	0.061	NA	0.072	NA
NCU02622	0.84	0.892	NA	0.763	0.762	NA	0.052	NA	-0.001	NA
NCU02623	0.931	0.797	0.884	0.935	0.696	0.799	-0.133	-0.046	-0.239	-0.136
NCU02624	0.931	0.863	NA	0.86	0.794	NA	-0.067	NA	-0.066	NA
NCU02625	1	1	NA	0.896	0.953	NA	0	NA	0.058	NA
NCU02626	0.983	0.728	0.745	0.917	0.675	0.634	-0.255	-0.238	-0.242	-0.283
NCU02627	0.708	0.871	0.788	0.615	0.772	0.747	0.162	0.079	0.157	0.132
NCU02628	0.957	0.821	0.892	0.88	0.815	0.87	-0.137	-0.065	-0.065	-0.01
NCU02629	0.911	0.983	0.866	0.781	0.876	0.796	0.072	-0.045	0.095	0.015
NCU02630	1	0.875	0.822	0.897	0.736	0.792	-0.125	-0.178	-0.16	-0.105
NCU02631	0.948	0.807	NA	0.873	0.807	NA	-0.14	NA	-0.066	NA
NCU02632	0.761	0.855	0.992	0.671	0.765	0.868	0.094	0.231	0.094	0.197
NCU02633	1	0.875	NA	0.895	0.82	NA	-0.125	NA	-0.074	NA
NCU02634	0.931	0.875	NA	0.87	0.826	NA	-0.055	NA	-0.044	NA
NCU02635	0.818	0.939	1	0.745	0.93	0.871	0.121	0.182	0.185	0.126
NCU02636	0.939	0.875	NA	0.859	0.866	NA	-0.064	NA	0.007	NA
NCU02637	0.92	0.821	0.796	0.865	0.79	0.676	-0.099	-0.124	-0.074	-0.189
NCU02638	0.721	0.732	0.859	0.69	0.717	0.731	0.012	0.138	0.027	0.041
NCU02639	1	0.816	0.805	0.988	0.801	NA	-0.184	-0.195	-0.187	NA
NCU02640	0.939	0.756	NA	0.921	0.732	NA	-0.183	NA	-0.189	NA
NCU02641	0.689	0.868	NA	0.696	0.783	NA	0.179	NA	0.086	NA
NCU02643	1	0.717	NA	0.934	0.725	NA	-0.283	NA	-0.209	NA
NCU02644	0.792	0.799	0.912	0.715	0.747	0.81	0.007	0.12	0.032	0.095
NCU02648	0.882	0.875	NA	0.787	0.839	NA	-0.006	NA	0.052	NA
NCU02650	0.94	0.863	NA	0.836	0.859	NA	-0.077	NA	0.023	NA
NCU02651	0.974	0.786	0.817	0.854	0.743	NA	-0.188	-0.158	-0.111	NA
NCU02652	0.853	0.838	0.811	0.832	0.783	0.798	-0.015	-0.042	-0.049	-0.034
NCU02653	0.948	0.855	NA	0.863	0.727	NA	-0.093	NA	-0.136	NA
NCU02654	0.974	0.93	0.832	0.901	0.918	0.81	-0.044	-0.143	0.017	-0.091
NCU02655	0.899	0.903	NA	0.85	0.815	NA	0.004	NA	-0.035	NA
NCU02656	0.903	0.903	0.761	0.778	0.88	NA	0	-0.142	0.102	NA
NCU02657	0.983	0.801	0.774	0.949	0.725	0.718	-0.182	-0.209	-0.224	-0.231
NCU02658	0.821	0.78	NA	0.824	0.712	NA	-0.041	NA	-0.112	NA
NCU02659	0.907	0.751	0.84	0.837	0.717	0.832	-0.157	-0.067	-0.12	-0.005
NCU02660	0.975	0.694	0.842	0.922	0.702	0.809	-0.281	-0.132	-0.22	-0.112
NCU02661	0.983	0.909	0.728	0.966	0.765	0.673	-0.074	-0.255	-0.201	-0.293
NCU02663	0.983	0.79	NA	0.879	0.695	NA	-0.193	NA	-0.184	NA
NCU02664	0.903	1	NA	0.736	0.903	NA	0.097	NA	0.167	NA
NCU02665	0.974	0.752	0.794	0.891	0.601	0.697	-0.222	-0.181	-0.29	-0.194
NCU02666	0.788	0.892	0.769	0.672	0.831	0.733	0.104	-0.019	0.159	0.062
NCU02668	0.918	0.79	0.714	0.925	0.781	0.659	-0.128	-0.203	-0.144	-0.266
NCU02669	0.896	0.761	0.768	0.792	0.718	0.695	-0.135	-0.128	-0.073	-0.097
NCU02670	0.731	0.923	0.862	0.668	0.764	0.738	0.191	0.131	0.096	0.07
NCU02671	0.974	0.94	0.683	0.904	0.832	0.625	-0.034	-0.292	-0.072	-0.28
NCU02672	1	0.683	NA	0.917	0.662	NA	-0.317	NA	-0.255	NA
NCU02673	0.884	0.94	NA	0.854	0.859	NA	0.056	NA	0.004	NA
NCU02674	0.828	0.792	0.855	0.786	0.784	0.8	-0.036	0.027	-0.002	0.014
NCU02675	0.975	0.805	NA	0.977	0.751	NA	-0.169	NA	-0.226	NA
NCU02676	0.792	0.913	0.784	0.66	0.783	NA	0.121	-0.008	0.123	NA
NCU02677	0.948	0.903	0.822	0.877	0.879	NA	-0.045	-0.126	0.001	NA
NCU02678	1	0.812	0.844	0.945	0.742	0.741	-0.188	-0.156	-0.203	-0.204
NCU02679	0.903	0.831	NA	0.78	0.782	NA	-0.073	NA	0.001	NA
NCU02680	0.957	0.872	0.702	0.872	0.823	0.665	-0.085	-0.255	-0.049	-0.207
NCU02681	0.948	0.832	0.783	0.876	0.73	0.736	-0.116	-0.164	-0.146	-0.14
NCU02682	0.983	0.931	0.768	0.882	0.831	0.687	-0.052	-0.215	-0.051	-0.194
NCU02683	1	0.892	0.761	0.956	0.755	0.644	-0.108	-0.239	-0.202	-0.312
NCU02684	0.903	0.816	NA	0.861	0.751	NA	-0.088	NA	-0.11	NA
NCU02685	0.974	0.886	NA	0.878	0.876	NA	-0.089	NA	-0.002	NA
NCU02686	0.957	0.797	NA	0.881	0.679	NA	-0.161	NA	-0.202	NA
NCU02687	0.869	0.833	NA	0.801	0.758	NA	-0.036	NA	-0.043	NA
NCU02688	0.931	0.886	0.799	0.873	0.832	0.745	-0.045	-0.131	-0.041	-0.128
NCU02689	0.903	0.845	0.815	0.836	0.774	0.749	-0.058	-0.088	-0.062	-0.087
NCU02690	0.983	0.81	0.743	0.922	0.7	0.746	-0.173	-0.239	-0.221	-0.176
NCU02691	0.93	0.94	0.886	0.832	0.816	0.791	0.01	-0.044	-0.016	-0.041
NCU02692	0.827	0.761	NA	0.752	0.713	NA	-0.066	NA	-0.039	NA
NCU02693	0.957	0.868	1	0.871	0.767	0.871	-0.089	0.043	-0.104	0
NCU02694	0.78	0.875	0.939	0.693	0.76	0.838	0.095	0.159	0.067	0.146
NCU02695	0.974	0.719	NA	0.881	0.711	NA	-0.255	NA	-0.169	NA
NCU02696	0.832	0.886	NA	0.77	0.876	NA	0.054	NA	0.106	NA
NCU02697	0.859	0.915	0.818	0.81	0.823	0.71	0.056	-0.041	0.013	-0.101
NCU02698	0.799	0.791	NA	0.75	0.747	NA	-0.008	NA	-0.003	NA
NCU02699	0.765	0.92	0.805	0.736	0.753	0.736	0.155	0.04	0.016	-0
NCU02700	0.939	0.783	NA	0.886	0.774	NA	-0.156	NA	-0.112	NA
NCU02701	0.818	0.907	0.766	0.716	0.869	0.719	0.089	-0.052	0.153	0.003
NCU02702	1	0.827	0.769	0.946	0.828	0.635	-0.173	-0.231	-0.118	-0.311
NCU02703	0.871	0.784	0.863	0.817	0.763	0.735	-0.087	-0.008	-0.055	-0.082
NCU02704	0.94	0.909	0.876	0.81	0.823	0.787	-0.031	-0.064	0.013	-0.023
NCU02705	0.975	0.751	NA	0.856	0.693	NA	-0.223	NA	-0.163	NA
NCU02706	0.94	0.928	0.838	0.806	0.872	0.841	-0.012	-0.102	0.066	0.035
NCU02707	0.983	0.884	0.92	0.889	0.798	0.778	-0.099	-0.062	-0.092	-0.112
NCU02710	0.94	0.822	NA	0.833	0.816	NA	-0.118	NA	-0.017	NA
NCU02711	0.94	0.838	0.799	0.82	0.767	0.76	-0.102	-0.141	-0.053	-0.06
NCU02712	0.975	0.838	0.832	0.848	0.78	0.718	-0.137	-0.143	-0.068	-0.13
NCU02713	0.94	0.816	0.818	0.884	0.72	0.771	-0.124	-0.122	-0.164	-0.113
NCU02716	0.992	0.75	NA	0.913	0.641	NA	-0.242	NA	-0.272	NA
NCU02717	0.983	0.832	NA	0.932	0.738	NA	-0.151	NA	-0.194	NA
NCU02718	0.92	0.886	0.818	0.857	0.82	0.744	-0.034	-0.102	-0.037	-0.113
NCU02719	0.869	0.691	0.868	0.834	0.642	0.831	-0.178	-0	-0.192	-0.003
NCU02720	1	0.875	NA	0.894	0.811	NA	-0.125	NA	-0.083	NA
NCU02721	0.853	0.797	NA	0.784	0.817	NA	-0.056	NA	0.033	NA
NCU02722	1	0.786	NA	0.926	0.738	NA	-0.214	NA	-0.188	NA
NCU02723	0.94	0.829	0.807	0.835	0.789	0.699	-0.111	-0.133	-0.046	-0.136
NCU02724	0.992	0.898	0.702	0.912	0.794	0.644	-0.094	-0.289	-0.118	-0.268
NCU02725	1	0.889	0.73	0.939	0.841	0.624	-0.111	-0.27	-0.098	-0.315
NCU02726	0.975	0.828	0.769	0.9	0.775	0.726	-0.146	-0.206	-0.125	-0.175
NCU02727	0.93	0.903	NA	0.885	0.848	NA	-0.027	NA	-0.037	NA
NCU02728	1	0.866	NA	0.937	0.797	NA	-0.134	NA	-0.14	NA
NCU02729	0.901	0.784	NA	0.831	0.772	NA	-0.117	NA	-0.06	NA
NCU02730	0.92	0.767	0.719	0.86	0.75	0.671	-0.153	-0.201	-0.11	-0.189
NCU02731	0.975	0.913	NA	0.819	0.868	NA	-0.061	NA	0.05	NA
NCU02732	0.94	0.801	0.714	0.83	0.737	0.652	-0.139	-0.226	-0.092	-0.177
NCU02733	0.797	0.755	0.838	0.776	0.653	0.761	-0.042	0.04	-0.123	-0.015
NCU02734	0.94	0.816	0.811	0.844	0.729	0.703	-0.124	-0.129	-0.115	-0.141
NCU02735	0.871	0.747	NA	0.807	0.65	NA	-0.124	NA	-0.157	NA
NCU02736	0.956	0.92	0.875	0.931	0.826	0.806	-0.035	-0.081	-0.105	-0.125
NCU02737	0.884	0.974	0.836	0.783	0.875	0.755	0.09	-0.048	0.093	-0.028
NCU02738	0.859	0.825	0.872	0.789	0.794	0.811	-0.034	0.013	0.005	0.022
NCU02739	0.925	0.904	0.745	0.828	0.828	0.671	-0.02	-0.179	-0	-0.157
NCU02740	0.956	0.788	NA	0.889	0.792	NA	-0.168	NA	-0.096	NA
NCU02741	0.957	0.886	NA	0.851	0.724	NA	-0.071	NA	-0.127	NA
NCU02742	1	0.975	0.845	0.819	0.834	0.768	-0.025	-0.155	0.015	-0.051
NCU02743	0.903	0.875	0.868	0.784	0.837	NA	-0.028	-0.035	0.053	NA
NCU02744	1	0.975	NA	0.926	0.863	NA	-0.025	NA	-0.062	NA
NCU02745	0.975	0.79	0.771	0.889	0.745	0.648	-0.185	-0.204	-0.144	-0.242
NCU02746	0.975	0.739	0.755	0.875	0.715	NA	-0.236	-0.219	-0.16	NA
NCU02747	0.903	0.903	NA	0.834	0.752	NA	0	NA	-0.082	NA
NCU02748	0.983	0.755	0.717	0.868	0.698	0.674	-0.228	-0.266	-0.171	-0.194
NCU02749	0.739	0.911	0.795	0.732	0.743	0.752	0.172	0.056	0.011	0.02
NCU02750	0.974	0.717	NA	0.849	0.744	NA	-0.257	NA	-0.105	NA
NCU02751	0.94	0.859	0.799	0.896	0.795	0.722	-0.081	-0.141	-0.102	-0.175
NCU02752	0.765	0.817	0.818	0.71	0.72	0.799	0.052	0.054	0.011	0.089
NCU02753	0.899	0.898	0.725	0.817	0.757	0.653	-0.001	-0.174	-0.06	-0.164
NCU02754	0.821	0.729	0.732	0.755	0.642	0.705	-0.091	-0.088	-0.113	-0.05
NCU02755	0.855	0.824	0.863	0.795	0.764	0.778	-0.031	0.008	-0.031	-0.017
NCU02757	0.859	0.889	0.769	0.784	0.73	0.75	0.03	-0.09	-0.054	-0.034
NCU02758	0.825	0.918	NA	0.769	0.801	NA	0.093	NA	0.032	NA
NCU02759	0.948	0.831	0.761	0.88	0.803	0.679	-0.117	-0.187	-0.077	-0.201
NCU02761	1	0.992	0.898	0.948	0.828	0.866	-0.008	-0.102	-0.12	-0.082
NCU02762	1	0.818	0.788	0.968	0.726	0.744	-0.182	-0.212	-0.241	-0.224
NCU02764	0.983	0.898	0.884	0.891	0.814	0.774	-0.085	-0.099	-0.077	-0.117
NCU02765	1	0.804	NA	0.906	0.757	NA	-0.196	NA	-0.15	NA
NCU02767	0.992	0.859	0.898	0.944	0.738	0.82	-0.133	-0.094	-0.206	-0.123
NCU02769	0.884	0.855	NA	0.857	0.776	NA	-0.03	NA	-0.081	NA
NCU02770	0.889	0.912	NA	0.837	0.835	NA	0.022	NA	-0.003	NA
