# scores_kozak_Sc.txt
# Scores of ATG context against Kozak sequence, Scerevisiae S288C
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: Sc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
YEL050W-A	0.79	0.884	NA	0.782	0.778	NA	0.094	NA	-0.003	NA
YEL051W	1	0.675	NA	0.893	0.653	NA	-0.325	NA	-0.24	NA
YEL052W	0.911	0.838	NA	0.8	0.786	NA	-0.073	NA	-0.014	NA
YEL053C	0.844	0.815	NA	0.747	0.787	NA	-0.029	NA	0.041	NA
YEL053W-A	0.764	0.901	NA	0.737	0.873	NA	0.137	NA	0.136	NA
YEL054C	1	0.838	NA	0.955	0.796	NA	-0.162	NA	-0.159	NA
YEL055C	1	0.813	NA	0.951	0.71	NA	-0.187	NA	-0.241	NA
YEL056W	0.902	0.786	NA	0.867	0.722	NA	-0.116	NA	-0.145	NA
YEL057C	0.843	0.815	0.982	0.827	0.812	0.892	-0.028	0.139	-0.015	0.065
YEL058W	0.845	0.881	NA	0.806	0.858	NA	0.036	NA	0.052	NA
YEL059C-A	0.786	0.86	NA	0.785	0.767	NA	0.074	NA	-0.019	NA
YEL059W	0.843	0.686	NA	0.744	0.642	NA	-0.156	NA	-0.102	NA
YEL060C	0.958	0.923	NA	0.92	0.875	NA	-0.036	NA	-0.045	NA
YEL061C	0.765	1	NA	0.739	0.939	NA	0.235	NA	0.2	NA
YEL062W	0.815	0.911	NA	0.757	0.874	NA	0.096	NA	0.117	NA
YEL063C	0.901	0.754	NA	0.804	0.687	NA	-0.148	NA	-0.117	NA
YEL064C	0.886	0.774	0.832	0.79	0.757	0.808	-0.112	-0.055	-0.033	0.018
YEL065W	0.946	0.878	NA	0.883	0.77	NA	-0.068	NA	-0.113	NA
YEL066W	0.857	0.806	NA	0.723	0.737	NA	-0.05	NA	0.014	NA
YEL067C	0.788	0.844	NA	0.719	0.791	NA	0.055	NA	0.072	NA
YEL068C	0.88	0.756	NA	0.827	0.679	NA	-0.124	NA	-0.148	NA
YEL069C	1	0.86	NA	1	0.822	NA	-0.14	NA	-0.178	NA
YEL070W	0.938	0.764	NA	0.951	0.741	NA	-0.174	NA	-0.21	NA
YEL071W	0.902	0.852	0.982	0.864	0.795	0.815	-0.05	0.08	-0.069	-0.048
YEL072W	0.857	0.798	NA	0.861	0.766	NA	-0.058	NA	-0.095	NA
YEL073C	0.904	0.684	NA	0.864	0.619	NA	-0.22	NA	-0.245	NA
YEL074W	0.947	0.831	NA	0.891	0.743	NA	-0.116	NA	-0.149	NA
YEL075C	0.959	0.86	NA	0.944	0.79	NA	-0.099	NA	-0.154	NA
YEL075W-A	0.964	0.763	NA	0.852	0.734	NA	-0.201	NA	-0.118	NA
YEL076C-A	0.839	0.786	NA	0.797	0.702	NA	-0.053	NA	-0.095	NA
YEL076C	0.839	0.786	NA	0.797	0.702	NA	-0.053	NA	-0.095	NA
YEL077C	0.839	0.839	NA	0.76	0.76	NA	0	NA	0	NA
YEL077W-A	0.729	NA	NA	0.729	NA	NA	NA	NA	NA	NA
YER001W	0.843	0.919	NA	0.776	0.842	NA	0.076	NA	0.065	NA
YER002W	0.923	0.958	NA	0.811	0.936	NA	0.036	NA	0.125	NA
YER003C	0.947	0.802	NA	0.902	0.747	NA	-0.146	NA	-0.155	NA
YER004W	0.922	0.805	NA	0.891	0.726	NA	-0.117	NA	-0.165	NA
YER005W	0.754	0.857	NA	0.669	0.832	NA	0.103	NA	0.162	NA
YER006C-A	0.903	0.795	NA	0.834	0.812	NA	-0.108	NA	-0.022	NA
YER006W	0.959	0.881	NA	0.911	0.819	NA	-0.078	NA	-0.091	NA
YER007C-A	0.86	0.881	NA	0.815	0.866	NA	0.021	NA	0.051	NA
YER007W	0.827	0.795	NA	0.789	NA	NA	-0.033	NA	NA	NA
YER008C	0.861	0.904	NA	0.819	0.857	NA	0.043	NA	0.039	NA
YER009W	0.923	0.937	NA	0.865	0.862	NA	0.015	NA	-0.002	NA
YER010C	0.883	0.764	NA	0.772	0.669	NA	-0.119	NA	-0.103	NA
YER011W	1	0.922	NA	0.98	0.85	NA	-0.078	NA	-0.13	NA
YER012W	0.937	0.774	NA	0.912	0.785	NA	-0.164	NA	-0.127	NA
YER013W	0.896	0.774	NA	0.846	0.68	NA	-0.122	NA	-0.166	NA
YER014C-A	1	0.807	NA	0.92	0.744	NA	-0.193	NA	-0.177	NA
YER014W	0.923	0.824	NA	0.816	0.749	NA	-0.098	NA	-0.067	NA
YER015W	0.938	0.824	0.762	0.798	0.715	0.715	-0.114	-0.177	-0.083	-0.082
YER016W	0.901	0.79	NA	0.778	0.726	NA	-0.111	NA	-0.052	NA
YER017C	0.86	NA	NA	0.836	NA	NA	NA	NA	NA	NA
YER018C	0.921	0.755	NA	0.883	0.675	NA	-0.167	NA	-0.208	NA
YER019C-A	0.921	0.779	0.87	0.865	0.722	0.731	-0.142	-0.051	-0.143	-0.135
YER019W	0.822	0.896	NA	0.756	0.879	NA	0.074	NA	0.123	NA
YER020W	0.87	0.946	NA	0.832	0.817	NA	0.076	NA	-0.015	NA
YER021W	0.88	0.901	NA	0.84	0.823	NA	0.021	NA	-0.018	NA
YER022W	0.946	0.774	NA	0.932	0.725	NA	-0.172	NA	-0.207	NA
YER023C-A	0.754	0.86	NA	0.755	0.778	NA	0.106	NA	0.023	NA
YER023W	0.876	0.798	NA	0.844	0.683	NA	-0.077	NA	-0.161	NA
YER024W	0.911	0.869	NA	0.868	0.842	NA	-0.042	NA	-0.026	NA
YER025W	0.885	0.94	NA	0.815	0.886	NA	0.056	NA	0.071	NA
YER026C	1	0.81	NA	0.961	0.742	NA	-0.19	NA	-0.22	NA
YER027C	0.938	0.88	NA	0.857	0.85	NA	-0.058	NA	-0.007	NA
YER028C	0.822	0.886	NA	0.789	0.756	NA	0.064	NA	-0.033	NA
YER029C	0.857	0.94	NA	0.876	0.866	NA	0.084	NA	-0.01	NA
YER030W	0.964	0.902	0.832	0.873	0.865	0.805	-0.062	-0.132	-0.008	-0.069
YER031C	0.964	0.719	NA	0.872	0.673	NA	-0.244	NA	-0.199	NA
YER032W	0.824	0.929	NA	0.769	0.877	NA	0.105	NA	0.109	NA
YER033C	0.893	0.765	NA	0.871	0.683	NA	-0.128	NA	-0.188	NA
YER034W	0.883	0.764	NA	0.858	NA	NA	-0.119	NA	NA	NA
YER035W	0.946	0.763	NA	0.869	0.74	NA	-0.183	NA	-0.129	NA
YER036C	0.938	0.896	NA	0.884	0.792	NA	-0.042	NA	-0.092	NA
YER037W	0.911	0.726	0.807	0.798	0.755	0.83	-0.185	-0.104	-0.043	0.032
YER038C	0.893	0.796	NA	0.817	0.763	NA	-0.097	NA	-0.055	NA
YER038W-A	0.921	0.821	NA	0.881	0.731	NA	-0.1	NA	-0.151	NA
YER039C-A	0.902	0.869	NA	0.801	0.818	NA	-0.033	NA	0.017	NA
YER039C	0.806	0.717	NA	0.697	0.708	NA	-0.089	NA	0.011	NA
YER040W	0.893	0.675	NA	0.853	0.635	NA	-0.218	NA	-0.217	NA
YER041W	0.923	0.938	NA	0.83	0.854	NA	0.016	NA	0.024	NA
YER042W	0.86	0.859	NA	0.834	0.834	NA	-0.001	NA	-0	NA
YER043C	0.838	0.87	NA	0.843	0.786	NA	0.031	NA	-0.057	NA
YER044C-A	0.807	0.876	NA	0.743	0.813	NA	0.068	NA	0.07	NA
YER044C	0.886	0.901	NA	0.806	0.811	NA	0.015	NA	0.005	NA
YER045C	0.859	0.825	0.824	0.864	0.777	0.808	-0.035	-0.035	-0.086	-0.056
YER046W-A	0.884	0.717	NA	0.793	0.661	NA	-0.166	NA	-0.132	NA
YER046W	0.822	0.923	NA	0.785	0.888	NA	0.1	NA	0.103	NA
YER047C	0.884	0.779	NA	0.796	0.779	NA	-0.105	NA	-0.018	NA
YER048C	0.861	0.861	0.815	0.808	0.772	0.752	-0	-0.045	-0.036	-0.055
YER048W-A	0.937	0.921	NA	0.886	0.881	NA	-0.016	NA	-0.005	NA
YER049W	0.923	0.719	NA	0.811	0.713	NA	-0.203	NA	-0.098	NA
YER050C	0.779	0.896	0.731	0.793	0.864	0.763	0.118	-0.047	0.071	-0.031
YER051W	0.86	0.896	NA	0.779	0.81	NA	0.036	NA	0.03	NA
YER052C	0.79	0.779	NA	0.779	0.759	NA	-0.011	NA	-0.02	NA
YER053C-A	0.923	0.849	NA	0.87	0.83	NA	-0.074	NA	-0.04	NA
YER053C	0.869	0.745	0.77	0.786	0.736	0.711	-0.124	-0.098	-0.05	-0.075
YER054C	0.964	0.921	NA	0.883	0.809	NA	-0.042	NA	-0.075	NA
YER055C	1	0.764	NA	0.92	0.757	NA	-0.236	NA	-0.163	NA
YER056C-A	0.958	0.929	NA	0.918	0.804	NA	-0.029	NA	-0.113	NA
YER056C	0.921	0.964	NA	0.877	0.842	NA	0.042	NA	-0.034	NA
YER057C	0.902	0.763	NA	0.825	0.748	NA	-0.139	NA	-0.077	NA
YER058W	0.855	0.884	NA	0.781	0.732	NA	0.029	NA	-0.049	NA
YER059W	0.779	0.893	NA	0.718	0.839	NA	0.114	NA	0.121	NA
YER060W-A	0.859	0.849	NA	0.811	0.842	NA	-0.011	NA	0.031	NA
YER060W	0.938	0.919	NA	0.856	0.86	NA	-0.019	NA	0.004	NA
YER061C	0.937	0.849	NA	0.883	0.807	NA	-0.089	NA	-0.076	NA
YER062C	0.841	0.765	NA	0.849	0.72	NA	-0.075	NA	-0.129	NA
YER063W	0.923	0.921	NA	0.848	0.793	NA	-0.001	NA	-0.055	NA
YER064C	0.94	0.762	NA	0.895	0.733	NA	-0.179	NA	-0.162	NA
YER065C	1	0.825	NA	0.917	0.792	NA	-0.175	NA	-0.125	NA
YER066C-A	0.815	0.824	NA	0.796	0.806	NA	0.008	NA	0.01	NA
YER066W	0.815	0.896	NA	0.737	NA	NA	0.081	NA	NA	NA
YER067C-A	0.768	0.862	NA	0.76	0.761	NA	0.094	NA	0.001	NA
YER067W	0.843	0.802	0.726	0.793	0.745	0.724	-0.041	-0.118	-0.048	-0.07
YER068C-A	0.886	0.765	NA	0.769	0.709	NA	-0.121	NA	-0.06	NA
YER068W	0.946	NA	NA	0.876	NA	NA	NA	NA	NA	NA
YER069W	0.884	0.797	NA	0.794	0.776	NA	-0.087	NA	-0.017	NA
YER070W	0.893	0.717	NA	0.863	0.702	NA	-0.176	NA	-0.161	NA
YER071C	1	0.782	NA	0.937	0.822	NA	-0.218	NA	-0.115	NA
YER072W	0.92	0.779	NA	0.838	0.746	NA	-0.141	NA	-0.092	NA
YER073W	0.937	0.875	NA	0.893	0.815	NA	-0.063	NA	-0.079	NA
YER074W-A	0.798	0.848	NA	0.749	0.8	NA	0.05	NA	0.051	NA
YER074W	0.937	0.779	NA	0.903	0.783	NA	-0.158	NA	-0.121	NA
YER075C	0.87	0.72	NA	0.854	0.691	NA	-0.15	NA	-0.163	NA
YER076C	1	0.745	NA	0.865	0.735	NA	-0.255	NA	-0.13	NA
YER076W-A	0.797	0.675	NA	0.777	0.612	NA	-0.122	NA	-0.165	NA
YER077C	0.958	0.88	NA	0.938	0.842	NA	-0.078	NA	-0.096	NA
YER078C	0.834	0.745	NA	0.774	0.705	NA	-0.09	NA	-0.069	NA
YER078W-A	0.807	0.852	NA	0.737	0.82	NA	0.045	NA	0.083	NA
YER079C-A	0.765	0.844	NA	0.753	0.784	NA	0.079	NA	0.031	NA
YER079W	0.964	0.958	NA	0.921	0.858	NA	-0.005	NA	-0.063	NA
YER080W	0.869	0.843	NA	0.836	0.744	NA	-0.026	NA	-0.092	NA
YER081W	0.901	0.839	NA	0.845	0.822	NA	-0.062	NA	-0.024	NA
YER082C	0.946	0.964	NA	0.877	0.918	NA	0.018	NA	0.042	NA
YER083C	0.938	0.901	NA	0.852	0.857	NA	-0.037	NA	0.004	NA
YER084W-A	0.806	0.702	NA	0.814	0.689	NA	-0.104	NA	-0.126	NA
YER084W	0.947	0.754	NA	0.851	0.756	NA	-0.193	NA	-0.095	NA
YER085C	0.946	0.959	NA	0.902	0.905	NA	0.013	NA	0.003	NA
YER086W	0.86	0.884	NA	0.851	0.835	NA	0.024	NA	-0.016	NA
YER087C-A	0.795	0.832	NA	0.754	0.769	NA	0.036	NA	0.015	NA
YER087C-B	0.946	0.774	NA	0.896	0.76	NA	-0.172	NA	-0.136	NA
YER087W	0.849	0.834	NA	0.789	0.753	NA	-0.015	NA	-0.037	NA
YER088C-A	0.771	0.844	NA	0.739	0.768	NA	0.073	NA	0.03	NA
YER088C	0.842	0.851	NA	0.757	0.78	NA	0.009	NA	0.023	NA
YER088W-B	0.923	0.88	NA	0.87	NA	NA	-0.043	NA	NA	NA
YER089C	1	0.86	NA	0.969	0.785	NA	-0.14	NA	-0.183	NA
YER090C-A	0.938	NA	NA	0.879	NA	NA	NA	NA	NA	NA
YER090W	1	0.982	NA	0.916	0.858	NA	-0.018	NA	-0.058	NA
YER091C-A	1	0.849	NA	0.884	0.774	NA	-0.151	NA	-0.11	NA
YER091C	1	0.729	NA	0.949	0.723	NA	-0.271	NA	-0.226	NA
YER092W	1	0.937	NA	0.945	0.868	NA	-0.063	NA	-0.077	NA
YER093C-A	0.902	0.852	NA	0.866	0.728	NA	-0.05	NA	-0.138	NA
YER093C	0.946	0.814	NA	0.903	0.804	NA	-0.131	NA	-0.099	NA
YER094C	1	0.818	0.849	0.99	0.713	0.749	-0.182	-0.151	-0.278	-0.241
YER095W	0.79	0.729	NA	0.736	0.655	NA	-0.061	NA	-0.081	NA
YER096W	0.946	0.718	NA	0.872	NA	NA	-0.228	NA	NA	NA
YER097W	0.781	0.848	NA	0.774	0.745	NA	0.067	NA	-0.029	NA
YER098W	1	0.958	NA	0.926	0.893	NA	-0.042	NA	-0.033	NA
YER099C	0.861	0.842	0.839	0.804	0.803	0.749	-0.019	-0.022	-0.002	-0.056
YER100W	0.901	0.729	NA	0.881	0.687	NA	-0.172	NA	-0.194	NA
YER101C	0.958	0.86	NA	0.842	0.831	NA	-0.099	NA	-0.01	NA
YER102W	1	0.964	0.752	0.909	0.873	0.739	-0.036	-0.248	-0.036	-0.17
YER103W	0.911	0.795	NA	0.899	0.75	NA	-0.116	NA	-0.148	NA
YER104W	0.86	0.731	NA	0.798	0.76	NA	-0.129	NA	-0.038	NA
YER105C	0.818	0.896	NA	0.803	0.762	NA	0.077	NA	-0.041	NA
YER106W	1	0.824	NA	0.951	0.783	NA	-0.176	NA	-0.167	NA
YER107C	0.902	0.86	NA	0.75	0.776	NA	-0.042	NA	0.027	NA
YER107W-A	0.947	0.848	NA	0.821	0.741	NA	-0.099	NA	-0.08	NA
YER110C	0.923	0.774	NA	0.849	0.74	NA	-0.149	NA	-0.11	NA
YER111C	0.911	0.765	NA	0.847	0.71	NA	-0.146	NA	-0.137	NA
YER112W	0.83	0.893	NA	0.793	0.835	NA	0.063	NA	0.041	NA
YER113C	1	0.804	NA	0.927	0.796	NA	-0.196	NA	-0.131	NA
YER114C	0.958	0.901	NA	0.914	NA	NA	-0.057	NA	NA	NA
YER115C	0.745	0.822	0.782	0.752	0.779	0.744	0.077	0.037	0.027	-0.008
YER116C	0.702	0.922	NA	0.703	0.795	NA	0.22	NA	0.092	NA
YER117W	1	0.87	NA	0.94	0.764	NA	-0.13	NA	-0.175	NA
YER118C	0.938	0.752	NA	0.867	0.722	NA	-0.186	NA	-0.144	NA
YER119C-A	0.86	0.77	NA	0.835	0.692	NA	-0.09	NA	-0.144	NA
YER119C	0.79	0.771	NA	0.702	0.727	NA	-0.019	NA	0.025	NA
YER120W	0.859	0.83	NA	0.777	0.792	NA	-0.03	NA	0.014	NA
YER121W	0.906	0.937	NA	0.857	0.813	NA	0.031	NA	-0.044	NA
YER122C	0.886	0.922	NA	0.843	0.869	NA	0.036	NA	0.026	NA
YER123W	0.958	0.884	NA	0.906	0.796	NA	-0.075	NA	-0.11	NA
YER124C	0.861	0.806	NA	0.837	0.787	NA	-0.054	NA	-0.05	NA
YER125W	1	0.806	NA	0.967	0.752	NA	-0.194	NA	-0.214	NA
YER126C	0.964	0.851	NA	0.891	0.844	NA	-0.113	NA	-0.047	NA
YER127W	0.921	0.83	NA	0.886	0.785	NA	-0.091	NA	-0.101	NA
YER128W	0.923	0.884	NA	0.91	0.853	NA	-0.038	NA	-0.056	NA
YER129W	0.87	0.77	NA	0.807	0.709	NA	-0.099	NA	-0.098	NA
YER130C	0.869	0.852	NA	0.835	0.812	NA	-0.017	NA	-0.023	NA
YER131W	0.802	0.855	0.859	0.802	0.75	0.801	0.053	0.058	-0.052	-0.001
YER132C	1	0.746	NA	0.89	0.722	NA	-0.254	NA	-0.168	NA
YER133W-A	0.86	0.884	NA	0.841	0.788	NA	0.025	NA	-0.053	NA
YER133W	0.937	0.923	NA	0.908	0.872	NA	-0.015	NA	-0.036	NA
YER134C	0.861	0.901	NA	0.763	0.899	NA	0.04	NA	0.136	NA
YER135C	0.869	0.844	NA	0.812	NA	NA	-0.025	NA	NA	NA
YER136W	0.946	0.796	NA	0.863	0.753	NA	-0.15	NA	-0.11	NA
YER137C	0.859	0.923	NA	0.856	0.88	NA	0.064	NA	0.024	NA
YER137W-A	0.754	0.87	NA	0.689	0.747	NA	0.116	NA	0.059	NA
YER138W-A	0.922	0.745	NA	0.901	0.702	NA	-0.177	NA	-0.2	NA
YER139C	0.937	0.754	NA	0.909	0.711	NA	-0.183	NA	-0.198	NA
YER140W	0.763	0.754	NA	0.709	0.636	NA	-0.009	NA	-0.073	NA
YER141W	0.83	0.822	NA	0.793	0.819	NA	-0.008	NA	0.026	NA
YER142C	0.83	0.782	NA	0.781	0.779	NA	-0.048	NA	-0.002	NA
YER143W	0.958	0.876	NA	0.892	0.802	NA	-0.083	NA	-0.09	NA
YER144C	0.883	0.788	NA	0.827	0.767	NA	-0.095	NA	-0.06	NA
YER145C-A	0.88	0.807	NA	0.775	0.744	NA	-0.072	NA	-0.031	NA
YER145C	0.83	0.87	NA	0.774	0.779	NA	0.039	NA	0.006	NA
YER146W	0.982	0.937	NA	0.839	0.845	NA	-0.044	NA	0.006	NA
YER147C-A	0.762	NA	NA	0.756	NA	NA	NA	NA	NA	NA
YER147C	0.795	0.834	NA	0.739	0.816	NA	0.038	NA	0.076	NA
YER148W-A	0.848	0.917	NA	0.827	0.888	NA	0.069	NA	0.061	NA
YER148W	0.902	0.738	NA	0.85	0.73	NA	-0.164	NA	-0.121	NA
YER149C	0.79	0.881	NA	0.747	0.851	NA	0.091	NA	0.104	NA
YER150W	0.964	0.771	NA	0.916	0.774	NA	-0.193	NA	-0.141	NA
YER151C	1	0.87	NA	0.97	0.892	NA	-0.13	NA	-0.078	NA
YER152C	0.824	0.787	NA	0.766	0.744	NA	-0.036	NA	-0.022	NA
YER152W-A	0.861	0.729	NA	0.747	0.668	NA	-0.132	NA	-0.079	NA
YER153C	0.83	0.815	NA	0.76	0.734	NA	-0.015	NA	-0.026	NA
YER154W	0.845	0.83	NA	0.749	0.785	NA	-0.014	NA	0.036	NA
YER155C	0.815	0.832	NA	0.735	0.767	NA	0.016	NA	0.032	NA
YER156C	0.735	1	NA	0.767	0.966	NA	0.265	NA	0.199	NA
YER157W	0.958	0.815	NA	0.893	0.813	NA	-0.143	NA	-0.08	NA
YER158C	0.851	0.712	NA	0.822	0.676	NA	-0.139	NA	-0.146	NA
YER158W-A	0.843	NA	NA	0.833	NA	NA	NA	NA	NA	NA
YER159C	0.83	0.87	0.84	0.823	0.833	0.82	0.04	0.01	0.009	-0.004
YER161C	0.839	0.921	NA	0.813	0.835	NA	0.082	NA	0.022	NA
YER162C	0.959	0.805	NA	0.855	0.759	NA	-0.153	NA	-0.096	NA
YER163C	0.875	0.857	NA	0.768	NA	NA	-0.018	NA	NA	NA
YER164W	0.923	0.804	NA	0.852	0.75	NA	-0.118	NA	-0.102	NA
YER165C-A	0.859	0.843	NA	0.77	0.768	NA	-0.016	NA	-0.002	NA
YER165W	0.959	0.94	NA	0.958	0.928	NA	-0.018	NA	-0.03	NA
YER166W	0.902	0.754	NA	0.808	0.694	NA	-0.148	NA	-0.115	NA
YER167W	0.763	0.884	NA	0.765	0.816	NA	0.121	NA	0.05	NA
YER168C	0.666	0.815	NA	0.664	0.766	NA	0.149	NA	0.102	NA
YER169W	0.911	0.745	NA	0.785	0.715	NA	-0.166	NA	-0.07	NA
YER170W	0.848	0.755	NA	0.785	0.758	NA	-0.093	NA	-0.027	NA
YER171W	0.964	0.843	NA	0.892	0.805	NA	-0.121	NA	-0.087	NA
YER172C-A	0.745	0.754	NA	0.684	0.697	NA	0.009	NA	0.013	NA
YER172C	1	0.791	NA	0.915	0.764	NA	-0.209	NA	-0.151	NA
YER173W	0.834	0.982	NA	0.788	0.961	NA	0.147	NA	0.173	NA
YER174C	0.938	0.83	NA	0.888	0.812	NA	-0.108	NA	-0.076	NA
YER175C	0.964	0.94	NA	0.877	0.886	NA	-0.023	NA	0.01	NA
YER175W-A	0.753	0.695	NA	0.763	0.725	NA	-0.058	NA	-0.038	NA
YER176W	0.904	0.717	NA	0.824	0.641	NA	-0.187	NA	-0.183	NA
YER177W	1	0.821	NA	0.963	0.733	NA	-0.179	NA	-0.23	NA
YER178W	0.779	0.771	NA	0.747	0.745	NA	-0.008	NA	-0.002	NA
YER179W	0.938	0.765	NA	0.888	0.737	NA	-0.173	NA	-0.151	NA
YER180C-A	0.886	1	NA	0.854	0.893	NA	0.114	NA	0.04	NA
YER180C	0.982	0.764	NA	0.886	NA	NA	-0.218	NA	NA	NA
YER181C	0.744	0.861	NA	0.778	0.797	NA	0.117	NA	0.019	NA
YER182W	0.94	0.893	NA	0.873	0.829	NA	-0.047	NA	-0.044	NA
YER183C	0.848	0.884	NA	0.856	0.803	NA	0.036	NA	-0.053	NA
YER184C	0.855	0.843	NA	0.815	0.748	NA	-0.012	NA	-0.067	NA
YER185W	0.982	0.923	NA	0.896	0.84	NA	-0.059	NA	-0.056	NA
YER186C	0.87	0.797	NA	0.827	0.712	NA	-0.073	NA	-0.115	NA
YER187W	0.791	0.786	NA	0.777	0.707	NA	-0.005	NA	-0.07	NA
YER188C-A	0.777	0.893	NA	0.735	0.854	NA	0.116	NA	0.119	NA
YER188W	0.964	NA	NA	0.906	NA	NA	NA	NA	NA	NA
YER189W	0.959	0.86	NA	0.944	0.79	NA	-0.099	NA	-0.154	NA
YER190C-A	0.746	0.729	NA	0.66	0.683	NA	-0.017	NA	0.023	NA
YER190C-B	0.729	NA	NA	0.729	NA	NA	NA	NA	NA	NA
YER190W	0.842	0.923	NA	0.816	0.819	NA	0.081	NA	0.003	NA
YFL001W	0.764	0.923	0.822	0.683	0.807	0.736	0.158	0.058	0.124	0.053
YFL002C	0.964	0.818	NA	0.953	0.753	NA	-0.146	NA	-0.2	NA
YFL003C	0.86	0.929	NA	0.848	0.87	NA	0.069	NA	0.022	NA
YFL004W	0.844	0.779	NA	0.79	0.735	NA	-0.065	NA	-0.056	NA
YFL005W	0.947	0.824	NA	0.898	0.777	NA	-0.124	NA	-0.122	NA
YFL007W	0.779	0.964	NA	0.721	0.867	NA	0.185	NA	0.147	NA
YFL008W	0.883	0.861	NA	0.817	0.871	NA	-0.022	NA	0.054	NA
YFL009W	0.881	0.806	0.781	0.778	0.763	0.709	-0.075	-0.1	-0.015	-0.069
YFL010C	0.901	0.765	NA	0.857	0.689	NA	-0.136	NA	-0.168	NA
YFL010W-A	0.923	0.726	NA	0.837	0.74	NA	-0.197	NA	-0.097	NA
YFL011W	0.802	0.88	NA	0.793	0.83	NA	0.077	NA	0.037	NA
YFL012W-A	0.74	0.87	NA	0.668	0.779	NA	0.13	NA	0.111	NA
YFL012W	0.958	0.745	0.745	0.889	0.728	0.708	-0.214	-0.214	-0.16	-0.181
YFL013C	0.958	0.795	NA	0.924	0.714	NA	-0.163	NA	-0.209	NA
YFL013W-A	0.982	0.843	NA	0.909	0.796	NA	-0.139	NA	-0.113	NA
YFL014W	0.964	0.79	NA	0.939	0.774	NA	-0.173	NA	-0.165	NA
YFL015C	0.848	0.77	NA	0.727	0.738	NA	-0.077	NA	0.012	NA
YFL015W-A	0.964	0.875	NA	0.938	0.769	NA	-0.089	NA	-0.169	NA
YFL016C	0.964	0.893	NA	0.917	0.858	NA	-0.071	NA	-0.059	NA
YFL017C	0.964	0.797	NA	0.924	0.748	NA	-0.167	NA	-0.176	NA
YFL017W-A	0.923	0.822	NA	0.872	0.782	NA	-0.1	NA	-0.091	NA
YFL018C	0.946	0.799	NA	0.897	0.785	NA	-0.146	NA	-0.112	NA
YFL019C	0.765	0.959	NA	0.729	0.912	NA	0.194	NA	0.183	NA
YFL020C	0.923	0.709	NA	0.913	0.693	NA	-0.214	NA	-0.22	NA
YFL021C-A	0.848	1	NA	0.842	0.946	NA	0.152	NA	0.104	NA
YFL021W	0.827	0.72	NA	0.736	0.667	NA	-0.107	NA	-0.069	NA
YFL022C	0.958	0.825	NA	0.895	0.861	NA	-0.134	NA	-0.034	NA
YFL023W	0.849	0.848	NA	0.807	0.808	NA	-0.001	NA	0.001	NA
YFL024C	0.922	0.848	NA	0.868	0.805	NA	-0.074	NA	-0.063	NA
YFL025C	0.821	0.822	NA	0.795	0.749	NA	0.001	NA	-0.046	NA
YFL026W	1	0.774	NA	0.951	NA	NA	-0.226	NA	NA	NA
YFL027C	0.881	0.958	NA	0.884	0.887	NA	0.077	NA	0.003	NA
YFL028C	0.94	0.763	NA	0.877	0.765	NA	-0.178	NA	-0.112	NA
YFL029C	0.83	0.831	NA	0.726	0.765	NA	0.001	NA	0.039	NA
YFL030W	0.922	0.765	NA	0.876	0.673	NA	-0.157	NA	-0.203	NA
YFL031C-A	0.852	0.921	NA	0.83	0.897	NA	0.069	NA	0.067	NA
YFL031W	0.884	0.86	NA	0.818	0.81	NA	-0.024	NA	-0.008	NA
YFL032W	0.786	0.86	NA	0.798	0.739	NA	0.074	NA	-0.059	NA
YFL033C	0.851	0.762	NA	0.778	0.73	NA	-0.09	NA	-0.049	NA
YFL034C-A	0.946	0.765	NA	0.911	0.784	NA	-0.18	NA	-0.127	NA
YFL034C-B	0.893	0.83	NA	0.833	0.742	NA	-0.063	NA	-0.091	NA
YFL034W	0.958	0.815	NA	0.867	0.729	NA	-0.143	NA	-0.138	NA
YFL036W	0.92	0.852	NA	0.864	0.847	NA	-0.068	NA	-0.017	NA
YFL037W	0.923	0.807	NA	0.881	0.755	NA	-0.116	NA	-0.125	NA
YFL038C	0.897	0.72	NA	0.838	0.643	NA	-0.177	NA	-0.195	NA
YFL039C	0.964	0.756	NA	0.915	0.676	NA	-0.208	NA	-0.239	NA
YFL040W	0.946	0.901	NA	0.895	NA	NA	-0.044	NA	NA	NA
YFL041W-A	0.773	0.923	NA	0.705	NA	NA	0.15	NA	NA	NA
YFL041W	0.922	0.797	NA	0.899	0.739	NA	-0.125	NA	-0.16	NA
YFL042C	0.782	0.731	NA	0.774	0.662	NA	-0.051	NA	-0.112	NA
YFL044C	0.94	0.94	NA	0.895	0.866	NA	0	NA	-0.029	NA
YFL045C	0.964	0.765	NA	0.896	0.711	NA	-0.198	NA	-0.186	NA
YFL046W	0.959	0.886	NA	0.881	0.835	NA	-0.073	NA	-0.046	NA
YFL047W	0.791	0.825	NA	0.74	0.775	NA	0.033	NA	0.035	NA
YFL048C	0.745	0.881	NA	0.726	0.814	NA	0.136	NA	0.088	NA
