# scores_kozak_Ca.txt
# Scores of ATG context against Kozak sequence, Candida albicans
# Kozak sequence derived from 400 highest-translated genes by RPF
#
# Gene: Ca systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Oct 2018
Gene	aATG.scorekn	d1.scorekn	aATG.scorekw	d1.scorekw	d1vsan	d1vsaw
C2_00490W_A	0.791	0.925	0.81	0.823	0.134	0.013
C2_00500W_A	0.877	0.888	0.891	0.876	0.011	-0.015
C2_00510W_A	0.838	0.806	0.834	0.8	-0.033	-0.033
C2_00520W_A	0.856	0.877	0.888	0.803	0.022	-0.085
C2_00530W_A	0.816	0.847	0.779	0.822	0.031	0.043
C2_00540W_A	0.977	0.991	0.944	0.922	0.014	-0.022
C2_00550W_A	0.886	0.959	0.861	0.875	0.073	0.013
C2_00560W_A	0.905	0.843	0.895	0.852	-0.062	-0.043
C2_00570W_A	0.959	0.734	0.891	0.766	-0.225	-0.125
C2_00580C_A	0.932	0.942	0.861	0.845	0.009	-0.016
C2_00590W_A	0.914	0.81	0.817	0.836	-0.104	0.019
C2_00600C_A	0.967	0.864	0.859	0.85	-0.103	-0.009
C2_00610C_A	0.942	0.791	0.947	0.759	-0.151	-0.188
C2_00620C_A	0.952	0.733	0.9	0.758	-0.219	-0.142
C2_00630C_A	0.781	0.839	0.759	0.841	0.058	0.082
C2_00640W_A	0.952	0.801	0.877	0.744	-0.151	-0.134
C2_00650W_A	0.802	NA	0.775	NA	NA	NA
C2_00660C_A	0.894	0.998	0.857	0.88	0.105	0.023
C2_00670C_A	0.738	0.952	0.67	0.861	0.215	0.191
C2_00680C_A	0.936	0.766	0.909	0.71	-0.17	-0.199
C2_00690W_A	0.784	0.991	0.718	0.934	0.207	0.216
C2_00700W_A	0.811	1	0.795	0.878	0.189	0.083
C2_00710W_A	0.998	0.905	0.924	0.785	-0.094	-0.138
C2_00720C_A	0.95	0.783	0.926	0.722	-0.166	-0.204
C2_00730C_A	0.959	0.922	0.884	0.888	-0.037	0.004
C2_00740C_A	0.912	0.751	0.896	0.76	-0.161	-0.136
C2_00750W_A	0.968	0.824	0.907	0.849	-0.144	-0.058
C2_00760C_A	0.954	0.692	0.934	0.735	-0.262	-0.199
C2_00770W_A	0.864	0.922	0.86	0.911	0.059	0.05
C2_00780W_A	0.968	0.793	0.895	0.811	-0.175	-0.084
C2_00790C_A	0.813	0.912	0.81	0.894	0.098	0.085
C2_00800C_A	0.975	0.807	0.96	0.762	-0.168	-0.198
C2_00810C_A	0.91	0.793	0.908	0.685	-0.117	-0.222
C2_00820W_A	0.834	0.824	0.758	0.817	-0.01	0.059
C2_00830C_A	0.932	0.977	0.88	0.849	0.044	-0.031
C2_00840W_A	0.844	0.816	0.839	0.793	-0.028	-0.046
C2_00850W_A	0.95	0.803	0.877	0.769	-0.147	-0.108
C2_00860C_A	0.922	0.819	0.902	0.782	-0.104	-0.12
C2_00870W_A	0.855	0.843	0.856	0.742	-0.012	-0.114
C2_00880W_A	0.945	0.7	0.877	0.675	-0.245	-0.202
C2_00890W_A	0.975	0.888	0.921	0.793	-0.087	-0.127
C2_00900W_A	0.833	0.952	0.839	0.846	0.119	0.007
C2_00910W_A	0.917	0.765	0.877	0.726	-0.152	-0.151
C2_00920W_A	0.903	0.765	0.753	0.79	-0.137	0.037
C2_00930C_A	0.968	0.821	0.914	0.807	-0.148	-0.108
C2_00940W_A	0.977	0.691	0.928	0.708	-0.285	-0.22
C2_00950C_A	0.917	0.913	0.923	0.856	-0.004	-0.067
C2_00960C_A	0.991	0.914	0.915	0.733	-0.077	-0.182
C2_00970C_A	0.967	0.766	0.884	0.818	-0.201	-0.066
C2_00980W_A	0.952	0.791	0.959	0.721	-0.161	-0.238
C2_01000W_A	0.942	0.991	0.936	0.859	0.049	-0.077
C2_01010W_A	0.977	0.967	0.973	0.891	-0.01	-0.082
C2_01020W_A	0.977	0.998	0.9	0.872	0.022	-0.028
C2_01030W_A	0.88	0.885	0.833	0.846	0.005	0.013
C2_01040W_A	0.861	0.903	0.79	0.877	0.041	0.087
C2_01050W_A	0.894	0.796	0.841	NA	-0.098	NA
C2_01060C_A	0.856	0.894	0.865	0.885	0.037	0.02
C2_01070W_A	0.825	0.824	0.704	0.814	-0.001	0.11
C2_01090C_A	0.975	0.88	0.923	0.841	-0.095	-0.082
C2_01110C_A	0.887	0.783	0.887	0.812	-0.104	-0.074
C2_01120W_A	0.945	0.775	0.894	0.702	-0.17	-0.192
C2_01130W_A	0.871	0.909	0.895	0.839	0.038	-0.056
C2_01140C_A	0.877	0.918	0.883	0.911	0.041	0.028
C2_01150W_A	0.952	0.783	0.846	0.736	-0.17	-0.11
C2_01160W_A	0.952	0.863	0.935	0.878	-0.089	-0.057
C2_01170C_A	0.918	0.83	0.886	NA	-0.089	NA
C2_01180W_A	0.922	0.967	0.924	0.9	0.044	-0.024
C2_01190C_A	0.784	0.829	0.827	0.845	0.045	0.019
C2_01200C_A	0.913	0.926	0.912	0.772	0.013	-0.14
C2_01210C_A	0.824	0.831	0.815	0.786	0.007	-0.029
C2_01220W_A	0.831	0.803	0.857	0.758	-0.029	-0.1
C2_01230W_A	0.913	0.791	0.913	0.823	-0.122	-0.09
C2_01240C_A	0.88	0.959	0.867	0.813	0.08	-0.053
C2_01250W_A	0.843	0.917	0.855	0.883	0.074	0.029
C2_01260W_A	0.998	0.75	0.9	0.699	-0.248	-0.201
C2_01270W_A	0.945	0.831	0.813	0.751	-0.114	-0.063
C2_01300C_A	0.917	0.936	0.902	0.903	0.019	0.001
C2_01310W_A	0.905	0.773	0.852	0.757	-0.132	-0.095
C2_01320W_A	0.801	0.765	0.794	0.724	-0.035	-0.071
C2_01330C_A	0.903	0.977	0.846	0.895	0.074	0.049
C2_01340W_A	0.932	0.774	0.875	0.711	-0.159	-0.165
C2_01350C_A	0.94	0.831	0.829	0.81	-0.109	-0.019
C2_01360C_A	0.913	0.728	0.897	0.769	-0.185	-0.128
C2_01370C_A	0.952	0.746	0.908	NA	-0.207	NA
C2_01380W_A	0.932	0.767	0.882	0.674	-0.166	-0.208
C2_01390W_A	0.932	0.917	0.879	0.913	-0.016	0.034
C2_01400C_A	0.959	0.991	0.916	0.887	0.032	-0.029
C2_01410C_A	0.903	0.991	0.847	0.967	0.088	0.12
C2_01420C_A	0.822	0.732	0.801	0.742	-0.09	-0.058
C2_01430W_A	0.991	0.877	0.933	0.844	-0.114	-0.089
C2_01440C_A	0.952	0.788	0.905	0.736	-0.164	-0.169
C2_01450C_A	0.936	0.861	0.892	0.852	-0.075	-0.039
C2_01460C_A	0.889	0.751	0.833	0.792	-0.138	-0.041
C2_01470W_A	0.936	0.991	0.882	0.908	0.055	0.025
C2_01480W_A	0.843	0.948	0.851	0.871	0.105	0.02
C2_01490C_A	0.724	0.801	0.7	0.724	0.077	0.024
C2_01500W_A	0.943	0.843	0.822	0.771	-0.101	-0.051
C2_01510C_A	0.761	0.991	0.761	0.947	0.23	0.186
C2_01520W_A	0.917	0.742	0.859	0.666	-0.175	-0.193
C2_01530C_A	0.889	0.887	0.841	0.861	-0.002	0.02
C2_01540W_A	0.952	0.75	0.923	0.75	-0.202	-0.173
C2_01550W_A	0.853	0.758	0.775	0.69	-0.095	-0.085
C2_01560W_A	0.83	0.773	0.861	0.734	-0.058	-0.128
C2_01570W_A	0.847	0.781	0.876	0.764	-0.067	-0.111
C2_01580W_A	0.932	0.824	0.897	0.772	-0.109	-0.125
C2_01590W_A	0.968	0.833	0.92	0.844	-0.135	-0.076
C2_01600C_A	0.945	0.975	0.899	0.899	0.03	0
C2_01610C_A	0.968	0.793	0.925	0.738	-0.176	-0.187
C2_01620W_A	0.991	0.741	0.973	0.675	-0.25	-0.298
C2_01630W_A	0.945	0.741	0.904	0.763	-0.204	-0.141
C2_01640W_A	0.912	0.691	0.858	0.656	-0.22	-0.201
C2_01650W_A	0.861	0.811	0.884	NA	-0.05	NA
C2_01660C_A	0.916	0.887	0.897	0.862	-0.029	-0.035
C2_01670C_A	0.91	0.829	0.926	0.693	-0.081	-0.233
C2_01680C_A	0.843	0.916	0.848	0.863	0.074	0.015
C2_01690W_A	0.945	0.94	0.867	0.94	-0.005	0.073
C2_01700C_A	0.805	0.783	0.808	NA	-0.022	NA
C2_01710W_A	0.91	0.843	0.894	0.854	-0.067	-0.04
C2_01720C_A	0.846	0.783	0.833	0.797	-0.062	-0.036
C2_01730W_A	0.913	0.926	0.807	0.924	0.013	0.118
C2_01740C_A	0.825	0.758	0.772	0.707	-0.067	-0.065
C2_01750C_A	0.968	0.932	0.961	0.849	-0.035	-0.112
C2_01760C_A	0.861	0.82	0.809	0.805	-0.042	-0.005
C2_01780W_A	0.913	0.788	0.868	0.705	-0.125	-0.163
C2_01800W_A	0.767	0.854	0.764	0.806	0.087	0.041
C2_01820C_A	0.94	0.855	0.918	0.819	-0.085	-0.098
C2_01830W_A	0.806	0.909	0.833	0.871	0.103	0.038
C2_01840C_A	0.877	0.879	0.895	0.87	0.002	-0.025
C2_01850W_A	0.932	0.796	0.902	0.719	-0.136	-0.184
C2_01860C_A	0.917	0.839	0.907	0.774	-0.078	-0.132
C2_01870C_A	0.746	0.885	0.767	0.909	0.14	0.142
C2_01880C_A	1	0.811	0.952	0.745	-0.189	-0.206
C2_01890W_A	0.959	0.791	0.915	0.735	-0.169	-0.181
C2_01900C_A	0.942	0.998	0.904	0.925	0.057	0.021
C2_01910W_A	0.916	0.792	0.919	0.697	-0.124	-0.221
C2_01920C_A	0.8	0.82	0.782	0.788	0.02	0.006
C2_01930C_A	0.831	0.82	0.821	0.794	-0.012	-0.028
C2_01940C_A	0.798	0.784	0.741	0.791	-0.014	0.05
C2_01950C_A	0.959	0.783	0.95	0.788	-0.177	-0.162
C2_01960C_A	0.87	NA	0.886	NA	NA	NA
C2_01970C_A	0.888	0.873	0.832	0.863	-0.015	0.03
C2_01980C_A	0.863	0.942	0.874	0.885	0.078	0.011
C2_01990C_A	0.886	0.857	0.851	0.821	-0.03	-0.031
C2_02000W_A	0.943	0.781	0.935	0.743	-0.162	-0.192
C2_02010C_A	0.968	0.954	0.945	0.83	-0.014	-0.115
C2_02020W_A	0.871	0.95	0.844	0.933	0.079	0.089
C2_02030W_A	0.975	0.701	0.947	0.663	-0.274	-0.284
C2_02040W_A	0.791	0.959	0.743	0.907	0.168	0.164
C2_02050C_A	0.866	0.871	0.819	0.873	0.005	0.054
C2_02060C_A	0.75	0.926	0.683	0.877	0.176	0.194
C2_02070W_A	0.968	0.87	0.85	0.862	-0.098	0.011
C2_02090W_A	0.895	0.843	0.859	0.841	-0.053	-0.017
C2_02100W_A	0.945	0.843	0.896	0.745	-0.102	-0.151
C2_02110C_A	0.916	0.843	0.846	0.8	-0.074	-0.047
C2_02120W_A	0.932	0.861	0.916	0.845	-0.071	-0.071
C2_02130C_A	0.791	0.912	0.733	0.874	0.121	0.141
C2_02140C_A	1	0.936	0.967	0.923	-0.064	-0.044
C2_02150C_A	0.775	0.879	0.753	0.899	0.104	0.146
C2_02160W_A	0.88	0.905	0.889	0.78	0.025	-0.108
C2_02170W_A	0.991	0.846	0.947	0.862	-0.145	-0.085
C2_02180W_A	0.811	0.936	0.823	0.915	0.125	0.092
C2_02190C_A	0.895	0.839	0.836	0.812	-0.057	-0.024
C2_02200W_A	0.945	0.784	0.889	0.818	-0.161	-0.071
C2_02210C_A	0.991	0.991	0.939	0.915	0	-0.024
C2_02220C_A	0.918	0.918	0.909	0.892	0	-0.017
C2_02230C_A	0.918	0.775	0.925	0.73	-0.144	-0.195
C2_02240C_A	0.905	0.829	0.922	0.782	-0.076	-0.14
C2_02250C_A	0.942	0.833	0.915	0.772	-0.109	-0.143
C2_02260W_A	0.871	0.887	0.875	0.81	0.016	-0.065
C2_02270C_A	0.968	0.762	0.958	0.763	-0.206	-0.195
C2_02280W_A	0.959	0.841	0.921	0.832	-0.118	-0.089
C2_02290C_A	0.831	0.967	0.851	0.934	0.135	0.083
C2_02300W_A	0.833	0.835	0.81	0.794	0.002	-0.016
C2_02310W_A	0.936	0.815	0.938	0.813	-0.121	-0.125
C2_02320C_A	0.967	0.877	0.937	0.847	-0.089	-0.09
C2_02330W_A	0.885	0.783	0.819	0.738	-0.103	-0.081
C2_02340C_A	0.975	0.867	0.897	0.859	-0.108	-0.038
C2_02350C_A	0.807	0.803	0.757	0.838	-0.005	0.08
C2_02360C_A	0.824	0.684	0.727	0.748	-0.14	0.021
C2_02370C_A	0.925	0.847	0.915	0.813	-0.077	-0.102
C2_02380W_A	0.831	0.747	0.748	0.615	-0.084	-0.133
C2_02390W_A	0.775	0.854	0.838	0.771	0.079	-0.067
C2_02400W_A	0.967	0.945	0.857	0.88	-0.022	0.023
C2_02410W_A	0.936	0.866	0.885	0.782	-0.07	-0.104
C2_02420C_A	0.816	0.848	0.818	0.802	0.032	-0.017
C2_02430W_A	0.952	0.833	0.944	0.764	-0.119	-0.18
C2_02440W_A	0.833	0.816	0.785	NA	-0.017	NA
C2_02450C_A	0.942	0.914	0.92	0.831	-0.028	-0.089
C2_02460W_A	0.889	0.926	0.844	0.937	0.037	0.093
C2_02470C_A	0.903	0.864	0.915	0.726	-0.039	-0.189
C2_02490C_A	0.914	0.804	0.85	0.8	-0.11	-0.05
C2_02500W_A	0.959	0.863	0.895	0.9	-0.096	0.005
C2_02510W_A	0.834	0.852	0.78	0.813	0.018	0.033
C2_02520W_A	0.886	0.977	0.858	0.911	0.09	0.053
C2_02530W_A	0.959	0.796	0.868	NA	-0.163	NA
C2_02540W_A	0.918	0.834	0.889	0.782	-0.084	-0.107
C2_02550C_A	0.977	0.95	0.912	0.898	-0.027	-0.014
C2_02560W_A	0.76	0.758	0.78	NA	-0.002	NA
C2_02570W_A	0.916	0.772	0.911	0.77	-0.144	-0.141
C2_02580W_A	0.889	0.912	0.791	0.88	0.023	0.089
C2_02590W_A	0.853	0.778	0.762	0.801	-0.075	0.039
C2_02600C_A	0.991	0.831	0.965	0.768	-0.16	-0.197
C2_02610C_A	0.967	0.775	0.944	0.731	-0.192	-0.213
C2_02620W_A	0.833	0.921	0.853	NA	0.088	NA
C2_02630W_A	0.773	0.831	0.811	0.722	0.059	-0.089
C2_02640C_A	0.765	0.878	NA	0.823	0.113	NA
C2_02660W_A	1	0.839	0.945	NA	-0.161	NA
C2_02670C_A	1	0.725	0.977	0.795	-0.275	-0.183
C2_02680W_A	0.815	0.838	0.832	0.797	0.023	-0.035
C2_02690W_A	0.967	0.975	0.901	0.942	0.008	0.042
C2_02700C_A	0.894	0.83	0.872	0.857	-0.064	-0.015
C2_02710C_A	0.945	0.765	0.885	0.699	-0.179	-0.186
C2_02720W_A	0.914	0.801	0.905	0.785	-0.112	-0.12
C2_02730W_A	0.998	0.821	0.98	0.805	-0.178	-0.175
C2_02740C_A	0.945	0.914	0.873	0.859	-0.031	-0.015
C2_02750C_A	0.871	0.887	0.818	0.849	0.016	0.031
C2_02760W_A	0.894	0.846	0.886	0.778	-0.047	-0.108
C2_02770W_A	0.812	0.8	0.845	0.727	-0.013	-0.117
C2_02780C_A	0.942	0.831	0.867	0.829	-0.111	-0.038
C2_02790C_A	0.847	0.975	0.841	0.888	0.128	0.047
C2_02800W_A	0.778	0.765	0.761	0.815	-0.013	0.055
C2_02810C_A	0.991	0.877	0.9	0.858	-0.114	-0.042
C2_02820C_A	0.87	0.889	0.846	0.803	0.019	-0.043
C2_02830C_A	0.806	0.846	0.852	0.746	0.04	-0.106
C2_02840C_A	0.991	0.659	0.926	0.59	-0.332	-0.336
C2_02850W_A	1	0.968	0.899	0.909	-0.032	0.01
C2_02860W_A	0.859	0.773	0.803	0.75	-0.086	-0.054
C2_02870W_A	0.909	0.821	0.899	0.705	-0.089	-0.194
C2_02880C_A	0.887	0.83	0.898	0.716	-0.058	-0.182
C2_02890W_A	0.894	0.968	0.893	0.879	0.075	-0.014
C2_02900W_A	0.8	0.959	0.769	0.906	0.16	0.137
C2_02910W_A	0.952	0.886	0.901	0.846	-0.066	-0.055
C2_02920W_A	0.94	0.905	0.896	0.845	-0.035	-0.051
C2_02930C_A	0.991	0.827	0.946	0.762	-0.164	-0.184
C2_02940W_A	0.885	0.936	0.824	0.859	0.051	0.034
C2_02950W_A	0.765	0.878	0.782	0.823	0.113	0.04
C2_02960C_A	0.848	0.977	0.841	0.896	0.128	0.055
C2_02970C_A	0.945	0.855	0.898	0.874	-0.09	-0.024
C2_02980C_A	0.758	0.918	0.769	0.827	0.16	0.058
C2_02990C_A	0.878	0.806	0.814	0.83	-0.072	0.016
C2_03000C_A	0.909	0.843	0.901	0.766	-0.066	-0.135
C2_03010C_A	0.968	0.88	0.9	0.797	-0.087	-0.103
C2_03020C_A	0.977	0.856	0.983	0.786	-0.121	-0.196
C2_03030W_A	0.824	0.866	0.763	0.818	0.041	0.055
C2_03040W_A	0.942	0.831	0.896	0.768	-0.11	-0.127
C2_03050W_A	0.821	0.788	0.784	0.746	-0.033	-0.038
C2_03060W_A	0.775	0.841	0.765	0.855	0.066	0.09
C2_03070C_A	0.844	0.926	0.789	0.837	0.082	0.048
C2_03080W_A	0.954	0.743	0.951	0.666	-0.211	-0.285
C2_03090C_A	0.912	0.829	0.883	0.771	-0.083	-0.111
C2_03100W_A	0.926	0.774	0.918	0.654	-0.153	-0.265
C2_03110W_A	0.846	0.728	0.834	0.71	-0.117	-0.124
C2_03120W_A	0.952	0.806	0.927	0.808	-0.146	-0.119
C2_03130W_A	0.839	0.83	0.818	0.82	-0.008	0.003
C2_03140C_A	0.945	0.752	0.874	0.759	-0.193	-0.116
C2_03150C_A	0.847	0.922	0.822	0.833	0.076	0.012
C2_03160C_A	0.998	0.738	0.977	NA	-0.261	NA
C2_03170W_A	0.998	0.742	0.959	0.764	-0.256	-0.195
C2_03180C_A	0.918	0.831	0.886	0.788	-0.088	-0.098
C2_03200W_A	0.916	0.991	0.908	0.888	0.075	-0.02
C2_03210W_A	0.95	0.95	0.892	0.894	0	0.002
C2_03220C_A	0.922	0.877	0.906	NA	-0.045	NA
C2_03230C_A	0.882	0.932	0.848	0.868	0.05	0.02
C2_03240C_A	0.991	0.991	0.94	0.922	0	-0.018
C2_03250W_A	0.88	0.905	0.891	0.899	0.025	0.008
C2_03260W_A	0.918	0.959	0.899	0.901	0.041	0.001
C2_03270W_A	0.968	0.782	0.937	0.762	-0.185	-0.175
C2_03280W_A	0.998	0.887	0.998	0.76	-0.111	-0.238
C2_03290W_A	0.975	0.913	0.891	0.832	-0.062	-0.059
C2_03300W_A	0.834	0.742	0.834	0.699	-0.092	-0.135
C2_03310C_A	0.912	0.95	0.914	0.892	0.038	-0.023
C2_03320W_A	0.959	0.732	0.891	NA	-0.227	NA
C2_03330C_A	0.914	0.752	0.912	0.743	-0.161	-0.169
C2_03340W_A	0.825	0.82	0.85	0.693	-0.006	-0.156
C2_03350W_A	0.918	0.853	0.906	0.845	-0.065	-0.061
C2_03360W_A	0.921	0.859	0.869	0.864	-0.062	-0.005
C2_03370W_A	0.871	0.725	0.848	0.701	-0.146	-0.147
C2_03380W_A	0.852	0.77	0.768	0.786	-0.082	0.018
C2_03390C_A	0.998	0.859	0.943	0.788	-0.14	-0.155
C2_03400C_A	0.839	0.968	0.755	0.944	0.13	0.188
C2_03410W_A	0.925	0.912	0.854	0.728	-0.013	-0.126
C2_03420C_A	0.831	0.78	0.827	0.782	-0.051	-0.045
C2_03430W_A	0.945	0.95	0.877	0.92	0.005	0.044
C2_03440W_A	0.871	0.936	0.853	0.886	0.065	0.033
C2_03450W_A	0.824	0.991	0.794	0.921	0.167	0.127
C2_03460C_A	0.945	0.95	0.893	0.882	0.005	-0.011
C2_03470C_A	0.843	0.914	0.831	0.875	0.071	0.045
C2_03480C_A	0.967	0.824	0.887	0.83	-0.143	-0.057
C2_03490C_A	0.882	0.887	0.825	0.837	0.005	0.011
C2_03500W_A	0.952	0.784	0.871	0.761	-0.168	-0.11
C2_03520C_A	0.926	0.856	0.925	0.813	-0.071	-0.112
C2_03530W_A	0.851	0.88	0.817	0.791	0.029	-0.026
C2_03540W_A	0.848	0.75	0.877	0.69	-0.098	-0.187
C2_03550C_A	0.942	0.824	0.866	0.748	-0.117	-0.117
C2_03560C_A	0.925	0.977	0.821	0.92	0.052	0.099
C2_03570C_A	0.945	0.831	0.927	0.773	-0.114	-0.154
C2_03590C_A	0.835	0.796	0.837	NA	-0.039	NA
C2_03600W_A	0.932	0.977	0.888	0.884	0.044	-0.005
C2_03610W_A	0.94	0.877	0.868	0.761	-0.063	-0.107
C2_03620W_A	0.821	0.843	0.817	0.84	0.023	0.023
C2_03630W_A	0.871	0.762	0.85	0.769	-0.109	-0.081
C2_03640W_A	0.904	0.725	0.851	0.62	-0.178	-0.231
C2_03670W_A	0.977	0.824	0.93	0.773	-0.153	-0.156
C2_03680W_A	0.922	0.733	0.819	0.791	-0.189	-0.029
C2_03690C_A	0.882	0.932	0.854	0.894	0.05	0.04
C2_03700W_A	0.968	0.87	0.88	0.74	-0.098	-0.14
C2_03710W_A	0.977	0.877	0.943	0.861	-0.099	-0.082
C2_03720W_A	1	0.811	0.976	0.799	-0.189	-0.177
C2_03750W_A	0.912	0.783	0.894	0.737	-0.129	-0.157
C2_03760C_A	0.886	0.998	0.885	0.942	0.112	0.056
C2_03770C_A	0.871	0.87	0.876	0.784	-0.001	-0.092
C2_03780C_A	0.846	0.861	0.838	0.896	0.016	0.058
C2_03790C_A	0.838	0.743	0.875	0.736	-0.095	-0.138
C2_03800C_A	0.841	0.81	0.855	0.809	-0.032	-0.046
C2_03810C_A	1	0.968	0.969	0.932	-0.032	-0.037
C2_03820C_A	0.943	0.807	0.89	0.767	-0.136	-0.123
C2_03830W_A	1	0.785	0.906	0.768	-0.215	-0.138
C2_03840C_A	0.878	0.889	0.857	0.875	0.011	0.018
C2_03870W_A	0.945	0.846	0.852	0.837	-0.099	-0.015
C2_03880C_A	0.825	0.775	0.854	0.732	-0.051	-0.122
C2_03890W_A	0.878	0.793	0.86	0.797	-0.086	-0.063
C2_03900C_A	0.991	0.847	0.987	0.771	-0.143	-0.217
C2_03910C_A	0.819	0.879	0.809	0.833	0.06	0.025
C2_03920C_A	0.998	0.862	0.983	0.828	-0.137	-0.155
C2_03930C_A	0.701	0.889	0.653	0.812	0.188	0.159
C2_03940C_A	0.824	0.771	0.853	0.723	-0.053	-0.13
C2_03950W_A	0.975	0.821	0.936	0.824	-0.154	-0.112
C2_03960W_A	1	0.912	0.952	0.884	-0.088	-0.068
C2_03970W_A	0.968	0.803	0.948	0.761	-0.166	-0.187
C2_03980C_A	0.889	0.783	0.885	0.819	-0.106	-0.066
C2_03990W_A	0.827	0.659	0.805	0.654	-0.168	-0.151
C2_04000C_A	0.747	0.834	0.688	0.811	0.086	0.123
C2_04010C_A	1	0.774	0.847	0.73	-0.226	-0.118
C2_04020C_A	0.871	0.863	0.863	0.833	-0.008	-0.03
C2_04030C_A	0.917	0.765	0.917	0.747	-0.152	-0.17
C2_04040C_A	0.912	0.866	0.854	0.905	-0.046	0.051
C2_04050C_A	0.932	0.864	0.91	0.872	-0.069	-0.038
C2_04060C_A	0.914	0.838	0.904	0.84	-0.075	-0.065
C2_04080W_A	0.991	0.853	0.908	0.804	-0.138	-0.104
C2_04090W_A	0.811	0.95	0.751	0.843	0.138	0.092
C2_04110W_A	1	0.765	0.944	0.671	-0.235	-0.273
C2_04120C_A	0.914	0.659	0.892	0.72	-0.254	-0.171
C2_04130W_A	0.932	0.843	0.866	0.838	-0.09	-0.027
C2_04140W_A	0.831	0.796	0.821	0.717	-0.035	-0.104
C2_04150C_A	0.851	0.743	0.737	0.746	-0.108	0.008
C2_04160W_A	0.804	0.866	0.791	0.831	0.062	0.04
C2_04170C_A	0.975	0.846	0.943	0.852	-0.129	-0.091
C2_04180C_A	0.94	0.834	0.872	0.825	-0.106	-0.047
C2_04190C_A	0.954	0.853	0.927	0.766	-0.101	-0.161
C2_04200W_A	0.991	0.943	0.971	0.874	-0.048	-0.097
C2_04210W_A	0.942	0.912	0.901	0.83	-0.03	-0.071
C2_04220C_A	0.975	0.862	0.867	0.77	-0.113	-0.097
C2_04230W_A	0.967	0.912	0.939	0.861	-0.055	-0.078
C2_04240C_A	0.932	0.833	0.908	0.723	-0.1	-0.186
C2_04250W_A	0.886	0.936	0.816	0.835	0.05	0.019
C2_04260W_A	0.942	0.991	0.884	0.956	0.049	0.072
C2_04270W_A	0.733	0.835	0.739	0.83	0.102	0.091
C2_04280W_A	0.912	0.792	0.901	NA	-0.12	NA
C2_04290W_A	0.942	0.831	0.899	0.761	-0.111	-0.137
C2_04300C_A	0.954	0.885	0.894	0.893	-0.069	-0.001
C2_04310W_A	0.909	0.762	0.881	0.737	-0.147	-0.144
C2_04320W_A	0.857	0.811	0.874	0.813	-0.045	-0.061
C2_04330C_A	0.811	0.866	0.805	0.85	0.054	0.046
C2_04340C_A	0.975	0.831	0.943	0.855	-0.144	-0.088
C2_04350C_A	0.991	0.853	0.961	0.78	-0.138	-0.181
C2_04360W_A	0.866	0.796	0.863	NA	-0.07	NA
C2_04370W_A	0.942	0.81	0.924	0.846	-0.132	-0.077
C2_04380C_A	0.857	0.773	0.826	0.756	-0.085	-0.07
C2_04390W_A	0.916	0.805	0.91	0.841	-0.111	-0.069
C2_04400W_A	0.968	0.87	0.935	NA	-0.098	NA
C2_04410W_A	0.8	0.888	0.795	0.862	0.089	0.067
C2_04420W_A	0.773	0.977	0.755	0.909	0.204	0.154
C2_04430W_A	0.8	0.977	0.835	0.924	0.177	0.089
C2_04440W_A	0.824	0.746	0.768	NA	-0.078	NA
C2_04450W_A	0.765	0.793	0.755	0.8	0.028	0.045
C2_04460W_A	0.959	0.807	0.965	0.814	-0.152	-0.151
C2_04470W_A	0.798	0.794	0.854	NA	-0.004	NA
C2_04480W_A	0.968	0.825	0.921	0.817	-0.142	-0.103
C2_04490W_A	0.998	0.825	0.957	0.734	-0.173	-0.223
C2_04500W_A	1	1	0.905	0.906	0	0.001
C2_04510W_A	0.905	0.861	0.816	0.786	-0.043	-0.03
C2_04520C_A	0.926	0.743	0.905	0.73	-0.183	-0.176
C2_04530W_A	0.913	0.798	0.864	0.834	-0.115	-0.031
C2_04540C_A	0.998	0.82	0.945	0.808	-0.179	-0.137
C2_04550C_A	0.94	0.761	0.929	0.771	-0.179	-0.157
C2_04560W_A	0.916	0.773	0.822	0.731	-0.144	-0.091
C2_04570W_A	0.967	0.829	0.952	0.84	-0.138	-0.112
C2_04580W_A	0.975	0.796	0.919	0.782	-0.179	-0.136
C2_04590C_A	0.991	0.775	0.963	0.797	-0.216	-0.166
C2_04600C_A	0.998	0.87	0.966	0.815	-0.128	-0.15
C2_04620W_A	0.918	0.862	0.844	0.818	-0.057	-0.026
C2_04640C_A	0.954	0.746	0.948	NA	-0.208	NA
C2_04650C_A	0.909	0.796	0.869	NA	-0.113	NA
C2_04660C_A	0.968	0.856	0.955	0.84	-0.111	-0.115
C2_04670W_A	0.806	0.932	0.789	0.816	0.126	0.027
C2_04680W_A	0.942	0.846	0.931	0.768	-0.096	-0.162
C2_04690C_A	0.932	0.968	0.852	0.89	0.035	0.038
C2_04700C_A	1	1	0.963	0.896	0	-0.067
C2_04710C_A	0.775	NA	0.78	NA	NA	NA
C2_04720C_A	0.831	0.948	0.751	0.889	0.117	0.139
C2_04730W_A	0.914	0.783	0.922	NA	-0.13	NA
C2_04740C_A	0.959	0.843	0.905	0.853	-0.117	-0.052
C2_04750W_A	0.914	0.821	0.857	0.846	-0.093	-0.011
