# scores_kozak_Sp.txt
# Scores of ATG context against Kozak sequence, S. pombe 972h-
# Kozak sequence derived from 256 highest-translated genes by RPF
#
# Gene: Sp systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	d1vsan
SPBP4H10.11c	0.89	0.695	-0.195
SPBP4H10.12	0.827	0.879	0.052
SPBP4H10.13	0.949	0.805	-0.144
SPBP4H10.14c	0.941	0.764	-0.177
SPBP4H10.15	0.968	0.867	-0.102
SPAC23G3.08c	0.891	0.724	-0.167
SPBP4H10.16c	0.782	0.88	0.099
SPBP4H10.17c	0.891	0.787	-0.104
SPBP4H10.18c	0.918	0.99	0.072
SPBP4H10.19c	0.881	0.838	-0.043
SPBP4H10.20	0.95	0.951	0.001
SPBP4H10.21c	0.74	0.755	0.016
SPBC1703.01c	0.789	0.99	0.201
SPBC1703.02	0.782	0.932	0.151
SPBC1703.03c	0.99	0.753	-0.237
SPBC1703.04	0.746	0.74	-0.006
SPAC23G3.09	0.732	0.821	0.09
SPBC1703.05	0.96	0.884	-0.076
SPBC1703.06	0.835	0.849	0.014
SPBC1703.07	0.956	0.719	-0.237
SPBC1703.08c	0.86	0.796	-0.064
SPBC1703.09	0.803	0.798	-0.005
SPBC1703.10	0.876	0.738	-0.138
SPBC1703.11	0.795	0.803	0.009
SPBC1703.12	0.885	0.699	-0.186
SPAC23G3.10c	0.859	0.849	-0.01
SPBC1703.13c	0.91	0.829	-0.081
SPBC1703.14c	0.966	0.816	-0.15
SPBC1703.15c	0.774	0.901	0.127
SPBC2A9.02	0.88	0.829	-0.051
SPBC2A9.03	0.821	0.795	-0.026
SPBC2A9.04c	0.822	0.869	0.047
SPBC2A9.05c	0.839	0.932	0.094
SPAC23G3.11	0.91	0.956	0.046
SPBC2A9.06c	0.958	0.728	-0.23
SPBC2A9.07c	0.88	0.917	0.036
SPBC2A9.14	0.891	0.789	-0.103
SPBC2A9.13	0.88	0.956	0.076
SPBC2A9.08c	0.949	0.774	-0.175
SPBC2A9.09	0.879	0.796	-0.083
SPBC2A9.10	0.755	0.968	0.213
SPBC2A9.11c	0.939	0.765	-0.174
SPBC2A9.12	0.739	0.891	0.153
SPAC23G3.12c	0.856	0.82	-0.036
SPBC2D10.03c	0.949	0.867	-0.082
SPBC2D10.04	0.828	1	0.172
SPBC2D10.05	0.876	0.951	0.074
SPBC2D10.06	0.838	0.822	-0.016
SPBC2D10.07c	0.956	0.763	-0.193
SPBC2D10.08c	0.917	0.99	0.073
SPBC2D10.09	0.732	0.753	0.021
SPBC2D10.10c	0.931	0.788	-0.143
SPAC22H12.01c	0.958	0.887	-0.072
SPBC2D10.11c	0.939	0.795	-0.144
SPBC2D10.12	0.932	0.731	-0.202
SPBC2D10.13	0.804	0.86	0.056
SPBC2D10.14c	0.793	0.828	0.035
SPBC2D10.15c	0.745	0.777	0.032
SPBC2D10.16	0.771	0.852	0.08
SPBC2D10.17	0.868	0.859	-0.008
SPAC22H12.02	0.881	0.917	0.035
SPBC2D10.18	0.869	0.928	0.059
SPBC2D10.19c	0.916	0.82	-0.095
SPBC2D10.20	0.949	0.713	-0.236
SPBC15D4.01c	0.835	0.939	0.104
SPBC15D4.02	0.795	0.795	0
SPBC15D4.03	0.916	0.814	-0.103
SPBC15D4.04	1	0.763	-0.237
SPAC1F8.06	0.876	0.898	0.022
SPAC22H12.03	0.809	0.788	-0.021
SPBC15D4.05	0.907	0.931	0.025
SPBC15D4.06	0.849	0.811	-0.038
SPBC15D4.07c	0.842	0.949	0.107
SPBC15D4.08c	0.941	0.803	-0.138
SPBC15D4.09c	0.822	0.901	0.078
SPBC15D4.10c	0.968	0.784	-0.184
SPBC15D4.11c	1	0.827	-0.173
SPAC22H12.04c	0.966	0.835	-0.131
SPBC15D4.12c	0.966	0.802	-0.164
SPBC15D4.13c	0.84	0.77	-0.07
SPBC15D4.14	0.99	0.833	-0.157
SPBC15D4.15	0.907	0.748	-0.158
SPBC13E7.01	0.827	0.795	-0.032
SPBC13E7.02	0.795	0.889	0.094
SPBC13E7.03c	0.783	0.765	-0.018
SPBC13E7.04	0.89	0.79	-0.1
SPBC13E7.05	0.891	0.926	0.035
SPAC22H12.05c	0.894	0.753	-0.142
SPBC13E7.06	0.893	0.739	-0.154
SPBC13E7.07	0.907	0.751	-0.156
SPBC13E7.08c	0.763	0.893	0.129
SPBC13E7.09	0.95	0.77	-0.18
SPBC13E7.10c	0.863	0.755	-0.107
SPBC13E7.11	0.772	0.866	0.095
SPBC30D10.18c	0.893	0.905	0.012
SPBC30D10.17c	0.91	0.788	-0.122
SPBC30D10.16	0.811	0.84	0.029
SPAC1687.01	0.887	0.827	-0.06
SPBC30D10.15	0.713	0.753	0.04
SPBC30D10.14	0.932	0.784	-0.148
SPBC30D10.13c	0.95	0.795	-0.155
SPBC30D10.12c	0.9	0.822	-0.077
SPBC30D10.11	0.829	0.924	0.095
SPBC30D10.10c	0.772	0.99	0.218
SPBC30D10.09c	0.924	0.763	-0.161
SPBC30D10.08	0.81	0.956	0.145
SPBC30D10.07c	0.956	0.779	-0.177
SPBC30D10.06	0.99	0.739	-0.251
SPAC1687.02	0.713	0.845	0.133
SPBC30D10.21	0.86	0.956	0.096
SPBC30D10.05c	0.89	0.872	-0.018
SPBC30D10.04	0.918	0.907	-0.012
SPBC30D10.03c	0.827	0.798	-0.029
SPBC30D10.02	0.941	0.779	-0.162
SPBC1778.01c	0.844	0.789	-0.056
SPBC1778.02	0.905	0.845	-0.06
SPBC1778.03c	0.856	0.713	-0.143
SPAC1687.03c	0.881	0.86	-0.022
SPBC1778.05c	0.893	0.706	-0.186
SPBC1778.04	0.798	0.782	-0.016
SPBC1778.06c	0.918	0.81	-0.108
SPBC1778.07	0.905	0.881	-0.024
SPBC1778.08c	0.868	0.884	0.017
SPBC1778.09	0.817	0.804	-0.014
SPBC1778.10c	0.862	0.892	0.029
SPBC4C3.10c	0.932	0.865	-0.068
SPBC4C3.09	0.881	0.726	-0.155
SPAC1687.04	0.899	0.877	-0.022
SPBC4C3.08	0.95	0.827	-0.123
SPBC4C3.07	0.99	0.893	-0.097
SPBC4C3.06	0.863	0.798	-0.064
SPBC4C3.05c	0.916	0.876	-0.04
SPBC4C3.12	0.789	0.779	-0.01
SPBC4C3.04c	0.88	0.84	-0.041
SPBC4C3.03	0.849	0.748	-0.101
SPBC405.01	0.875	0.827	-0.048
SPBC405.02c	0.958	0.829	-0.129
SPBC405.03c	0.99	0.958	-0.032
SPBC405.04c	0.939	0.859	-0.08
SPBC405.05	0.822	0.796	-0.027
SPBC405.06	0.885	0.772	-0.113
SPAC1687.05	0.838	0.879	0.041
SPBC405.07	0.926	0.769	-0.157
SPBC609.01	0.931	0.811	-0.12
SPBC609.02	0.756	0.868	0.111
SPBC609.03	0.739	0.806	0.067
SPBC609.04	0.822	0.795	-0.027
SPBC609.05	0.99	0.866	-0.124
SPAC1687.06c	0.934	0.844	-0.09
SPBC776.01	1	0.83	-0.17
SPBC776.02c	0.95	0.84	-0.11
SPBC776.03	0.932	0.763	-0.169
SPBC776.04	0.932	0.96	0.028
SPBC776.05	0.932	0.724	-0.208
SPBC776.06c	0.713	0.852	0.139
SPBC776.07	0.99	0.746	-0.244
SPBC776.08c	0.77	0.779	0.009
SPAC1F8.07c	0.956	0.865	-0.091
SPBC776.09	0.968	0.739	-0.229
SPBC776.10c	0.782	0.74	-0.042
SPBC776.11	0.889	0.795	-0.094
SPBC776.12c	0.918	0.779	-0.139
SPBC776.13	0.838	0.772	-0.066
SPBC776.14	0.905	0.881	-0.024
SPBC776.15c	0.941	0.827	-0.115
SPBC776.16	1	0.931	-0.069
SPBC776.18c	0.951	0.859	-0.092
SPAC1687.07	0.881	0.719	-0.162
SPBC776.17	0.862	0.893	0.03
SPBC21.01	0.84	0.765	-0.075
SPBC21.03c	0.894	0.893	-0.001
SPBC21.02	0.99	0.779	-0.211
SPBC21.04	0.99	0.934	-0.056
SPBC21.05c	0.777	0.931	0.154
SPBC21.06c	0.828	0.907	0.079
SPBC21.07c	0.81	0.862	0.052
SPBC19F8.01c	0.96	0.941	-0.019
SPAC1687.08	0.878	0.788	-0.09
SPBC19F8.02	0.907	0.738	-0.169
SPBC19F8.03c	0.931	0.759	-0.172
SPBC19F8.04c	0.9	0.77	-0.129
SPBC19F8.05	0.899	0.889	-0.01
SPBC19F8.06c	0.809	0.932	0.124
SPBC19F8.07	0.819	0.735	-0.084
SPBC19F8.08	0.99	0.939	-0.051
SPAC1687.09	0.805	0.77	-0.034
SPBC25H2.16c	0.814	1	0.186
SPBC25H2.15	0.924	0.99	0.066
SPBC25H2.14	0.859	0.87	0.01
SPBC25H2.18	0.905	0.879	-0.026
SPBC25H2.13c	0.793	0.763	-0.03
SPBC25H2.12c	0.867	0.746	-0.12
SPBC25H2.11c	0.739	0.699	-0.04
SPBC25H2.10c	0.88	0.99	0.11
SPBC25H2.09	1	0.821	-0.179
SPBC25H2.08c	0.869	0.949	0.08
SPAC1687.10	0.84	1	0.16
SPBC25H2.07	0.917	0.932	0.016
SPBC25H2.06c	0.816	0.837	0.022
SPBC25H2.05	1	0.739	-0.261
SPBC25H2.04c	0.905	0.845	-0.06
SPBC25H2.03	0.739	0.738	-0.001
SPBC25H2.02	0.934	0.805	-0.129
SPBC20F10.01	0.878	0.772	-0.106
SPBC20F10.02c	0.789	0.862	0.073
SPBC20F10.03	0.91	0.951	0.041
SPBC20F10.04c	0.877	0.706	-0.171
SPBC20F10.05	0.891	0.739	-0.153
SPBC20F10.06	0.968	0.881	-0.087
SPBC20F10.07	0.783	0.739	-0.044
SPBC20F10.08c	0.764	0.74	-0.025
SPBC20F10.09	0.934	0.731	-0.203
SPBC20F10.10	0.744	0.83	0.086
SPBC17D11.01	0.822	0.724	-0.098
SPBC17D11.02c	0.899	0.821	-0.078
SPAC1687.11	0.847	0.862	0.015
SPBC17D11.03c	0.869	0.915	0.046
SPBC17D11.04c	0.732	0.805	0.074
SPBC17D11.05	0.968	0.932	-0.036
SPBC17D11.06	0.934	0.958	0.024
SPBC17D11.07c	0.928	0.847	-0.081
SPBC17D11.08	0.966	0.916	-0.05
SPBC17D1.01	0.907	0.818	-0.089
SPAC1687.12c	0.728	0.814	0.085
SPBC17D1.02	0.899	0.67	-0.228
SPBC17D1.03c	0.91	0.877	-0.032
SPBC17D1.04	0.793	0.779	-0.014
SPBC17D1.05	0.763	0.765	0.003
SPBC17D1.06	0.87	0.932	0.063
SPBC17D1.07c	0.788	0.932	0.144
SPBC11C11.01	0.835	0.931	0.096
SPBC17D1.17	0.931	0.695	-0.236
SPAC1687.13c	0.844	0.932	0.088
SPBC11C11.02	0.79	0.763	-0.027
SPBC11C11.03	0.862	0.788	-0.074
SPBC11C11.04c	0.99	0.823	-0.167
SPBC11C11.05	0.763	0.934	0.171
SPBC11C11.06c	0.91	0.778	-0.132
SPBC11C11.07	1	0.859	-0.141
SPBC11C11.08	0.99	0.763	-0.227
SPAC1687.14c	0.924	0.878	-0.046
SPBC11C11.09c	0.897	0.916	0.019
SPBC11C11.10	0.753	0.811	0.059
SPBC11C11.11c	0.887	0.754	-0.133
SPBC3B8.11	0.782	0.968	0.186
SPBC3B8.10c	0.82	0.789	-0.03
SPBC3B8.09	0.866	0.893	0.027
SPBC3B8.08	0.99	0.811	-0.179
SPBC3B8.07c	0.958	0.795	-0.163
SPAC212.04c	0.795	0.916	0.121
SPAC1F8.08	0.754	0.806	0.051
SPAC1687.23c	0.748	0.829	0.081
SPBC3B8.06	0.99	0.74	-0.251
SPBC3B8.05	0.966	0.699	-0.266
SPBC3B8.04c	0.96	0.763	-0.197
SPBC3B8.03	1	0.835	-0.165
SPBC3B8.02	1	0.881	-0.119
SPBC3B8.01c	0.867	0.928	0.061
SPBC13A2.01c	0.99	0.783	-0.207
SPBC13A2.02	1	0.91	-0.09
SPAC1687.15	0.941	0.9	-0.042
SPBC13A2.03	0.856	0.932	0.077
SPBC13A2.04c	0.916	0.713	-0.203
SPBC4B4.01c	0.865	0.917	0.052
SPBC4B4.02c	0.949	0.867	-0.082
SPBC4B4.03	0.839	0.951	0.112
SPBC4B4.04	0.835	0.721	-0.113
SPBC4B4.05	1	0.872	-0.128
SPAC1687.16c	0.838	0.905	0.067
SPBC4B4.06	0.91	0.885	-0.025
SPBC4B4.07c	0.795	0.865	0.07
SPBC4B4.08	1	0.769	-0.231
SPBC4B4.09	1	0.823	-0.177
SPBC4B4.10c	0.99	0.779	-0.211
SPBC4B4.11	0.939	0.794	-0.145
SPBC4B4.12c	0.699	0.827	0.127
SPBC2G2.01c	0.87	0.84	-0.03
SPBC2G2.02	0.91	0.844	-0.066
SPBC2G2.03c	0.917	0.771	-0.146
SPBC2G2.04c	0.866	0.95	0.084
SPBC2G2.06c	0.891	0.719	-0.172
SPBC2G2.05	0.84	0.789	-0.052
SPBC2G2.07c	0.891	0.839	-0.052
SPBC2G2.08	0.737	0.87	0.133
SPBC2G2.09c	0.878	0.77	-0.108
SPBC2G2.10c	0.829	0.731	-0.098
SPBC2G2.11	0.876	0.724	-0.152
SPBC2G2.13c	0.939	0.89	-0.049
SPBC2G2.12	0.69	0.905	0.215
SPBC2G2.14	0.839	0.88	0.042
SPBC2G2.15c	0.821	0.893	0.072
SPBC2G2.16	0.88	0.829	-0.051
SPBC2G2.17c	0.99	0.833	-0.157
SPBC1718.01	0.878	0.779	-0.099
SPBC1718.02	0.869	0.89	0.021
SPBC1718.03	0.958	0.917	-0.042
SPAC1687.17c	0.99	0.751	-0.239
SPBC1718.04	0.891	0.753	-0.138
SPBC1718.05	0.95	0.814	-0.136
SPBC1718.06	0.839	0.81	-0.028
SPBC1718.07c	0.924	0.744	-0.18
SPBPB7E8.01	0.926	0.878	-0.048
SPAC1687.18c	0.769	0.795	0.027
SPBPB7E8.02	0.844	0.931	0.087
SPBC1105.01	1	0.754	-0.246
SPBC1105.02c	0.968	0.753	-0.215
SPBC1105.03c	0.899	0.739	-0.16
SPBC1105.19	0.856	0.828	-0.028
SPBC1105.04c	0.86	0.901	0.041
SPAC1687.19c	0.763	0.813	0.05
SPBC1105.05	0.95	0.707	-0.243
SPBC1105.06	0.845	0.907	0.062
SPBC1105.07c	0.795	0.822	0.027
SPBC1105.08	0.939	0.821	-0.118
SPBC1105.09	0.856	0.731	-0.125
SPBC1105.10	0.958	0.898	-0.06
SPBC1105.11c	0.931	0.81	-0.121
SPBC1105.12	0.949	0.932	-0.017
SPBC1105.14	0.816	0.818	0.003
SPBC1105.13c	0.841	0.748	-0.092
SPBC1105.15c	0.789	0.956	0.167
SPBC887.22	0.884	0.754	-0.13
SPBC1105.16c	0.889	0.968	0.079
SPBC1105.17	0.899	0.763	-0.135
SPBC1105.18c	0.823	0.872	0.049
SPBC887.01	0.828	0.796	-0.032
SPBC887.02	0.95	0.867	-0.083
SPAC1687.20c	0.804	0.795	-0.009
SPBC887.03c	0.86	0.99	0.13
SPBC887.04c	0.932	0.719	-0.213
SPBC887.05c	0.769	0.893	0.124
SPBC887.06c	0.862	0.869	0.007
SPBC887.07	0.721	0.728	0.007
SPBC887.08	0.907	0.724	-0.183
SPBC887.09c	0.793	0.721	-0.072
SPBC887.10	0.893	0.84	-0.053
SPAC11D3.19	0.774	0.821	0.047
SPAC1687.21	0.847	0.897	0.049
SPBC887.11	0.99	0.751	-0.239
SPBC887.12	0.828	0.889	0.061
SPBC887.13c	0.99	0.827	-0.163
SPBC887.14c	0.779	0.838	0.059
SPBC887.15c	0.915	0.878	-0.037
SPBC887.16	0.958	0.798	-0.16
SPBC887.17	0.893	0.796	-0.097
SPAC1687.22c	0.78	0.88	0.1
SPBC887.18c	0.99	0.746	-0.244
SPBC887.19	0.753	0.726	-0.026
SPBC418.01c	0.84	0.823	-0.018
SPBC418.02	0.748	0.757	0.009
SPBC16D10.01c	0.949	0.893	-0.056
SPBC16D10.02	0.91	0.779	-0.132
SPBC16D10.03	0.88	0.707	-0.173
SPBC16D10.04c	0.931	0.754	-0.178
SPBC16D10.05	0.916	0.939	0.023
SPBC16D10.06	0.95	0.859	-0.091
SPBC16D10.07c	0.788	0.899	0.111
SPBC16D10.08c	0.877	0.731	-0.147
SPBC16D10.09	0.847	0.799	-0.049
SPAC222.03c	0.99	0.72	-0.27
SPBC16D10.10	0.865	0.784	-0.081
SPBC16D10.11c	0.932	0.706	-0.226
SPBC317.01	0.899	0.677	-0.222
SPBP8B7.32	0.837	0.91	0.072
SPBP8B7.01c	0.878	0.793	-0.085
SPBP8B7.02	0.86	0.788	-0.072
SPBP8B7.03c	0.788	0.899	0.111
SPBP8B7.04	0.865	0.932	0.068
SPBP8B7.05c	0.859	0.932	0.073
SPBP8B7.06	1	0.731	-0.269
SPBP8B7.07c	0.874	0.813	-0.06
SPBP8B7.08c	0.95	0.699	-0.251
SPBP8B7.09c	0.853	0.877	0.025
SPAC222.19	0.932	0.746	-0.186
SPBP8B7.10c	0.822	0.88	0.058
SPBP8B7.11	0.958	0.932	-0.026
SPBP8B7.12c	0.745	0.746	0.001
SPBP8B7.13	0.81	0.726	-0.083
SPBP8B7.14c	0.867	0.845	-0.022
SPBP8B7.15c	0.748	0.748	0
SPBP8B7.16c	0.941	0.916	-0.026
SPBP8B7.17c	0.866	0.695	-0.171
SPAC222.04c	0.732	1	0.268
SPBP8B7.18c	0.859	0.763	-0.097
SPBP8B7.20c	0.951	0.932	-0.018
SPBP8B7.19	0.95	0.881	-0.068
SPBP8B7.21	0.756	0.884	0.128
SPBP8B7.22	0.9	0.827	-0.072
SPBP8B7.23	0.763	0.879	0.115
SPBP8B7.24c	0.739	0.754	0.015
SPBP8B7.25	0.99	0.763	-0.227
SPBP8B7.26	0.87	0.748	-0.121
SPAC222.05c	0.875	0.875	0
SPBP8B7.27	0.771	0.777	0.006
SPBP8B7.28c	0.939	0.841	-0.099
SPBP8B7.29	0.859	0.793	-0.066
SPBP8B7.30c	0.695	0.746	0.051
SPBP8B7.31	0.939	1	0.061
SPBC19F5.01c	0.866	0.795	-0.071
SPBC19F5.02c	0.968	0.844	-0.124
SPBC19F5.03	0.782	0.96	0.179
SPBC19F5.04	0.866	0.706	-0.16
SPBC19F5.05c	0.918	0.79	-0.128
SPBC25D12.02c	0.928	0.951	0.022
SPBC25D12.03c	0.875	0.798	-0.077
SPBC25D12.04	1	0.901	-0.099
SPBC25D12.05	0.822	0.728	-0.094
SPBC25D12.06	0.721	0.878	0.157
SPBC13G1.14c	0.865	0.787	-0.078
SPAC222.06	0.932	0.77	-0.162
SPBC13G1.01c	0.721	0.99	0.269
SPBC13G1.02	0.84	0.724	-0.116
SPBC13G1.03c	0.99	0.783	-0.207
SPBC13G1.04c	0.878	0.958	0.08
SPBC13G1.05	0.924	0.932	0.008
SPBC13G1.06c	0.95	0.885	-0.065
SPBC13G1.07	1	0.814	-0.186
SPBC13G1.08c	0.893	0.721	-0.172
SPAC11D3.01c	0.95	0.817	-0.133
SPAC222.07c	0.939	0.893	-0.046
SPBC13G1.15c	0.86	0.782	-0.078
SPBC13G1.09	0.874	0.91	0.036
SPBC13G1.10c	0.732	0.88	0.149
SPBC13G1.11	0.917	0.84	-0.077
SPBC13G1.16	0.797	0.81	0.012
SPBC13G1.12	1	0.811	-0.189
SPBC13G1.13	0.934	0.9	-0.035
SPBC31F10.02	0.966	0.835	-0.131
SPBC31F10.03	0.721	0.695	-0.026
SPBC31F10.04c	0.862	0.951	0.088
SPBC31F10.05	0.956	0.838	-0.118
SPBC31F10.06c	0.835	0.876	0.041
SPBC31F10.07	0.891	0.859	-0.032
SPBC31F10.09c	0.928	0.96	0.032
SPBC31F10.08	0.99	0.924	-0.066
SPBC31F10.10c	0.951	0.695	-0.256
SPAC222.08c	0.99	0.796	-0.194
SPBC31F10.11c	0.91	0.96	0.05
SPBC31F10.12	0.899	0.789	-0.11
SPBC31F10.13c	0.862	0.756	-0.106
SPBC31F10.14c	0.751	0.872	0.121
SPBC31F10.15c	0.932	0.939	0.007
SPBC31F10.16	0.811	0.783	-0.029
SPBC31F10.17c	0.898	0.951	0.052
SPBC21C3.01c	0.958	0.695	-0.264
SPAC222.09	0.827	0.748	-0.079
SPBC21C3.02c	0.877	0.813	-0.064
SPBC21C3.03	0.901	0.875	-0.026
SPBC21C3.04c	0.763	0.852	0.089
SPBC21C3.05	0.99	0.869	-0.121
SPBC21C3.06	0.738	0.811	0.073
SPBC21C3.07c	0.823	0.804	-0.019
SPBC21C3.08c	0.89	0.798	-0.092
SPAC222.10c	0.739	0.739	0
SPBC21C3.09c	0.924	0.905	-0.019
SPBC21C3.10c	0.794	0.875	0.081
SPBC21C3.11	0.95	0.79	-0.159
SPBC21C3.12c	1	0.99	-0.01
SPBC21C3.13	0.966	0.867	-0.099
SPBC21C3.14c	0.867	0.874	0.007
SPBC21C3.15c	0.949	0.847	-0.102
SPAC222.11	0.951	0.772	-0.179
SPBC21C3.16c	0.885	0.817	-0.068
SPBC21C3.17c	1	0.799	-0.201
SPBC21C3.18	0.861	0.756	-0.105
SPBC21C3.19	1	0.805	-0.195
SPBC21C3.20c	0.95	0.918	-0.031
SPBC23E6.01c	0.95	0.788	-0.162
SPBC23E6.02	0.753	0.796	0.044
SPBC23E6.03c	0.81	0.699	-0.111
SPBC23E6.04c	0.868	0.931	0.064
SPAC222.17	0.941	0.865	-0.077
SPBC23E6.05	0.88	0.731	-0.149
SPBC23E6.06c	0.917	0.721	-0.195
SPBC23E6.07c	0.861	0.789	-0.071
SPBC23E6.08	0.898	0.917	0.018
SPBC23E6.09	0.827	0.917	0.089
SPBC23E6.10c	0.917	0.891	-0.026
SPBC211.01	0.9	0.754	-0.146
SPBC211.02c	0.918	0.821	-0.097
SPBC211.03c	0.776	0.819	0.043
SPAC222.12c	1	0.828	-0.172
SPBC211.04c	0.893	0.931	0.038
SPBC211.05	0.865	0.819	-0.046
SPBC211.06	0.771	0.707	-0.064
SPBC211.07c	1	0.819	-0.181
SPBC211.08c	0.789	0.67	-0.118
SPBC1604.21c	0.87	0.918	0.048
SPBC1604.25	0.777	0.79	0.013
SPBC1604.20c	0.878	0.916	0.037
SPBC1604.19c	0.769	0.82	0.051
SPAC222.13c	0.844	0.751	-0.093
SPBC1604.18c	0.917	0.771	-0.146
SPBC1604.17c	0.777	0.99	0.213
SPBC1604.15	0.868	0.746	-0.121
SPBC1604.16c	0.932	0.939	0.007
SPBC1604.14c	0.865	0.879	0.014
SPBC1604.13c	0.932	0.99	0.058
SPBC1604.12	0.77	0.932	0.162
SPBC1604.11	0.9	0.739	-0.161
SPBC1604.10	0.99	0.763	-0.227
SPBC1604.09c	0.884	0.77	-0.114
SPBC1604.08c	0.918	0.713	-0.205
SPBC1604.07	0.87	0.753	-0.117
SPBC1604.06c	1	0.932	-0.068
SPBC1604.05	0.887	0.757	-0.129
SPBC1604.04	0.789	0.753	-0.036
SPBC1604.03c	0.99	0.706	-0.284
SPBC1604.02c	0.761	0.89	0.13
SPAC222.14c	0.958	0.682	-0.276
SPBC1604.01	0.932	0.876	-0.056
SPBC1677.02	0.96	0.84	-0.12
SPBC1677.03c	0.721	0.91	0.188
SPBC26H8.01	1	0.878	-0.122
SPBC26H8.02c	0.907	0.78	-0.127
SPBC26H8.03	0.939	0.706	-0.233
SPBC26H8.04c	0.878	0.916	0.038
SPBC26H8.05c	1	0.829	-0.171
SPBC26H8.06	0.861	1	0.139
SPBC26H8.13c	0.901	0.731	-0.17
SPBC26H8.14c	0.82	0.69	-0.131
SPAC222.15	0.811	0.99	0.179
SPBC26H8.16	0.956	0.96	0.005
SPBC26H8.07c	0.833	0.771	-0.062
SPBC26H8.08c	0.916	0.894	-0.021
SPBC26H8.09c	0.719	0.731	0.011
SPBC26H8.10	0.877	0.928	0.051
SPBC26H8.11c	1	0.829	-0.171
SPBC26H8.12	0.798	0.781	-0.017
SPBC32C12.02	0.966	0.713	-0.253
SPAC222.18	0.753	0.77	0.018
SPBC32C12.03c	0.893	0.835	-0.058
SPBC3B9.01	0.966	0.713	-0.253
SPBC3B9.02c	0.731	0.81	0.079
SPBC3B9.03	0.795	0.878	0.083
SPBC3B9.04	0.958	0.951	-0.008
SPBC3B9.21	0.891	0.893	0.002
SPBC3B9.05	0.887	0.875	-0.012
SPBC3B9.06c	0.789	0.835	0.047
SPAC222.16c	0.779	0.949	0.17
SPBC3B9.07c	0.968	0.822	-0.146
SPBC3B9.08c	0.932	0.713	-0.22
SPBC3B9.09	0.899	0.821	-0.078
SPBC3B9.10	0.939	0.814	-0.126
SPBC3B9.22c	0.932	0.744	-0.188
SPBC3B9.11c	0.885	0.731	-0.154
SPBC3B9.12	0.784	0.747	-0.037
SPBC3B9.13c	1	0.731	-0.269
SPBC3B9.14c	0.884	0.777	-0.107
SPAC821.03c	0.739	0.787	0.048
SPBC3B9.15c	0.819	0.727	-0.092
SPBC3B9.16c	0.939	0.779	-0.16
SPBC3B9.17	0.82	0.702	-0.118
SPBC3B9.18c	0.9	0.859	-0.041
SPBC3B9.19	0.956	0.849	-0.107
SPBC215.01	0.833	0.876	0.043
SPBC215.03c	0.84	0.749	-0.091
SPBC215.02	0.931	0.744	-0.187
SPBC215.04	0.869	0.739	-0.13
SPAC821.04c	0.865	0.688	-0.177
SPBC215.05	0.966	0.81	-0.156
SPBC215.06c	0.887	0.812	-0.074
SPBC215.07c	0.95	0.867	-0.083
SPBC215.08c	0.932	0.771	-0.162
SPAC821.05	0.958	0.739	-0.219
SPBC215.09c	0.918	0.803	-0.115
SPBC215.10	0.951	0.78	-0.17
SPBC215.11c	0.99	0.765	-0.225
SPBC215.12	0.771	0.834	0.063
SPBC215.13	0.893	0.811	-0.081
SPBC215.14c	0.809	0.804	-0.005
SPBC215.15	1	0.926	-0.074
SPBC1347.01c	0.749	0.916	0.167
SPBC1347.02	0.828	0.951	0.122
SPBC1347.03	0.968	0.932	-0.036
SPBC1347.04	0.966	0.771	-0.195
SPBC1347.05c	0.746	0.951	0.205
SPBC1347.06c	0.874	0.956	0.082
SPAC821.06	0.844	0.88	0.036
SPBC1347.07	0.778	1	0.222
SPBC1347.08c	0.99	0.842	-0.148
SPBC1347.09	0.859	0.695	-0.164
SPBC1347.10	0.856	0.747	-0.108
SPBC1347.11	0.843	0.907	0.063
SPBC1347.14c	0.763	0.829	0.066
SPBC1347.12	0.699	0.877	0.178
SPBC1347.13c	0.932	0.99	0.058
SPBC56F2.12	0.99	0.867	-0.123
SPAC11D3.02c	0.822	0.699	-0.123
SPAC821.07c	0.809	0.745	-0.064
SPBC56F2.11	0.99	0.876	-0.114
SPBC56F2.10c	0.897	0.958	0.062
SPBC56F2.09c	0.99	0.894	-0.096
SPBC56F2.08c	0.915	0.738	-0.177
SPBC56F2.07c	0.763	0.916	0.153
SPBC56F2.15	0.819	0.763	-0.056
SPBC56F2.06	0.951	1	0.049
SPBC56F2.05c	0.956	0.949	-0.007
SPBC56F2.04	0.861	0.905	0.044
SPBC56F2.03	0.724	0.861	0.137
SPBC56F2.02	0.99	0.822	-0.168
SPBC56F2.01	0.968	0.795	-0.173
SPBC56F2.14	0.9	0.739	-0.161
SPAC821.08c	1	0.789	-0.211
SPBC1861.01c	0.931	0.859	-0.073
SPBC1861.02	0.867	0.887	0.02
SPBC1861.03	0.713	0.737	0.025
SPBC1861.04c	0.928	0.951	0.022
SPBC1861.05	0.771	0.819	0.048
SPBC1861.06c	0.894	0.778	-0.116
SPBC1861.07	0.939	0.99	0.051
SPBC1861.08c	0.732	0.814	0.082
SPBC1861.09	0.867	0.763	-0.103
