# Mitofates predictions for N. crassa NC12
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
NCU01422 Protein	0.063	No mitochondrial presequence	29(MPP)	0.069		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01423 Protein	0.000	No mitochondrial presequence	54(MPP)	-0.019	51-55,54-58	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01424 Protein	0.003	No mitochondrial presequence	36(MPP)	-0.056	8-12,71-75	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01425 Protein	0.000	No mitochondrial presequence	37(MPP)	0.027		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01426 Protein	0.000	No mitochondrial presequence	43(MPP)	-0.047	96-100	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01427 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.022		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01428 Protein	0.003	No mitochondrial presequence	22(MPP)	0.045		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01429 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.065	49-53	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01430 Protein	0.032	No mitochondrial presequence	41(MPP)	0.024		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01431 Protein	0.000	No mitochondrial presequence	34(MPP)	0.176		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01432 Protein	0.000	No mitochondrial presequence	38(MPP)	0.053		12-21-low	-	-	-	-	-	-	7-12	-	-	-	-	-	-	6-11	
NCU01433 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.041	24-28,31-35,65-69,75-79	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01434 Protein	0.009	No mitochondrial presequence	71(MPP)	0.028		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01435 Protein	0.000	No mitochondrial presequence	19(MPP), 20(Icp55)	-0.053	34-38,68-72,90-94	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01436 Protein	0.003	No mitochondrial presequence	26(MPP)	-0.077		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01438 Protein	0.005	No mitochondrial presequence	7(MPP)	0.000	45-49	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01439 Protein	0.000	No mitochondrial presequence	6(MPP)	0.000		3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01440 Protein	0.000	No mitochondrial presequence	11(MPP)	-0.091		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01441 Protein	0.009	No mitochondrial presequence	58(MPP)	-0.034	7-11,56-60,86-90	10-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01442 Protein	0.000	No mitochondrial presequence	6(MPP)	-0.333		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01443 Protein	0.000	No mitochondrial presequence	26(MPP)	0.038		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01444 Protein	0.006	No mitochondrial presequence	28(MPP)	0.214	25-29	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01445 Protein	0.000	No mitochondrial presequence	38(MPP)	0.132		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01446 Protein	0.000	No mitochondrial presequence	73(MPP)	0.014	70-74,93-97	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01447 Protein	0.000	No mitochondrial presequence	10(MPP)	0.600		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01448 Protein	0.000	No mitochondrial presequence	62(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01449 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.030		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01450 Protein	0.017	No mitochondrial presequence	40(MPP)	0.150	37-41,64-68	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01451 Protein	0.000	No mitochondrial presequence	34(MPP)	0.206	63-67	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01452 Protein	0.006	No mitochondrial presequence	9(MPP)	0.333		14-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01453 Protein	0.000	No mitochondrial presequence	74(MPP), 82(Oct1)	0.014	26-30,49-53	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01454 Protein	0.431	Possessing mitochondrial presequence	47(MPP), 55(Oct1)	0.106	1-5,6-10,44-48	6-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01455 Protein	0.003	No mitochondrial presequence	15(MPP)	0.000	24-28,31-35,62-66,79-83	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01456 Protein	0.047	No mitochondrial presequence	64(MPP)	0.047	6-10,38-42	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01457 Protein	0.031	No mitochondrial presequence	35(MPP)	0.086	23-27,73-77	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01458 Protein	0.386	Possessing mitochondrial presequence	24(MPP)	0.333	9-13	1-11-high	-	-	-	-	-	-	-	-	-	-	12-17	-	-	-	
NCU01459 Protein	0.000	No mitochondrial presequence	68(MPP)	-0.221		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01460 Protein	0.000	No mitochondrial presequence	52(MPP)	0.000	19-23,26-30	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01461 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.057	53-57,56-60	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01462 Protein	0.050	No mitochondrial presequence	6(MPP), 7(Icp55)	0.167		3-12-high	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	-	
NCU01463 Protein	0.004	No mitochondrial presequence	58(MPP), 59(Icp55)	0.000	20-24,50-54,55-59	3-12-low	-	-	-	-	20-25	-	-	-	-	-	-	-	-	-	
NCU01464 Protein	0.000	No mitochondrial presequence	31(MPP)	0.000		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01465 Protein	0.022	No mitochondrial presequence	24(MPP)	0.167		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01466 Protein	0.000	No mitochondrial presequence	35(MPP)	0.000	72-76	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01467 Protein	0.719	Possessing mitochondrial presequence	17(MPP), 18(Icp55)	0.118	2-6,14-18,73-77	1-10-low	-	-	-	-	-	-	-	-	-	-	-	13-18	14-19	-	
NCU01468 Protein	0.000	No mitochondrial presequence	62(MPP)	0.081	55-59	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01469 Protein	0.567	Possessing mitochondrial presequence	17(MPP)	0.176	14-18	14-23-low	-	-	-	-	-	-	-	-	12-17	-	11-16	-	-	-	
NCU01470 Protein	0.000	No mitochondrial presequence	53(MPP), 54(Icp55)	-0.094		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01471 Protein	0.000	No mitochondrial presequence	72(MPP)	-0.028		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01472 Protein	0.000	No mitochondrial presequence	53(MPP)	0.057		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01473 Protein	0.903	Possessing mitochondrial presequence	37(MPP), 45(Oct1)	0.135	11-15	6-15-high	-	-	-	-	11-16	-	-	-	-	-	-	-	-	-	
NCU01474 Protein	0.743	Possessing mitochondrial presequence	39(MPP)	0.154	96-100	7-16-high	-	21-26	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01475 Protein	0.006	No mitochondrial presequence	76(MPP), 77(Icp55)	0.026	85-89	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01476 Protein	0.000	No mitochondrial presequence	24(MPP)	0.042		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01477 Protein	0.008	No mitochondrial presequence	77(MPP)	-0.013		3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01478 Protein	0.003	No mitochondrial presequence	63(MPP)	-0.063	65-69,86-90	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01479 Protein	0.994	Possessing mitochondrial presequence	49(MPP), 50(Icp55)	0.204		4-13-low	-	-	-	-	-	-	15-20	-	-	14-19	-	-	-	-	
NCU01480 Protein	0.003	No mitochondrial presequence	42(MPP)	-0.024		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01481 Protein	0.000	No mitochondrial presequence	20(MPP)	0.050	1-5	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01483 Protein	0.000	No mitochondrial presequence	10(MPP)	0.100		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01484 Protein	0.000	No mitochondrial presequence	8(MPP)	0.250		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01485 Protein	0.619	Possessing mitochondrial presequence	50(MPP)	0.220	1-5	1-10-high	-	-	-	-	-	-	-	-	14-19,24-29	-	-	-	-	-	
NCU01486 Protein	0.084	No mitochondrial presequence	55(MPP)	0.000	52-56	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01487 Protein	0.003	No mitochondrial presequence	70(MPP)	0.014		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01488 Protein	0.013	No mitochondrial presequence	16(MPP)	0.125	50-54,92-96	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01489 Protein	0.000	No mitochondrial presequence	40(MPP), 48(Oct1)	-0.325	81-85	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01490 Protein	0.000	No mitochondrial presequence	7(MPP)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01491 Protein	0.137	No mitochondrial presequence	30(MPP)	0.167		21-30-high	-	-	-	-	-	24-29	-	-	-	-	-	-	-	23-28	
NCU01493 Protein	0.006	No mitochondrial presequence	46(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01494 Protein	0.000	No mitochondrial presequence	24(MPP)	0.083		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01495 Protein	0.007	No mitochondrial presequence	10(MPP)	0.200		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01496 Protein	0.000	No mitochondrial presequence	32(MPP)	0.094	88-92	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01498 Protein	0.005	No mitochondrial presequence	47(MPP)	-0.021		20-29-low	-	-	-	-	-	-	-	3-8	-	-	-	-	-	2-7	
NCU01499 Protein	0.009	No mitochondrial presequence	18(MPP)	0.056		19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01500 Protein	0.026	No mitochondrial presequence	27(MPP)	0.074	24-28	21-30-high	-	-	-	-	24-29	-	-	-	-	-	-	-	-	-	
NCU01501 Protein	0.735	Possessing mitochondrial presequence	11(MPP)	0.091		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01502 Protein	0.000	No mitochondrial presequence	68(MPP), 69(Icp55)	0.147		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01503 Protein	0.101	No mitochondrial presequence	33(MPP)	0.212		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01504 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.030		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01505 Protein	0.000	No mitochondrial presequence	12(MPP)	0.167	86-90	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01506 Protein	0.808	Possessing mitochondrial presequence	50(MPP), 58(Oct1)	0.120	9-13,78-82	10-19-high	-	-	-	-	-	-	13-18	-	-	12-17	-	-	-	-	
NCU01509 Protein	0.003	No mitochondrial presequence	31(MPP)	0.161		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01510 Protein	0.000	No mitochondrial presequence	70(MPP)	0.071		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01511 Protein	0.006	No mitochondrial presequence	92(MPP)	-0.054		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01512 Protein	0.938	Possessing mitochondrial presequence	30(MPP)	0.133	11-15,15-19,48-52	10-19-high	-	-	-	12-17	-	-	-	-	-	-	-	-	-	-	
NCU01514 Protein	0.000	No mitochondrial presequence	90(MPP)	0.056		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01515 Protein	0.000	No mitochondrial presequence	45(MPP)	-0.067	43-47	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01516 Protein	0.997	Possessing mitochondrial presequence	48(MPP), 49(Icp55)	0.167	45-49	2-13-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
NCU01517 Protein	0.000	No mitochondrial presequence	73(MPP)	-0.014	37-41	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01519 Protein	0.000	No mitochondrial presequence	57(MPP)	-0.035	89-93	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01520 Protein	0.000	No mitochondrial presequence	32(MPP)	0.000		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01521 Protein	0.000	No mitochondrial presequence	19(MPP)	0.053		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01522 Protein	0.000	No mitochondrial presequence	8(MPP)	0.250		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01523 Protein	0.000	No mitochondrial presequence	50(MPP)	-0.020	9-13	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01524 Protein	0.087	No mitochondrial presequence	45(MPP)	0.111		4-15-high	-	-	-	-	-	-	-	4-9	-	3-8	-	-	-	-	
NCU01525 Protein	0.000	No mitochondrial presequence	64(MPP)	-0.172		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01526 Protein	0.155	No mitochondrial presequence	73(MPP), 74(Icp55)	0.055	14-18	11-20-high	-	-	-	-	14-19	-	-	-	-	-	-	-	-	-	
NCU01527 Protein	0.026	No mitochondrial presequence	19(MPP)	0.158		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01528 Protein	0.012	No mitochondrial presequence	20(MPP)	0.200	13-17	8-17-high	-	-	-	-	-	-	17-22	-	-	16-21	-	-	-	-	
NCU01529 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.143		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01530 Protein	0.000	No mitochondrial presequence	50(MPP)	0.040		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01531 Protein	0.152	No mitochondrial presequence	52(MPP), 60(Oct1)	0.077		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01532 Protein	0.000	No mitochondrial presequence	43(MPP)	-0.093	44-48	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01534 Protein	0.086	No mitochondrial presequence	8(MPP)	0.375		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01535 Protein	0.000	No mitochondrial presequence	66(MPP)	-0.045		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01536 Protein	0.006	No mitochondrial presequence	41(MPP)	0.122	60-64	21-30-high	-	19-24	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01539 Protein	0.020	No mitochondrial presequence	9(MPP)	0.111		13-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01540 Protein	0.015	No mitochondrial presequence	62(MPP)	-0.016	25-29,32-36,59-63,67-71	10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01541 Protein	0.000	No mitochondrial presequence	72(MPP), 73(Icp55)	-0.056		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01542 Protein	0.000	No mitochondrial presequence	54(MPP), 62(Oct1)	0.074		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01543 Protein	0.000	No mitochondrial presequence	47(MPP)	0.000		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01545 Protein	0.005	No mitochondrial presequence	23(MPP)	0.130		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01546 Protein	0.970	Possessing mitochondrial presequence	29(MPP)	0.241		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01547 Protein	0.000	No mitochondrial presequence	15(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01548 Protein	0.000	No mitochondrial presequence	13(MPP)	0.077		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01549 Protein	0.818	Possessing mitochondrial presequence	24(MPP)	0.208	12-16	12-21-high	-	-	-	-	-	-	6-11	-	-	-	-	-	-	5-10	
NCU01550 Protein	0.012	No mitochondrial presequence	43(MPP)	-0.047	66-70,89-93	3-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01551 Protein	0.000	No mitochondrial presequence	71(MPP)	0.070		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01552 Protein	0.009	No mitochondrial presequence	14(MPP)	0.286	68-72	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01553 Protein	0.793	Possessing mitochondrial presequence	23(MPP), 24(Icp55)	0.174	7-11	4-13-high	-	-	-	-	-	-	-	-	-	-	-	6-11	-	-	
NCU01554 Protein	0.000	No mitochondrial presequence	52(MPP)	-0.019	49-53,54-58	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01555 Protein	0.005	No mitochondrial presequence	46(MPP), 47(Icp55)	0.022	14-18,43-47	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01559 Protein	0.051	No mitochondrial presequence	48(MPP)	0.125		1-10-high	-	-	-	-	-	-	4-9	-	-	-	-	-	-	3-8	
NCU01560 Protein	0.013	No mitochondrial presequence	8(MPP)	0.125	15-19,62-66,96-100	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01561 Protein	0.006	No mitochondrial presequence	15(MPP)	-0.067	32-36	11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01562 Protein	0.000	No mitochondrial presequence	75(MPP), 76(Icp55)	-0.053	72-76,84-88,93-97	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01563 Protein	0.009	No mitochondrial presequence	46(MPP)	0.000	76-80	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01564 Protein	0.000	No mitochondrial presequence	52(MPP)	0.019	3-7,59-63,66-70	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01565 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.172		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01566 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.031		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01567 Protein	0.000	No mitochondrial presequence	14(MPP)	0.071		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01568 Protein	0.000	No mitochondrial presequence	56(MPP)	0.036		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01569 Protein	0.000	No mitochondrial presequence	7(MPP)	0.429		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01570 Protein	0.180	No mitochondrial presequence	11(MPP)	0.091		20-29-high	-	10-15	-	-	-	-	23-28	-	-	-	-	-	-	-	
NCU01571 Protein	0.000	No mitochondrial presequence	14(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01572 Protein	0.011	No mitochondrial presequence	36(MPP)	0.028		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01573 Protein	0.026	No mitochondrial presequence	45(MPP)	0.044	17-21,42-46	13-22-high	-	-	-	-	-	-	-	-	15-20	-	14-19	-	-	-	
NCU01575 Protein	0.000	No mitochondrial presequence	24(MPP)	0.042		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01577 Protein	0.000	No mitochondrial presequence	76(MPP)	-0.079		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01579 Protein	0.009	No mitochondrial presequence	31(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01580 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.171	45-49	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01581 Protein	0.000	No mitochondrial presequence	14(MPP)	0.143		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01584 Protein	0.000	No mitochondrial presequence	7(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01585 Protein	0.003	No mitochondrial presequence	49(MPP)	0.000		7-16-high	-	-	-	-	-	-	7-12	-	-	6-11	-	-	-	-	
NCU01587 Protein	0.005	No mitochondrial presequence	26(MPP)	0.077	12-16,16-20	16-25-high	-	22-27	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01589 Protein	0.985	Possessing mitochondrial presequence	24(MPP)	0.208	1-5,10-14,46-50	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
NCU01591 Protein	0.014	No mitochondrial presequence	41(MPP)	0.146	91-95	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01592 Protein	0.000	No mitochondrial presequence	53(MPP)	-0.038		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01593 Protein	0.000	No mitochondrial presequence	67(MPP)	0.015		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01595 Protein	0.074	No mitochondrial presequence	9(MPP)	0.333	40-44,49-53,90-94	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01596 Protein	0.000	No mitochondrial presequence	12(MPP)	-0.083	13-17	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	13-18	-	
NCU01597 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.242		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01598 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.115		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01599 Protein	0.000	No mitochondrial presequence	20(MPP)	0.000	43-47	8-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01601 Protein	0.000	No mitochondrial presequence	37(MPP)	-0.027		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01605 Protein	0.267	No mitochondrial presequence	33(MPP), 34(Icp55)	0.182	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01606 Protein	1.000	Possessing mitochondrial presequence	20(MPP), 21(Icp55)	0.200		12-21-high	12-17	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01607 Protein	0.000	No mitochondrial presequence	77(MPP)	-0.013		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01608 Protein	0.000	No mitochondrial presequence	34(MPP), 35(Icp55)	0.000	89-93	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01610 Protein	0.003	No mitochondrial presequence	39(MPP)	0.051		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01611 Protein	0.000	No mitochondrial presequence	36(MPP), 37(Icp55)	0.000	33-37,71-75	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01612 Protein	0.000	No mitochondrial presequence	67(MPP)	-0.075		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01613 Protein	0.000	No mitochondrial presequence	30(MPP)	-0.033		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01614 Protein	0.012	No mitochondrial presequence	35(MPP)	0.029	32-36	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01615 Protein	0.000	No mitochondrial presequence	54(MPP)	-0.037		13-22-low	-	-	-	-	-	-	15-20	-	-	-	-	-	-	-	
NCU01620 Protein	0.033	No mitochondrial presequence	16(MPP)	0.125	16-20,60-64	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01623 Protein	0.000	No mitochondrial presequence	6(MPP)	0.000	59-63	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01625 Protein	0.000	No mitochondrial presequence	17(MPP)	-0.118	14-18,79-83	14-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01629 Protein	0.000	No mitochondrial presequence	11(MPP)	0.091		8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01631 Protein	0.000	No mitochondrial presequence	42(MPP), 43(Icp55)	-0.071		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01632 Protein	0.006	No mitochondrial presequence	11(MPP)	0.000	63-67	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01633 Protein	0.000	No mitochondrial presequence	31(MPP)	0.000		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01634 Protein	0.040	No mitochondrial presequence	19(MPP)	0.316	35-39	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01635 Protein	0.092	No mitochondrial presequence	28(MPP)	0.357	22-26,68-72	19-28-high	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-	
NCU01636 Protein	0.034	No mitochondrial presequence	72(MPP)	0.083	21-25,72-76,95-99	10-27-low	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
NCU01637 Protein	0.000	No mitochondrial presequence	13(MPP)	0.077	26-30,80-84	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01638 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.115	94-98	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01640 Protein	0.000	No mitochondrial presequence	30(MPP)	0.033		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
