# SacCer_mitofates_parsed.table.txt
# Saccharomyces cerevisiae S288C mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to full-length protein
# Luciana DE OLIVEIRA, 3rd Aug 2018
# 
# Sequence ID	Probability of presequence	Prediction
Gene	Prob_preseq	Pred_preseq
YOL065C	0.000	No
YOL066C	0.000	No
YOL067C	0.000	No
YOL068C	0.012	No
YOL069W	0.000	No
YOL070C	0.004	No
YOL071W	0.996	Yes
YOL072W	0.000	No
YOL073C	0.000	No
YOL075C	0.000	No
YOL076W	0.009	No
YOL077C	0.006	No
YOL077W-A	0.006	No
YOL078W	0.003	No
YOL079W	0.000	No
YOL080C	0.003	No
YOL081W	0.024	No
YOL082W	0.008	No
YOL083C-A	0.010	No
YOL083W	0.000	No
YOL084W	0.000	No
YOL085C	0.049	No
YOL085W-A	0.037	No
YOL086C	0.000	No
YOL086W-A	0.008	No
YOL087C	0.000	No
YOL088C	0.000	No
YOL089C	0.000	No
YOL090W	0.006	No
YOL091W	0.000	No
YOL092W	0.004	No
YOL093W	0.000	No
YOL094C	0.010	No
YOL095C	0.005	No
YOL096C	0.997	Yes
YOL097C	0.000	No
YOL097W-A	0.007	No
YOL098C	0.012	No
YOL099C	0.000	No
YOL100W	0.000	No
YOL101C	0.000	No
YOL102C	0.077	No
YOL103W	0.171	No
YOL103W-A	0.000	No
YOL103W-B	0.000	No
YOL104C	0.003	No
YOL105C	0.000	No
YOL106W	0.066	No
YOL107W	0.009	No
YOL108C	0.000	No
YOL109W	0.000	No
YOL110W	0.000	No
YOL111C	0.004	No
YOL112W	0.000	No
YOL113W	0.012	No
YOL114C	0.198	No
YOL115W	0.000	No
YOL116W	0.000	No
YOL117W	0.000	No
YOL118C	0.013	No
YOL119C	0.020	No
YOL120C	0.006	No
YOL121C	0.018	No
YOL122C	0.000	No
YOL123W	0.000	No
YOL124C	0.004	No
YOL125W	0.000	No
YOL126C	0.000	No
YOL127W	0.358	No
YOL128C	0.006	No
YOL129W	0.003	No
YOL130W	0.000	No
YOL131W	0.018	No
YOL132W	0.000	No
YOL133W	0.000	No
YOL134C	0.000	No
YOL135C	0.000	No
YOL136C	0.000	No
YOL137W	0.000	No
YOL138C	0.000	No
YOL139C	0.000	No
YOL140W	0.996	Yes
YOL141W	0.008	No
YOL142W	0.000	No
YOL143C	0.019	No
YOL144W	0.014	No
YOL145C	0.000	No
YOL146W	0.000	No
YOL147C	0.021	No
YOL148C	0.000	No
YOL149W	0.006	No
YOL150C	0.032	No
YOL151W	0.000	No
YOL152W	0.004	No
YOL153C	0.000	No
YOL154W	0.000	No
YOL155C	0.016	No
YOL155W-A	0.167	No
YOL156W	0.000	No
YOL157C	0.000	No
YOL158C	0.000	No
YOL159C	0.003	No
YOL159C-A	0.005	No
YOL160W	0.010	No
YOL161C	0.000	No
YOL162W	0.012	No
YOL163W	0.046	No
YOL164W	0.026	No
YOL164W-A	0.279	No
YOL165C	0.009	No
YOL166C	0.099	No
YOL166W-A	0.003	No
YOR001W	0.116	No
YOR002W	0.008	No
YOR003W	0.021	No
YOR004W	0.018	No
YOR005C	0.000	No
YOR006C	0.000	No
YOR007C	0.000	No
YOR008C	0.000	No
YOR008C-A	0.158	No
YOR008W-B	0.058	No
YOR009W	0.000	No
YOR010C	0.000	No
YOR011W	0.000	No
YOR011W-A	0.026	No
YOR012W	0.000	No
YOR013W	0.646	Yes
YOR014W	0.003	No
YOR015W	0.003	No
YOR016C	0.025	No
YOR017W	0.455	Yes
YOR018W	0.000	No
YOR019W	0.007	No
YOR020C	0.012	No
YOR020W-A	0.021	No
YOR021C	0.000	No
YOR022C	0.737	Yes
YOR023C	0.000	No
YOR024W	0.010	No
YOR025W	0.000	No
YOR026W	0.000	No
YOR027W	0.000	No
YOR028C	0.000	No
YOR029W	0.020	No
YOR030W	0.025	No
YOR031W	0.000	No
YOR032C	0.006	No
YOR032W-A	0.036	No
YOR033C	0.006	No
YOR034C	0.000	No
YOR034C-A	0.000	No
YOR035C	0.000	No
YOR036W	0.000	No
YOR037W	0.996	Yes
YOR038C	0.000	No
YOR039W	0.000	No
YOR040W	0.996	Yes
YOR041C	0.000	No
YOR042W	0.000	No
YOR043W	0.000	No
YOR044W	0.007	No
YOR045W	0.000	No
YOR046C	0.000	No
YOR047C	0.005	No
YOR048C	0.000	No
YOR049C	0.033	No
YOR050C	0.036	No
YOR051C	0.000	No
YOR052C	0.000	No
YOR053W	0.263	No
YOR054C	0.000	No
YOR055W	0.000	No
YOR056C	0.013	No
YOR057W	0.000	No
YOR058C	0.005	No
YOR059C	0.055	No
YOR060C	0.183	No
YOR061W	0.245	No
YOR062C	0.000	No
YOR063W	0.068	No
YOR064C	0.000	No
YOR065W	0.996	Yes
YOR066W	0.018	No
YOR067C	0.000	No
YOR068C	0.000	No
YOR069W	0.000	No
YOR070C	0.051	No
YOR071C	0.403	Yes
YOR072W	0.147	No
YOR072W-A	0.080	No
YOR072W-B	0.054	No
YOR073W	0.003	No
YOR073W-A	0.547	Yes
YOR074C	0.000	No
YOR075W	0.003	No
YOR076C	0.000	No
YOR077W	0.012	No
YOR078W	0.000	No
YOR079C	0.000	No
YOR080W	0.009	No
YOR081C	0.000	No
YOR082C	0.006	No
YOR083W	0.014	No
YOR084W	0.015	No
YOR085W	0.000	No
YOR086C	0.000	No
YOR087W	0.000	No
YOR089C	0.006	No
YOR090C	0.858	Yes
YOR091W	0.000	No
YOR092W	0.090	No
YOR093C	0.000	No
YOR094W	0.015	No
YOR095C	0.000	No
YOR096W	0.000	No
YOR097C	0.004	No
YOR098C	0.004	No
YOR099W	0.000	No
YOR100C	0.000	No
YOR101W	0.004	No
YOR102W	0.168	No
YOR103C	0.009	No
YOR104W	0.029	No
YOR105W	0.725	Yes
YOR106W	0.000	No
YOR107W	0.000	No
YOR108C-A	0.004	No
YOR108W	0.298	No
YOR109W	0.007	No
YOR110W	0.005	No
YOR111W	0.000	No
YOR112W	0.029	No
YOR113W	0.000	No
YOR114W	0.402	Yes
YOR115C	0.000	No
YOR116C	0.000	No
YOR117W	0.000	No
YOR118W	0.000	No
YOR119C	0.000	No
YOR120W	0.005	No
YOR121C	0.167	No
YOR122C	0.000	No
YOR123C	0.000	No
YOR124C	0.000	No
YOR125C	0.884	Yes
YOR126C	0.000	No
YOR127W	0.000	No
YOR128C	0.041	No
YOR129C	0.022	No
YOR130C	0.000	No
YOR131C	0.000	No
YOR132W	0.000	No
YOR133W	0.011	No
YOR134W	0.000	No
YOR135C	0.000	No
YOR136W	0.996	Yes
YOR137C	0.263	No
YOR138C	0.000	No
YOR139C	0.077	No
YOR140W	0.000	No
YOR141C	0.000	No
YOR142W	0.996	Yes
YOR142W-A	0.000	No
YOR142W-B	0.000	No
YOR143C	0.000	No
YOR144C	0.003	No
YOR145C	0.000	No
YOR146W	0.000	No
YOR147W	0.998	Yes
YOR148C	0.026	No
YOR149C	0.009	No
YOR150W	0.012	No
YOR151C	0.000	No
YOR152C	0.000	No
YOR153W	0.000	No
YOR154W	0.175	No
YOR155C	0.000	No
YOR156C	0.000	No
YOR157C	0.000	No
YOR158W	0.138	No
YOR159C	0.012	No
YOR160W	0.000	No
YOR161C	0.000	No
YOR161C-C	0.005	No
YOR161W-A	0.012	No
YOR161W-B	0.016	No
YOR162C	0.000	No
YOR163W	0.000	No
YOR164C	0.215	No
YOR165W	0.004	No
YOR166C	0.000	No
YOR167C	0.222	No
YOR168W	0.000	No
YOR169C	0.336	No
YOR170W	0.008	No
YOR171C	0.015	No
YOR172W	0.024	No
YOR173W	0.009	No
YOR174W	0.000	No
YOR175C	0.026	No
YOR176W	0.996	Yes
YOR177C	0.000	No
YOR178C	0.005	No
YOR179C	0.000	No
YOR180C	0.000	No
YOR181W	0.018	No
YOR182C	0.025	No
YOR183W	0.092	No
YOR184W	0.000	No
YOR185C	0.000	No
YOR186C-A	0.000	No
YOR186W	0.000	No
YOR187W	0.999	Yes
YOR188W	0.003	No
YOR189W	0.000	No
YOR190W	0.078	No
YOR191W	0.000	No
YOR192C	0.306	No
YOR192C-A	0.000	No
YOR192C-B	0.000	No
YOR192C-C	0.067	No
YOR193W	0.000	No
YOR194C	0.000	No
YOR195W	0.006	No
YOR196C	0.996	Yes
YOR197W	0.003	No
YOR198C	0.005	No
YOR199W	0.014	No
YOR200W	0.028	No
YOR201C	0.883	Yes
YOR202W	0.015	No
YOR203W	0.004	No
YOR204W	0.000	No
YOR205C	0.859	Yes
YOR206W	0.012	No
YOR207C	0.012	No
YOR208W	0.012	No
YOR209C	0.000	No
YOR210W	0.007	No
YOR211C	0.996	Yes
YOR212W	0.000	No
YOR213C	0.003	No
YOR214C	0.000	No
YOR215C	0.996	Yes
YOR216C	0.000	No
YOR217W	0.012	No
YOR218C	0.204	No
YOR219C	0.004	No
YOR220W	0.009	No
YOR221C	0.090	No
YOR222W	0.000	No
YOR223W	0.000	No
YOR224C	0.000	No
YOR225W	0.099	No
YOR226C	0.954	Yes
YOR227W	0.008	No
YOR228C	0.000	No
YOR229W	0.004	No
YOR230W	0.062	No
YOR231C-A	0.021	No
YOR231W	0.010	No
YOR232W	0.996	Yes
YOR233W	0.025	No
YOR234C	0.041	No
YOR235W	0.035	No
YOR236W	0.028	No
YOR237W	0.016	No
YOR238W	0.000	No
YOR239W	0.000	No
YOR241W	0.562	Yes
YOR242C	0.057	No
YOR243C	0.000	No
YOR244W	0.000	No
YOR245C	0.000	No
YOR246C	0.000	No
YOR247W	0.000	No
YOR248W	0.043	No
YOR249C	0.004	No
YOR250C	0.000	No
YOR251C	0.000	No
YOR252W	0.111	No
YOR253W	0.013	No
YOR254C	0.000	No
YOR255W	0.015	No
YOR256C	0.000	No
YOR257W	0.000	No
YOR258W	0.028	No
YOR259C	0.000	No
YOR260W	0.000	No
YOR261C	0.000	No
YOR262W	0.000	No
YOR263C	0.028	No
YOR264W	0.000	No
YOR265W	0.006	No
YOR266W	0.012	No
YOR267C	0.024	No
YOR268C	0.017	No
YOR269W	0.031	No
YOR270C	0.005	No
YOR271C	0.012	No
YOR272W	0.000	No
YOR273C	0.000	No
YOR274W	0.026	No
YOR275C	0.000	No
YOR276W	0.005	No
YOR277C	0.000	No
YOR278W	0.083	No
YOR279C	0.000	No
YOR280C	0.004	No
YOR281C	0.007	No
YOR282W	0.035	No
YOR283W	0.053	No
YOR284W	0.000	No
YOR285W	0.013	No
YOR286W	0.997	Yes
YOR287C	0.000	No
YOR288C	0.011	No
YOR289W	0.492	Yes
YOR290C	0.012	No
YOR291W	0.000	No
YOR292C	0.012	No
YOR293C-A	0.076	No
YOR293W	0.013	No
YOR294W	0.000	No
YOR295W	0.000	No
YOR296W	0.012	No
YOR297C	0.072	No
YOR298C-A	0.101	No
YOR298W	0.000	No
YOR299W	0.000	No
YOR300W	0.782	Yes
YOR301W	0.004	No
YOR302W	0.009	No
YOR303W	0.000	No
YOR304C-A	0.000	No
YOR304W	0.000	No
YOR305W	0.566	Yes
YOR306C	0.000	No
YOR307C	0.015	No
YOR308C	0.000	No
YOR309C	0.143	No
YOR310C	0.000	No
YOR311C	0.000	No
YOR312C	0.087	No
YOR313C	0.000	No
YOR314W	0.112	No
YOR314W-A	0.018	No
YOR315W	0.000	No
YOR316C	0.000	No
YOR316C-A	0.069	No
YOR317W	0.012	No
YOR318C	0.000	No
YOR319W	0.000	No
YOR320C	0.475	Yes
YOR321W	0.004	No
YOR322C	0.000	No
YOR323C	0.132	No
YOR324C	0.008	No
YOR325W	0.000	No
YOR326W	0.000	No
YOR327C	0.000	No
YOR328W	0.000	No
YOR329C	0.000	No
YOR329W-A	0.051	No
YOR330C	0.967	Yes
YOR331C	0.205	No
YOR332W	0.000	No
YOR333C	0.031	No
YOR334W	0.996	Yes
YOR335C	0.067	No
YOR335W-A	0.011	No
YOR336W	0.007	No
YOR337W	0.009	No
YOR338W	0.000	No
YOR339C	0.000	No
YOR340C	0.005	No
YOR341W	0.000	No
YOR342C	0.000	No
YOR343C	0.065	No
YOR343W-A	0.000	No
YOR343W-B	0.000	No
YOR344C	0.000	No
YOR345C	0.000	No
YOR346W	0.000	No
YOR347C	0.377	No
YOR348C	0.003	No
YOR349W	0.014	No
YOR350C	0.614	Yes
YOR351C	0.000	No
YOR352W	0.000	No
YOR353C	0.000	No
YOR354C	0.794	Yes
YOR355W	0.003	No
YOR356W	0.996	Yes
YOR357C	0.000	No
YOR358W	0.000	No
YOR359W	0.000	No
YOR360C	0.000	No
YOR361C	0.195	No
YOR362C	0.000	No
YOR363C	0.011	No
YOR364W	0.125	No
YOR365C	0.256	No
YOR366W	0.177	No
YOR367W	0.000	No
YOR368W	0.000	No
YOR369C	0.000	No
YOR370C	0.000	No
YOR371C	0.000	No
YOR372C	0.000	No
YOR373W	0.000	No
YOR374W	0.996	Yes
YOR375C	0.000	No
YOR376W	0.371	No
YOR376W-A	0.009	No
YOR377W	0.017	No
YOR378W	0.000	No
YOR379C	0.052	No
YOR380W	0.000	No
YOR381W	0.000	No
YOR381W-A	0.016	No
YOR382W	0.010	No
YOR383C	0.000	No
YOR384W	0.017	No
YOR385W	0.003	No
YOR386W	0.990	Yes
YOR387C	0.005	No
YOR388C	0.000	No
YOR389W	0.005	No
YOR390W	0.025	No
YOR391C	0.103	No
YOR392W	0.000	No
YOR393W	0.000	No
YOR394C-A	0.020	No
YOR394W	0.000	No
YOR396C-A	0.481	Yes
YOR396W	0.000	No
YPL001W	0.000	No
YPL002C	0.000	No
YPL003W	0.175	No
YPL004C	0.007	No
YPL005W	0.316	No
YPL006W	0.138	No
YPL007C	0.006	No
YPL008W	0.003	No
YPL009C	0.000	No
YPL010W	0.000	No
YPL011C	0.003	No
YPL012W	0.000	No
YPL013C	0.012	No
YPL014W	0.021	No
YPL015C	0.003	No
YPL016W	0.013	No
YPL017C	0.000	No
YPL018W	0.000	No
YPL019C	0.000	No
YPL020C	0.010	No
YPL021W	0.000	No
YPL022W	0.000	No
YPL023C	0.011	No
YPL024W	0.000	No
YPL025C	0.368	No
YPL026C	0.015	No
YPL027W	0.039	No
YPL028W	0.004	No
YPL029W	0.996	Yes
YPL030W	0.000	No
YPL031C	0.010	No
YPL032C	0.011	No
YPL033C	0.031	No
YPL034W	0.006	No
YPL035C	0.000	No
YPL036W	0.000	No
YPL037C	0.005	No
YPL038W	0.005	No
YPL038W-A	0.236	No
YPL039W	0.017	No
YPL040C	0.990	Yes
YPL041C	0.840	Yes
YPL042C	0.012	No
YPL043W	0.000	No
YPL044C	0.005	No
YPL045W	0.012	No
YPL046C	0.000	No
YPL047W	0.007	No
YPL048W	0.333	No
YPL049C	0.000	No
YPL050C	0.000	No
YPL051W	0.134	No
YPL052W	0.004	No
YPL053C	0.005	No
YPL054W	0.000	No
YPL055C	0.101	No
YPL056C	0.000	No
YPL057C	0.000	No
YPL058C	0.000	No
YPL059W	0.939	Yes
YPL060C-A	0.018	No
YPL060W	0.955	Yes
YPL061W	0.000	No
YPL062W	0.000	No
YPL063W	1.000	Yes
YPL064C	0.009	No
YPL065W	0.000	No
YPL066W	0.013	No
YPL067C	0.000	No
YPL068C	0.003	No
YPL069C	0.000	No
YPL070W	0.007	No
YPL071C	0.034	No
YPL072W	0.054	No
YPL073C	0.004	No
YPL074W	0.000	No
YPL075W	0.004	No
YPL076W	0.011	No
YPL077C	0.000	No
YPL078C	0.996	Yes
YPL079W	0.202	No
YPL080C	0.041	No
YPL081W	0.112	No
YPL082C	0.348	No
YPL083C	0.000	No
YPL084W	0.037	No
YPL085W	0.000	No
YPL086C	0.008	No
YPL087W	0.010	No
YPL088W	0.399	Yes
YPL089C	0.000	No
YPL090C	0.000	No
YPL091W	0.012	No
YPL092W	0.035	No
YPL093W	0.018	No
YPL094C	0.037	No
YPL095C	0.008	No
YPL096C-A	0.000	No
YPL096W	0.000	No
YPL097W	0.996	Yes
YPL098C	0.008	No
YPL099C	0.995	Yes
YPL100W	0.000	No
YPL101W	0.332	No
YPL102C	0.115	No
YPL103C	0.730	Yes
YPL104W	0.970	Yes
YPL105C	0.000	No
YPL106C	0.000	No
YPL107W	0.146	No
YPL108W	0.000	No
YPL109C	0.953	Yes
YPL110C	0.160	No
YPL111W	0.000	No
YPL112C	0.000	No
YPL113C	0.003	No
YPL114W	0.003	No
YPL115C	0.000	No
YPL116W	0.062	No
YPL117C	0.012	No
YPL118W	0.012	No
YPL119C	0.000	No
YPL119C-A	0.051	No
YPL120W	0.003	No
YPL121C	0.009	No
YPL122C	0.026	No
YPL123C	0.019	No
YPL124W	0.004	No
YPL125W	0.003	No
YPL126W	0.000	No
YPL127C	0.003	No
YPL128C	0.012	No
YPL129W	0.012	No
YPL130W	0.000	No
YPL131W	0.012	No
YPL132W	0.996	Yes
YPL133C	0.012	No
YPL134C	0.000	No
YPL135C-A	0.005	No
YPL135W	0.996	Yes
YPL136W	0.000	No
YPL137C	0.000	No
YPL138C	0.058	No
YPL139C	0.000	No
YPL140C	0.010	No
YPL141C	0.010	No
YPL142C	0.009	No
YPL143W	0.042	No
YPL144W	0.058	No
YPL145C	0.023	No
YPL146C	0.008	No
YPL147W	0.017	No
YPL148C	0.012	No
YPL149W	0.003	No
YPL150W	0.125	No
YPL151C	0.010	No
YPL152W	0.005	No
YPL152W-A	0.000	No
YPL153C	0.000	No
YPL154C	0.000	No
YPL155C	0.141	No
YPL156C	0.064	No
YPL157W	0.335	No
YPL158C	0.098	No
YPL159C	0.998	Yes
YPL160W	0.007	No
YPL161C	0.000	No
YPL162C	0.005	No
YPL163C	0.000	No
YPL164C	0.020	No
YPL165C	0.008	No
YPL166W	0.006	No
YPL167C	0.007	No
YPL168W	0.686	Yes
YPL169C	0.089	No
YPL170W	0.067	No
YPL171C	0.012	No
YPL172C	0.996	Yes
YPL173W	0.012	No
YPL174C	0.006	No
YPL175W	0.011	No
YPL176C	0.000	No
YPL177C	0.004	No
YPL178W	0.015	No
YPL179W	0.005	No
YPL180W	0.085	No
YPL181W	0.000	No
YPL182C	0.000	No
YPL183C	0.028	No
YPL183W-A	0.581	Yes
YPL184C	0.020	No
YPL185W	0.091	No
YPL186C	0.000	No
YPL187W	0.000	No
YPL188W	0.743	Yes
YPL189C-A	0.005	No
YPL189W	0.140	No
YPL190C	0.000	No
YPL191C	0.000	No
YPL192C	0.000	No
YPL193W	0.000	No
YPL194W	0.004	No
YPL195W	0.007	No
YPL196W	0.039	No
YPL197C	0.430	Yes
YPL198W	0.000	No
YPL199C	0.007	No
YPL200W	0.109	No
YPL201C	0.003	No
YPL202C	0.007	No
YPL203W	0.011	No
YPL204W	0.035	No
YPL205C	0.023	No
YPL206C	0.003	No
YPL207W	0.006	No
YPL208W	0.000	No
YPL209C	0.034	No
YPL210C	0.008	No
YPL211W	0.003	No
YPL212C	0.000	No
YPL213W	0.000	No
YPL214C	0.000	No
YPL215W	0.996	Yes
YPL216W	0.011	No
YPL217C	0.000	No
YPL218W	0.011	No
YPL219W	0.000	No
YPL220W	0.016	No
YPL221W	0.009	No
YPL222C-A	0.000	No
YPL222W	0.552	Yes
YPL223C	0.003	No
YPL224C	0.469	Yes
YPL225W	0.000	No
YPL226W	0.000	No
YPL227C	0.006	No
YPL228W	0.000	No
YPL229W	0.000	No
YPL230W	0.033	No
YPL231W	0.000	No
YPL232W	0.000	No
YPL233W	0.007	No
YPL234C	0.000	No
YPL235W	0.000	No
YPL236C	0.057	No
YPL237W	0.000	No
YPL238C	0.000	No
YPL239W	0.000	No
YPL240C	0.000	No
YPL241C	0.000	No
YPL242C	0.007	No
YPL243W	0.008	No
YPL244C	0.000	No
YPL245W	0.184	No
YPL246C	0.000	No
YPL247C	0.004	No
YPL248C	0.005	No
YPL249C	0.000	No
YPL249C-A	0.125	No
YPL250C	0.000	No
YPL250W-A	0.000	No
YPL251W	0.013	No
YPL252C	0.984	Yes
YPL253C	0.085	No
YPL254W	0.000	No
YPL255W	0.000	No
YPL256C	0.000	No
YPL257W	0.003	No
YPL257W-A	0.000	No
YPL257W-B	0.000	No
YPL258C	0.000	No
YPL259C	0.004	No
YPL260W	0.005	No
YPL261C	0.088	No
YPL262W	0.996	Yes
YPL263C	0.000	No
YPL264C	0.017	No
YPL265W	0.061	No
YPL266W	0.004	No
YPL267W	0.038	No
YPL268W	0.003	No
YPL269W	0.000	No
YPL270W	0.981	Yes
YPL271W	0.033	No
YPL272C	0.211	No
YPL273W	0.000	No
YPL274W	0.000	No
YPL275W	0.003	No
YPL276W	0.000	No
YPL277C	0.011	No
YPL278C	0.000	No
YPL279C	0.025	No
YPL280W	0.103	No
YPL281C	0.000	No
YPL282C	0.000	No
YPL283C	0.000	No
YPL283W-A	0.000	No
YPL283W-B	0.494	Yes
YPR001W	0.930	Yes
YPR002C-A	0.000	No
YPR002W	0.352	No
YPR003C	0.019	No
YPR004C	0.314	No
YPR005C	0.000	No
YPR006C	0.996	Yes
YPR007C	0.000	No
YPR008W	0.005	No
YPR009W	0.000	No
YPR010C	0.000	No
YPR010C-A	0.000	No
YPR011C	0.000	No
YPR012W	0.003	No
YPR013C	0.000	No
YPR014C	0.000	No
YPR015C	0.042	No
YPR016C	0.000	No
YPR016W-A	0.136	No
YPR017C	0.000	No
YPR018W	0.000	No
YPR019W	0.000	No
YPR020W	0.460	Yes
YPR021C	0.000	No
YPR022C	0.000	No
YPR023C	0.000	No
YPR024W	0.095	No
YPR025C	0.000	No
YPR026W	0.181	No
YPR027C	0.009	No
YPR028W	0.000	No
YPR029C	0.284	No
YPR030W	0.003	No
YPR031W	0.000	No
YPR032W	0.067	No
YPR033C	0.996	Yes
YPR034W	0.043	No
YPR035W	0.009	No
YPR036W	0.127	No
YPR036W-A	0.000	No
YPR037C	0.098	No
YPR038W	0.004	No
YPR039W	0.006	No
YPR040W	0.016	No
YPR041W	0.005	No
YPR042C	0.000	No
YPR043W	0.526	Yes
YPR044C	0.074	No
YPR045C	0.000	No
YPR046W	0.000	No
YPR047W	0.996	Yes
YPR048W	0.005	No
YPR049C	0.000	No
YPR050C	0.004	No
YPR051W	0.000	No
YPR052C	0.004	No
YPR053C	0.103	No
YPR054W	0.059	No
YPR055W	0.012	No
YPR056W	0.000	No
YPR057W	0.000	No
YPR058W	0.000	No
YPR059C	0.031	No
YPR060C	0.000	No
YPR061C	0.041	No
YPR062W	0.000	No
YPR063C	0.000	No
YPR064W	0.034	No
YPR065W	0.012	No
YPR066W	0.011	No
YPR067W	0.833	Yes
YPR068C	0.000	No
YPR069C	0.003	No
YPR070W	0.000	No
YPR071W	0.000	No
YPR072W	0.003	No
YPR073C	0.006	No
YPR074C	0.000	No
YPR074W-A	0.078	No
YPR075C	0.000	No
YPR076W	0.000	No
YPR077C	0.444	Yes
YPR078C	0.000	No
YPR079W	0.056	No
YPR080W	0.000	No
YPR081C	0.190	No
YPR082C	0.013	No
YPR083W	0.000	No
YPR084W	0.003	No
YPR085C	0.283	No
YPR086W	0.005	No
YPR087W	0.008	No
YPR088C	0.000	No
YPR089W	0.000	No
YPR091C	0.000	No
YPR092W	0.000	No
YPR093C	0.003	No
YPR094W	0.000	No
YPR095C	0.004	No
YPR096C	0.005	No
YPR097W	0.000	No
YPR098C	0.015	No
YPR099C	0.010	No
YPR100W	0.012	No
YPR101W	0.000	No
YPR102C	0.003	No
YPR103W	0.000	No
YPR104C	0.000	No
YPR105C	0.007	No
YPR106W	0.000	No
YPR107C	0.008	No
YPR108W	0.000	No
YPR108W-A	0.011	No
YPR109W	0.003	No
YPR110C	0.000	No
YPR111W	0.000	No
YPR112C	0.016	No
YPR113W	0.000	No
YPR114W	0.005	No
YPR115W	0.000	No
YPR116W	0.037	No
YPR117W	0.303	No
YPR118W	0.000	No
YPR119W	0.065	No
YPR120C	0.004	No
YPR121W	0.005	No
YPR122W	0.003	No
YPR123C	0.000	No
YPR124W	0.000	No
YPR125W	0.793	Yes
YPR126C	0.191	No
YPR127W	0.008	No
YPR128C	0.000	No
YPR129W	0.000	No
YPR130C	0.132	No
YPR131C	0.000	No
YPR132W	0.129	No
YPR133C	0.000	No
YPR133W-A	0.000	No
YPR134W	0.004	No
YPR135W	0.000	No
YPR136C	0.211	No
YPR137C-A	0.000	No
YPR137C-B	0.000	No
YPR137W	0.000	No
YPR138C	0.004	No
YPR139C	0.030	No
YPR140W	0.012	No
YPR141C	0.143	No
YPR142C	0.000	No
YPR143W	0.000	No
YPR144C	0.031	No
YPR145C-A	0.042	No
YPR145W	0.146	No
YPR146C	0.011	No
YPR147C	0.000	No
YPR148C	0.006	No
YPR149W	0.006	No
YPR150W	0.026	No
YPR151C	0.995	Yes
YPR152C	0.011	No
YPR153W	0.009	No
YPR154W	0.030	No
YPR155C	0.010	No
YPR156C	0.000	No
YPR157W	0.000	No
YPR158C-C	0.000	No
YPR158C-D	0.000	No
YPR158W	0.000	No
YPR158W-A	0.000	No
YPR158W-B	0.000	No
YPR159C-A	0.000	No
YPR159W	0.000	No
YPR160C-A	0.000	No
YPR160W	0.063	No
YPR160W-A	0.171	No
YPR161C	0.004	No
YPR162C	0.003	No
YPR163C	0.000	No
YPR164W	0.024	No
YPR165W	0.029	No
YPR166C	0.254	No
YPR167C	0.000	No
YPR168W	0.000	No
YPR169W	0.000	No
YPR169W-A	0.020	No
YPR170C	0.004	No
YPR170W-A	0.000	No
YPR170W-B	0.008	No
YPR171W	0.000	No
YPR172W	0.004	No
YPR173C	0.000	No
YPR174C	0.079	No
YPR175W	0.012	No
YPR176C	0.004	No
YPR177C	0.029	No
YPR178W	0.000	No
YPR179C	0.000	No
YPR180W	0.000	No
YPR181C	0.000	No
YPR182W	0.000	No
YPR183W	0.028	No
YPR184W	0.005	No
YPR185W	0.000	No
YPR186C	0.000	No
YPR187W	0.000	No
YPR188C	0.000	No
YPR189W	0.000	No
YPR190C	0.000	No
YPR191W	0.996	Yes
YPR192W	0.000	No
YPR193C	0.026	No
YPR194C	0.000	No
YPR195C	0.005	No
YPR196W	0.014	No
YPR197C	0.000	No
YPR198W	0.000	No
YPR199C	0.000	No
YPR200C	0.005	No
YPR201W	0.000	No
YPR202W	0.000	No
YPR203W	0.626	Yes
YPR204C-A	0.494	Yes
YPR204W	0.000	No
