Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNB05190 Protein	0.187	No mitochondrial presequence	19(MPP)	0.421	20-24	1-10-high	-	-	-	-	-	1-6	-	-	-	-	-	-	-	-	
CNB05200 Protein	0.006	No mitochondrial presequence	20(MPP)	0.050		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05220 Protein	0.958	Possessing mitochondrial presequence	45(MPP)	0.178		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05230 Protein	0.000	No mitochondrial presequence	49(MPP)	0.061		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05240 Protein	0.000	No mitochondrial presequence	28(MPP), 29(Icp55)	0.107		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05250 Protein	0.000	No mitochondrial presequence	15(MPP)	0.133		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05260 Protein	0.000	No mitochondrial presequence	57(MPP)	0.018	36-40	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05270 Protein	0.000	No mitochondrial presequence	37(MPP)	0.000	53-57	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05280 Protein	0.991	Possessing mitochondrial presequence	23(MPP)	0.174	89-93	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05290 Protein	0.519	Possessing mitochondrial presequence	36(MPP)	0.083	47-51,66-70	21-30-low	8-13	-	-	-	-	-	-	16-21	-	15-20	-	-	-	-	
CNB05310 Protein	0.008	No mitochondrial presequence	23(MPP)	0.174		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05320 Protein	0.000	No mitochondrial presequence	89(MPP)	-0.067	29-33	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05330 Protein	0.000	No mitochondrial presequence	30(MPP)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05340 Protein	0.022	No mitochondrial presequence	31(MPP)	0.000	15-19,68-72	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05350 Protein	0.005	No mitochondrial presequence	6(MPP)	0.500		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05360 Protein	0.000	No mitochondrial presequence	27(MPP)	-0.148	24-28,91-95	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05370 Protein	0.000	No mitochondrial presequence	23(MPP)	0.348	66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05380 Protein	0.000	No mitochondrial presequence	63(MPP)	0.016	48-52,87-91	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05390 Protein	0.072	No mitochondrial presequence	28(MPP)	0.000	22-26	20-29-high	-	-	23-28	-	22-27	-	-	-	-	-	-	-	-	-	
CNB05400 Protein	0.889	Possessing mitochondrial presequence	72(MPP), 80(Oct1)	0.111	2-6	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05410 Protein	0.007	No mitochondrial presequence	28(MPP), 29(Icp55)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05430 Protein	0.000	No mitochondrial presequence	16(MPP)	0.250	77-81	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05440 Protein	0.000	No mitochondrial presequence	25(MPP)	-0.080		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05450 Protein	0.000	No mitochondrial presequence	41(MPP)	0.171	4-8,83-87	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05460 Protein	0.000	No mitochondrial presequence	24(MPP)	-0.042		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05480 Protein	0.035	No mitochondrial presequence	24(MPP)	0.167		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05490 Protein	0.000	No mitochondrial presequence	40(MPP)	0.025	37-41	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05500 Protein	0.946	Possessing mitochondrial presequence	27(MPP)	0.148		13-22-high	-	4-9	-	-	-	2-7	-	17-22	-	1-6	-	-	-	-	
CNB05505 Protein	0.000	No mitochondrial presequence	83(MPP)	-0.072	46-50,89-93	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05510 Protein	0.043	No mitochondrial presequence	29(MPP)	0.034	92-96	8-17-high	-	-	-	-	-	-	-	9-14	-	8-13	-	-	-	-	
CNB05520 Protein	0.000	No mitochondrial presequence	45(MPP)	-0.067		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05530 Protein	0.883	Possessing mitochondrial presequence	29(MPP)	0.241		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05540 Protein	0.000	No mitochondrial presequence	40(MPP)	0.000		2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05550 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.100	13-17,24-28,52-56,90-94	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05560 Protein	0.814	Possessing mitochondrial presequence	43(MPP)	0.093	6-10,20-24	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05570 Protein	0.007	No mitochondrial presequence	62(MPP)	-0.016	62-66	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05580 Protein	0.000	No mitochondrial presequence	83(MPP)	-0.072	45-49	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05583 Protein	0.023	No mitochondrial presequence	8(MPP)	0.250		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05585 Protein	0.003	No mitochondrial presequence	48(MPP)	0.042	9-13,28-32	13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05600 Protein	0.000	No mitochondrial presequence	53(MPP), 54(Icp55)	0.000	25-29	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05610 Protein	0.000	No mitochondrial presequence	62(MPP)	-0.016	30-34,50-54,78-82	8-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05620 Protein	0.008	No mitochondrial presequence	46(MPP)	0.087	8-12	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05630 Protein	0.948	Possessing mitochondrial presequence	26(MPP), 34(Oct1)	0.192		21-30-high	-	-	-	-	-	23-28	-	-	-	-	-	-	-	-	
CNB05640 Protein	0.423	Possessing mitochondrial presequence	11(MPP), 19(Oct1)	0.273	1-5,30-34	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05650 Protein	0.068	No mitochondrial presequence	21(MPP)	0.238		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05660 Protein	0.055	No mitochondrial presequence	76(MPP)	0.013		21-30-low	-	-	-	5-10	-	-	-	-	-	-	-	-	-	-	
CNB05670 Protein	0.000	No mitochondrial presequence	26(MPP)	0.038	52-56,94-98	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05673 Protein	0.003	No mitochondrial presequence	33(MPP)	0.030	7-11,42-46,62-66	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05675 Protein	0.032	No mitochondrial presequence	35(MPP), 43(Oct1)	0.171		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05680 Protein	0.035	No mitochondrial presequence	43(MPP), 44(Icp55)	0.000	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05690 Protein	0.000	No mitochondrial presequence	23(MPP)	0.000		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05700 Protein	0.000	No mitochondrial presequence	33(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05710 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.143		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05720 Protein	0.000	No mitochondrial presequence	9(MPP)	0.222		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05730 Protein	0.006	No mitochondrial presequence	14(MPP)	0.143	12-16	5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05740 Protein	0.019	No mitochondrial presequence	41(MPP), 49(Oct1)	-0.049	32-36	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05750 Protein	0.008	No mitochondrial presequence	54(MPP)	0.019	94-98	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05760 Protein	0.000	No mitochondrial presequence	23(MPP)	0.087	20-24	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05770 Protein	0.097	No mitochondrial presequence	26(MPP)	0.000		12-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05780 Protein	0.000	No mitochondrial presequence	84(MPP), 85(Icp55)	-0.071	88-92	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNB05785 Protein	0.003	No mitochondrial presequence	45(MPP)	0.156		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00010 Protein	0.015	No mitochondrial presequence	15(MPP)	-0.067	13-17,17-21	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00020 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.031		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00030 Protein	0.046	No mitochondrial presequence	21(MPP), 22(Icp55)	0.000	25-29,73-77	15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00040 Protein	0.004	No mitochondrial presequence	28(MPP)	-0.036		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00043 Protein	0.000	No mitochondrial presequence	40(MPP), 48(Oct1)	0.025		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00045 Protein	0.061	No mitochondrial presequence	32(MPP), 33(Icp55)	0.094		16-25-high	22-27	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00050 Protein	0.000	No mitochondrial presequence	52(MPP)	0.019		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00060 Protein	0.003	No mitochondrial presequence	26(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00080 Protein	0.013	No mitochondrial presequence	35(MPP)	0.171		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00090 Protein	0.000	No mitochondrial presequence	33(MPP)	0.121		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00100 Protein	0.907	Possessing mitochondrial presequence	23(MPP), 31(Oct1)	0.087	89-93	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00110 Protein	0.004	No mitochondrial presequence	66(MPP)	-0.030		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00120 Protein	0.005	No mitochondrial presequence	8(MPP)	0.125	5-9,34-38,56-60,90-94	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00130 Protein	0.000	No mitochondrial presequence	6(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00133 Protein	0.000	No mitochondrial presequence	37(MPP)	0.108		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00135 Protein	0.000	No mitochondrial presequence	30(MPP)	0.033	54-58	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00140 Protein	0.031	No mitochondrial presequence	29(MPP)	0.034	14-18,95-99	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00160 Protein	0.000	No mitochondrial presequence	11(MPP)	0.182	62-66,69-73	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00170 Protein	0.000	No mitochondrial presequence	35(MPP)	0.086	89-93	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00180 Protein	0.000	No mitochondrial presequence	11(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00190 Protein	0.029	No mitochondrial presequence	40(MPP)	0.000	9-13,68-72	5-14-high	-	-	10-15	-	9-14	-	-	-	-	-	-	-	-	-	
CNC00200 Protein	0.004	No mitochondrial presequence	17(MPP)	0.000		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00210 Protein	0.172	No mitochondrial presequence	66(MPP)	0.106		10-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00220 Protein	0.003	No mitochondrial presequence	78(MPP)	-0.038	1-5,75-79,95-99	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00230 Protein	0.000	No mitochondrial presequence	9(MPP), 10(Icp55)	-0.111	55-59,84-88	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00240 Protein	0.027	No mitochondrial presequence	25(MPP)	0.360		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00250 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.119		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00260 Protein	0.000	No mitochondrial presequence	32(MPP)	0.125	76-80	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00270 Protein	0.000	No mitochondrial presequence	37(MPP)	0.081		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00290 Protein	0.317	No mitochondrial presequence	8(MPP), 16(Oct1)	0.125	5-9	1-10-high	7-12	-	-	-	-	-	-	-	-	-	-	4-9	5-10	-	
CNC00300 Protein	0.000	No mitochondrial presequence	33(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00310 Protein	0.000	No mitochondrial presequence	76(MPP)	-0.026		14-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00320 Protein	0.007	No mitochondrial presequence	18(MPP)	0.167		12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00325 Protein	0.000	No mitochondrial presequence	8(MPP)	0.375		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00330 Protein	0.804	Possessing mitochondrial presequence	6(MPP)	0.500	16-20,64-68	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00340 Protein	0.000	No mitochondrial presequence	70(MPP), 71(Icp55)	-0.029		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00350 Protein	0.015	No mitochondrial presequence	37(MPP)	0.243	7-11,22-26	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00360 Protein	0.000	No mitochondrial presequence	35(MPP)	0.000	96-100	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00370 Protein	0.000	No mitochondrial presequence	8(MPP)	0.000	75-79	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00380 Protein	0.000	No mitochondrial presequence	61(MPP)	-0.049	53-57	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00390 Protein	0.000	No mitochondrial presequence	44(MPP)	-0.023		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00400 Protein	0.000	No mitochondrial presequence	81(MPP)	-0.037	83-87	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00410 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.073	64-68	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00420 Protein	0.000	No mitochondrial presequence	57(MPP)	-0.140		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00430 Protein	0.021	No mitochondrial presequence	36(MPP)	0.111		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00440 Protein	0.003	No mitochondrial presequence	46(MPP)	0.065	13-17,36-40,96-100	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00450 Protein	0.014	No mitochondrial presequence	33(MPP)	0.182	20-24,74-78	16-27-high	-	-	-	-	-	-	-	-	-	-	-	19-24	-	-	
CNC00460 Protein	0.000	No mitochondrial presequence	56(MPP)	-0.107		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00470 Protein	0.000	No mitochondrial presequence	19(MPP)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00480 Protein	0.000	No mitochondrial presequence	37(MPP)	0.027	7-11	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00490 Protein	0.050	No mitochondrial presequence	10(MPP)	0.600	8-12	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00500 Protein	0.007	No mitochondrial presequence	23(MPP)	0.043		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00510 Protein	0.819	Possessing mitochondrial presequence	36(MPP)	0.139	55-59,71-75	14-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00520 Protein	0.000	No mitochondrial presequence	90(MPP)	-0.011	62-66,87-91	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00540 Protein	0.417	Possessing mitochondrial presequence	20(MPP)	0.300	17-21,86-90	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00550 Protein	0.000	No mitochondrial presequence	41(MPP)	0.073	86-90	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00560 Protein	0.000	No mitochondrial presequence	11(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00565 Protein	0.000	No mitochondrial presequence	23(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00570 Protein	0.003	No mitochondrial presequence	46(MPP)	0.022		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00580 Protein	0.003	No mitochondrial presequence	28(MPP)	0.071	25-29	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00590 Protein	0.398	Possessing mitochondrial presequence	15(MPP)	0.067	55-59,59-63	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00600 Protein	0.000	No mitochondrial presequence	84(MPP)	-0.012	81-85	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00620 Protein	0.000	No mitochondrial presequence	32(MPP)	0.031		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00630 Protein	0.000	No mitochondrial presequence	31(MPP)	0.032		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00640 Protein	0.000	No mitochondrial presequence	20(MPP)	-0.150		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00650 Protein	0.000	No mitochondrial presequence	57(MPP)	-0.035		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00660 Protein	0.000	No mitochondrial presequence	71(MPP)	0.014	68-72	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00670 Protein	0.000	No mitochondrial presequence	34(MPP)	0.176	20-24	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00680 Protein	0.185	No mitochondrial presequence	19(MPP)	0.263	23-27	20-29-low	25-30	-	-	-	-	-	-	-	-	-	-	-	23-28	-	
CNC00690 Protein	0.000	No mitochondrial presequence	26(MPP)	-0.077	23-27	10-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00700 Protein	0.279	No mitochondrial presequence	56(MPP)	0.268		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00705 Protein	0.055	No mitochondrial presequence	13(MPP)	0.154	1-5,73-77	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00710 Protein	0.000	No mitochondrial presequence	56(MPP)	0.018	18-22,76-80	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00720 Protein	0.003	No mitochondrial presequence	23(MPP)	0.087		9-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00730 Protein	0.000	No mitochondrial presequence	23(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00760 Protein	0.000	No mitochondrial presequence	46(MPP), 47(Icp55)	0.000	2-6	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00780 Protein	0.009	No mitochondrial presequence	37(MPP)	0.027	34-38,49-53,77-81,81-85	16-25-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
CNC00790 Protein	0.000	No mitochondrial presequence	23(MPP)	0.261		1-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00800 Protein	0.000	No mitochondrial presequence	33(MPP)	0.030		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00810 Protein	0.004	No mitochondrial presequence	14(MPP)	0.143	63-67,86-90	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00820 Protein	0.000	No mitochondrial presequence	12(MPP)	0.167	49-53	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	8-13	
CNC00830 Protein	0.022	No mitochondrial presequence	21(MPP)	0.095	50-54,80-84	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00840 Protein	0.983	Possessing mitochondrial presequence	35(MPP), 36(Icp55)	0.143		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00843 Protein	0.010	No mitochondrial presequence	29(MPP)	0.069	55-59	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00845 Protein	0.026	No mitochondrial presequence	16(MPP)	0.062		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00850 Protein	0.000	No mitochondrial presequence	83(MPP)	-0.108		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00870 Protein	0.000	No mitochondrial presequence	18(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00880 Protein	0.023	No mitochondrial presequence	27(MPP)	0.148		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00890 Protein	0.003	No mitochondrial presequence	9(MPP)	-0.333	6-10	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00900 Protein	0.000	No mitochondrial presequence	37(MPP)	0.027	59-63	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00910 Protein	0.008	No mitochondrial presequence	42(MPP)	0.143	21-25	19-28-high	-	-	-	22-27	-	-	-	-	-	-	-	-	-	-	
CNC00920 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061	31-35,89-93	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00935 Protein	0.114	No mitochondrial presequence	15(MPP)	0.200	21-25,76-80	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00940 Protein	0.000	No mitochondrial presequence	15(MPP)	0.067		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00950 Protein	0.005	No mitochondrial presequence	31(MPP)	0.065		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00960 Protein	0.004	No mitochondrial presequence	60(MPP)	0.083	75-79	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00970 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.091	87-91	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00980 Protein	0.000	No mitochondrial presequence	61(MPP)	0.000		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC00990 Protein	0.988	Possessing mitochondrial presequence	31(MPP), 32(Icp55)	0.194	2-6,20-24	7-16-high	-	-	-	-	-	6-11	-	-	-	5-10	-	1-6	-	-	
CNC01000 Protein	0.000	No mitochondrial presequence	71(MPP)	-0.282		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01010 Protein	0.000	No mitochondrial presequence	27(MPP)	0.000	8-12,47-51	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01030 Protein	0.216	No mitochondrial presequence	27(MPP)	0.111		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01040 Protein	0.000	No mitochondrial presequence	12(MPP)	0.000		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01050 Protein	0.000	No mitochondrial presequence	64(MPP)	0.000	75-79	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01060 Protein	0.006	No mitochondrial presequence	7(MPP)	0.571	78-82	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01070 Protein	0.989	Possessing mitochondrial presequence	25(MPP), 26(Icp55)	0.200	6-10	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01080 Protein	0.000	No mitochondrial presequence	46(MPP), 47(Icp55)	0.000	13-17	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01090 Protein	0.940	Possessing mitochondrial presequence	23(MPP), 31(Oct1)	0.217	85-89	17-26-high	-	-	-	-	-	5-10	-	-	-	-	-	-	-	-	
CNC01100 Protein	0.976	Possessing mitochondrial presequence	19(MPP), 20(Icp55)	0.211	12-16	13-22-high	-	-	-	-	-	-	-	-	15-20	-	-	-	-	-	
CNC01110 Protein	0.000	No mitochondrial presequence	35(MPP)	-0.114		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01130 Protein	0.000	No mitochondrial presequence	8(MPP)	-0.250		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01140 Protein	0.000	No mitochondrial presequence	9(MPP)	0.111		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01150 Protein	0.000	No mitochondrial presequence	74(MPP)	-0.014	61-65	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01160 Protein	0.000	No mitochondrial presequence	19(MPP)	0.105		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01170 Protein	0.012	No mitochondrial presequence	37(MPP)	0.054	28-32,78-82	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01180 Protein	0.162	No mitochondrial presequence	20(MPP)	0.050	17-21	12-21-high	-	-	-	-	-	-	-	-	-	-	-	16-21	-	-	
CNC01190 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.098	70-74	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01200 Protein	0.997	Possessing mitochondrial presequence	24(MPP), 32(Oct1)	0.167		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01210 Protein	0.000	No mitochondrial presequence	91(MPP)	0.066	92-96	5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNC01215 Protein	0.050	No mitochondrial presequence	81(MPP)	0.049		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
