# Intron retention-dependent gene regulation in Cryptococcus neoformans
# Sara Gonzalez-Hilarion, et al., Scientific Reports volume 6, Article number: 32252 (2016)
# Table S4. List of orthologues between the two varieties of C. neoformans.	
# 
# var. grubii	var. neoformans
H99	JEC21
CNAG_06162	CNM01640
CNAG_06224	CNM02260
CNAG_07731	CNG01570
CNAG_02011	CNK03460
CNAG_01807	CNC02960
CNAG_03835	CNB03235
CNAG_00284	CNA02720
CNAG_05435	CNH01035
CNAG_06655	CNF03660
CNAG_07030	CNA02080
CNAG_05800	CNF01790
CNAG_08009	CNC02885
CNAG_03274	CNG03030
CNAG_05624	CNH02660
CNAG_01751	CNC02530
CNAG_02208	CNE03330
CNAG_02752	CNC03740
CNAG_01802	CNC02920
CNAG_00705	CNA06840
CNAG_00613	CNA05950
CNAG_03602	CNB01050
CNAG_07572	CNK00950
CNAG_02008	CNK03430
CNAG_07540	CNK01300
CNAG_02852	CNC04690
CNAG_05698	CNF02740
CNAG_06879	CNK00480
CNAG_00864	CND00020
CNAG_00718	CNA06970
CNAG_00105	CNA00960
CNAG_05784	CNF01940
CNAG_06502	CNN02270
CNAG_02817	CNC04340
CNAG_00497	CNA04760
CNAG_01199	CND03230
CNAG_03037	CNC00480
CNAG_06704	CNN00765
CNAG_03788	CNB02820
CNAG_00371	CNA03320
CNAG_05644	CNH02830
CNAG_05343	CNH00090
CNAG_05772	CNF02060
CNAG_04970	CNL06440
CNAG_02880	CNC04930
CNAG_02953	CNC05620
CNAG_07327	CNA01960
CNAG_05863	CNF01100
CNAG_03631	CNB01330
CNAG_06010	CNM00220
CNAG_03587	CNG00180
CNAG_00399	CNA03870
CNAG_05730	CNF02430
CNAG_01689	CNC01980
CNAG_03925	CNB04140
CNAG_02829	CNC04460
CNAG_01353	CND04685
CNAG_04733	CNJ01630
CNAG_03559	CNG00440
CNAG_06778	CNB00210
CNAG_06022	CNM00330
CNAG_02850	CNC04670
CNAG_05411	CNH00790
CNAG_00188	CNA01770
CNAG_04822	CNJ02480
CNAG_03795	CNB02890
CNAG_04009	CNB04910
CNAG_05221	CNL04080
CNAG_04196	CNI03340
CNAG_01711	CNC02160
CNAG_00080	CNA00700
CNAG_02772	CNC03925
CNAG_02326	CNE02210
CNAG_00148	CNA01360
CNAG_01524	CNC06580
CNAG_06380	CNN01060
CNAG_02882	CNC04945
CNAG_03563	CNG00400
CNAG_05320	CNH03130
CNAG_02533	CNE00320
CNAG_00977	CND01060
CNAG_05762	CNF02150
CNAG_03961	CNB04500
CNAG_06708	CNB00950
CNAG_06324	CNN00520
CNAG_06734	CNB00680
CNAG_05305	CNM01700
CNAG_04682	CNJ01135
CNAG_04047	CNB05310
CNAG_04322	CNI02270
CNAG_03395	CNG01900
CNAG_00331	CNA03130
CNAG_05136	CNL04860
CNAG_00475	CNA04570
CNAG_06533	CNF04860
CNAG_05855	CNF01170
CNAG_07672	CNF02240
CNAG_03908	CNB03960
CNAG_06289	CNN00240
CNAG_02355	CNE01950
CNAG_05195	CNL04300
CNAG_00495	CNA04740
CNAG_02002	CNK03370
CNAG_03550	CNG00510
CNAG_04147	CNI02850
CNAG_01721	CNC02250
CNAG_04275	CNI04140
CNAG_05447	CNH01130
CNAG_02259	CNE02870
CNAG_04300	CNI02500
CNAG_05648	CNH02870
CNAG_00424	CNA04100
CNAG_03741	CNB02370
CNAG_01539	CNC06440
CNAG_03013	CNC00720
CNAG_00937	CND00770
CNAG_05701	CNF02720
CNAG_00026	CNA00190
CNAG_04710	CNJ01420
CNAG_05158	CNL04650
CNAG_01777	CNC02760
CNAG_00813	CNA04800
CNAG_07635	CNE02670
CNAG_03376	CNG02070
CNAG_03642	CNB02590
CNAG_06924	CNK00060
CNAG_02679	CNK01670
CNAG_06837	CND06180
CNAG_07628	CNE01020
CNAG_06597	CNF04210
CNAG_07356	CNA03530
CNAG_04117	CNI04305
CNAG_05759	CNF02180
CNAG_03345	CNG02350
CNAG_05617	CNH02580
CNAG_00623	CNA06030
CNAG_00547	CNA05310
CNAG_01825	CNC03125
CNAG_07841	CNJ03330
CNAG_05277	CNH03510
CNAG_05018	CNL05990
CNAG_00469	CNA04500
CNAG_01758	CNC02590
CNAG_06391	CNN01175
CNAG_05022	CNL05950
CNAG_00124	CNA01140
CNAG_01606	CNC01190
CNAG_00932	CND00720
CNAG_04002	CNB04860
CNAG_04746	CNJ01770
CNAG_03638	CNB01390
CNAG_06743	CNB00590
CNAG_02938	CNC05480
CNAG_06158	CNM01600
CNAG_04835	CNJ02600
CNAG_03413	CNG01710
CNAG_01378	CND04910
CNAG_00137	CNA01240
CNAG_06129	CNM01340
CNAG_08002	CNC07180
CNAG_00438	CNA04210
CNAG_02439	CNE01180
CNAG_04708	CNJ01400
CNAG_07741	CNG00780
CNAG_02498	CNE00620
CNAG_06333	CNN00630
CNAG_05423	CNH00900
CNAG_03500	CNG00930
CNAG_05572	CNH02190
CNAG_05263	CNL04160
CNAG_05486	CNH01440
CNAG_00577	CNA05620
CNAG_06336	CNN00660
CNAG_00182	CNA01710
CNAG_03683	CNB01810
CNAG_01320	CND04400
CNAG_04157	CNI02940
CNAG_00385	CNA03730
CNAG_03796	CNB02900
CNAG_03688	CNB01855
CNAG_04146	CNI02860
CNAG_05551	CNH02000
CNAG_04091	CNB05700
CNAG_04584	CNJ00260
CNAG_01059	CND01900
CNAG_03266	CNG03100
CNAG_00550	CNA05320
CNAG_05814	CNF01650
CNAG_01508	CNC06730
CNAG_06861	CND06400
CNAG_01264	CND03850
CNAG_02928	CNC05360
CNAG_04130	CNI02700
CNAG_04305	CNI02450
CNAG_05918	CNF00570
CNAG_04488	CNI00690
CNAG_04247	CNI03870
CNAG_00064	CNA00550
CNAG_03509	CNG00840
CNAG_03369	CNG02130
CNAG_01244	CND03620
CNAG_05064	CNL05550
CNAG_06873	CNE05320
CNAG_03246	CNG03270
CNAG_02779	CNC03970
CNAG_03259	CNG03170
CNAG_02190	CNE03470
CNAG_05043	CNL05750
CNAG_06519	CNN02410
CNAG_04278	CNI04170
CNAG_01048	CND01780
CNAG_05450	CNH01150
CNAG_02977	CNC05860
CNAG_02789	CNC04070
CNAG_04913	CNJ03350
CNAG_06008	CNM00170
CNAG_03918	CNB04070
CNAG_05599	CNH02420
CNAG_01808	CNC02970
CNAG_06914	CNK00170
CNAG_04239	CNI03800
CNAG_05430	CNH00960
CNAG_03930	CNB04185
CNAG_04689	CNJ01200
CNAG_00149	CNA01370
CNAG_02033	CNE05020
CNAG_03911	CNB04010
CNAG_06845	CND06250
CNAG_04546	CNI00100
CNAG_07634	CNE01980
CNAG_03068	CNC00200
CNAG_05475	CNH01360
CNAG_00776	CNA07540
CNAG_07756	CNI04330
CNAG_00869	CND00090
CNAG_01288	CND04080
CNAG_05385	CNH00520
CNAG_04582	CNJ00240
CNAG_00587	CNA05710
CNAG_03781	CNB02760
CNAG_07386	CNA08190
CNAG_00405	CNA03940
CNAG_01842	CNC03270
CNAG_07188	CNF00300
CNAG_01297	CND04170
CNAG_07524	CNC03570
CNAG_01005	CND01340
CNAG_00236	CNA02260
CNAG_02407	CNE01480
CNAG_05365	CNH00330
CNAG_02449	CNE01100
CNAG_01002	CND01310
CNAG_04807	CNJ02335
CNAG_05354	CNH00210
CNAG_01647	CNC01600
CNAG_06356	CNN00830
CNAG_00662	CNA06410
CNAG_07020	CNI00070
CNAG_07886	CNH02335
CNAG_04132	CNI02720
CNAG_07559	CNK01070
CNAG_04850	CNJ02745
CNAG_03107	CNG04575
CNAG_03206	CNG03640
CNAG_02005	CNK03400
CNAG_00795	CNA07720
CNAG_05391	CNH00580
CNAG_03709	CNB02060
CNAG_07605	CNC02740
CNAG_04589	CNJ00310
CNAG_07607	CNC03160
CNAG_04220	CNI03620
CNAG_02068	CNE04680
CNAG_00255	CNA02440
CNAG_05398	CNH00670
CNAG_05229	CNL03990
CNAG_03447	CNG01400
CNAG_05674	CNF02990
CNAG_07953	CNA05015
CNAG_03003	CNC06140
CNAG_03830	CNB03195
CNAG_04455	CNI01020
CNAG_04808	CNJ02340
CNAG_03236	CNG03360
CNAG_05199	CNL04260
CNAG_03958	CNB04460
CNAG_00263	CNA02535
CNAG_04054	CNB05380
CNAG_01658	CNC01710
CNAG_01951	CNK02900
CNAG_01901	CNK02405
CNAG_04740	CNJ01700
CNAG_02546	CNE00200
CNAG_06229	CNM02300
CNAG_05083	CNL05360
CNAG_04392	CNI01560
CNAG_04990	CNL06240
CNAG_05518	CNH01700
CNAG_05005	CNL06100
CNAG_02285	CNE02610
CNAG_04471	CNI00860
CNAG_04751	CNJ01820
CNAG_02895	CNC05070
CNAG_01615	CNC01290
CNAG_02151	CNE03850
CNAG_02315	CNE02310
CNAG_03978	CNB04670
CNAG_04402	CNI01460
CNAG_03394	CNG01910
CNAG_04344	CNI02060
CNAG_07432	CND03470
CNAG_06448	CNN01730
CNAG_03108	CNG04550
CNAG_03142	CNG04230
CNAG_01586	CNC00990
CNAG_01521	CNC06610
CNAG_01033	CND01650
CNAG_05217	CNL04120
CNAG_00637	CNA06170
CNAG_01307	CND04270
CNAG_04396	CNI01520
CNAG_00521	CNA05030
CNAG_01791	CNC02820
CNAG_05247	CNH03840
CNAG_05598	CNH02410
CNAG_04884	CNJ03120
CNAG_07690	CNF00240
CNAG_04334	CNI02150
CNAG_03681	CNB01790
CNAG_05270	CNH03600
CNAG_03177	CNG03900
CNAG_00361	CNA03420
CNAG_05123	CNL04970
CNAG_05375	CNH00430
CNAG_04292	CNI02560
CNAG_04314	CNI02350
CNAG_03237	CNG03350
CNAG_00927	CND00670
CNAG_05909	CNF00630
CNAG_06558	CNF04590
CNAG_01212	CND03360
CNAG_05567	CNH02150
CNAG_03527	CNG00670
CNAG_00753	CNA07320
CNAG_04843	CNJ02680
CNAG_01975	CNK03090
CNAG_04813	CNJ02380
CNAG_00827	CNA08060
CNAG_03776	CNB02710
CNAG_00605	CNA05880
CNAG_05359	CNH00270
CNAG_06077	CNM00860
CNAG_03590	CNG00150
CNAG_07813	CNL04930
CNAG_07927	CNN00175
CNAG_00300	CNA02860
CNAG_03843	CNB03330
CNAG_03637	CNB01380
CNAG_03162	CNG04050
CNAG_07873	CNH00360
CNAG_03454	CNG01330
CNAG_05614	CNH02550
CNAG_05700	CNF02730
CNAG_07485	CNB04300
CNAG_05967	CNF00163
CNAG_00238	CNA02290
CNAG_07838	CNJ03380
CNAG_02530	CNE00360
CNAG_06265	CNN00030
CNAG_05254	CNH03760
CNAG_05629	CNH02710
CNAG_04475	CNI00820
CNAG_03492	CNG01000
CNAG_02724	CNC03520
CNAG_01732	CNC02370
CNAG_03599	CNB01020
CNAG_03275	CNG03020
CNAG_02414	CNE01420
CNAG_03328	CNG02510
CNAG_01818	CNC03060
CNAG_03621	CNB01230
CNAG_03434	CNG01510
CNAG_02219	CNE03220
CNAG_00136	CNA01230
CNAG_02944	CNC05540
CNAG_01815	CNC03040
CNAG_02373	CNE01770
CNAG_00726	CNA07050
CNAG_01469	CNC07110
CNAG_06731	CNB00710
CNAG_02164	CNE03740
CNAG_02519	CNE00460
CNAG_03927	CNB04160
CNAG_04600	CNJ00400
CNAG_01303	CND04230
CNAG_04167	CNI03040
CNAG_04256	CNI03940
CNAG_03022	CNC00630
CNAG_05513	CNH01660
CNAG_01203	CND03270
CNAG_05373	CNH00410
CNAG_03622	CNB01240
CNAG_05550	CNH01980
CNAG_05297	CNH03350
CNAG_04366	CNI01825
CNAG_00764	CNA07420
CNAG_06568	CNF04490
CNAG_02105	CNE04315
CNAG_00115	CNA01050
CNAG_02388	CNE01635
CNAG_02149	CNE03870
CNAG_06456	CNN01800
CNAG_07922	CNN00020
CNAG_04383	CNI01640
CNAG_02782	CNC04000
CNAG_07428	CND03995
CNAG_01573	CNC00880
CNAG_00758	CNA07370
CNAG_06567	CNF04500
CNAG_02931	CNC05400
CNAG_06346	CNN00755
CNAG_04065	CNB05490
CNAG_06798	CNB00040
CNAG_04527	CNI00280
CNAG_04244	CNI03850
CNAG_00676	CNA06540
CNAG_00171	CNA01590
CNAG_02655	CNK01440
CNAG_05031	CNL05860
CNAG_04528	CNI00270
CNAG_05713	CNF02620
CNAG_04510	CNI00460
CNAG_05116	CNL05040
CNAG_06360	CNN00860
CNAG_05982	CNF00020
CNAG_00960	CND00900
CNAG_05544	CNH01920
CNAG_05584	CNH02290
CNAG_07774	CNI00730
CNAG_04792	CNJ02200
CNAG_02849	CNC04660
CNAG_01131	CND02540
CNAG_04767	CNJ01960
CNAG_02101	CNE04350
CNAG_03874	CNB03640
CNAG_06206	CNM02050
CNAG_00415	CNA04030
CNAG_02201	CNE03390
CNAG_02864	CNC04803
CNAG_03224	CNG03495
CNAG_02539	CNE00270
CNAG_05613	CNH02540
CNAG_06623	CNF03950
CNAG_01635	CNC01480
CNAG_02500	CNE00610
CNAG_05724	CNF02490
CNAG_07579	CNK00430
CNAG_04651	CNJ00890
CNAG_03041	CNH03540
CNAG_07964	CNB01040
CNAG_01854	CNC03380
CNAG_02358	CNE01920
CNAG_00784	CNA07610
CNAG_03347	CNG02310
CNAG_00844	CNA08210
CNAG_02487	CNE00730
CNAG_00242	CNA02335
CNAG_06438	CNN01635
CNAG_05935	CNF00400
CNAG_05650	CNH02890
CNAG_06387	CNN01140
CNAG_00520	CNA05020
CNAG_02173	CNE03640
CNAG_04217	CNI03590
CNAG_07657	CNF04700
CNAG_06630	CNF03880
CNAG_04285	CNI02640
CNAG_07766	CNI01570
CNAG_06754	CNB00490
CNAG_05337	CNH00030
CNAG_03336	CNG02430
CNAG_05439	CNH01060
CNAG_04598	CNJ00370
CNAG_05999	CNM00080
CNAG_05745	CNF02320
CNAG_07798	CNL06500
CNAG_02262	CNE02840
CNAG_02226	CNE03140
CNAG_06441	CNN01660
CNAG_07590	CNC06660
CNAG_07937	CNN01530
CNAG_06120	CNM01260
CNAG_05521	CNH01730
CNAG_07333	CNA02030
CNAG_02118	CNE04190
CNAG_01337	CND04520
CNAG_02077	CNE04595
CNAG_06584	CNF04340
CNAG_05188	CNL04390
CNAG_03532	CNG00630
CNAG_05526	CNH01775
CNAG_02106	CNE04310
CNAG_01192	CND03165
CNAG_00742	CNA07210
CNAG_01558	CNC06260
CNAG_06492	CNN02160
CNAG_06550	CNF04670
CNAG_03595	CNB00980
CNAG_01850	CNC03340
CNAG_07437	CND03020
CNAG_01629	CNC01420
CNAG_04257	CNI03950
CNAG_04871	CNJ02985
CNAG_02583	CNK00740
CNAG_00833	CNA08115
CNAG_01548	CNC06360
CNAG_00447	CNA04280
CNAG_03437	CNG01485
CNAG_05864	CNF01090
CNAG_07442	CND01990
CNAG_06681	CNF03390
CNAG_06180	CNM01810
CNAG_02799	CNC04180
CNAG_04031	CNB05130
CNAG_01622	CNC01360
CNAG_06971	CND05780
CNAG_00922	CND00630
CNAG_01931	CNK02705
CNAG_01771	CNC02710
CNAG_04191	CNI03290
CNAG_01138	CND02630
CNAG_00997	CND01250
CNAG_03488	CNG01040
CNAG_00319	CNA03040
CNAG_00274	CNA02625
CNAG_07177	CNF03360
CNAG_01728	CNC02330
CNAG_06301	CNN00360
CNAG_06809	CND05660
CNAG_01272	CND03920
CNAG_05460	CNH01220
CNAG_02502	CNE00590
CNAG_03420	CNG01640
CNAG_01550	CNC06340
CNAG_00268	CNA02570
CNAG_05038	CNL05790
CNAG_00975	CND01040
CNAG_02030	CNE05040
CNAG_04900	CNJ03240
CNAG_06308	CNN00390
CNAG_05921	CNF00540
CNAG_00052	CNA00410
CNAG_01032	CND01640
CNAG_03847	CNB03370
CNAG_00996	CND01240
CNAG_06355	CNN00825
CNAG_03315	CNG02630
CNAG_05241	CNL03890
CNAG_03284	CNG02910
CNAG_00292	CNA02800
CNAG_02023	CNE05110
CNAG_01254	CND03710
CNAG_04023	CNB05050
CNAG_04695	CNJ01255
CNAG_01913	CNK02560
CNAG_04083	CNB05650
CNAG_01362	CND04780
CNAG_03542	CNG00550
CNAG_03116	CNG04450
CNAG_01178	CND03030
CNAG_08022	CNH00290
CNAG_03185	CNG03840
CNAG_07664	CNF04000
CNAG_04267	CNI04060
CNAG_01290	CND04100
CNAG_04228	CNI03690
CNAG_05631	CNH02730
CNAG_02965	CNC05755
CNAG_01593	CNC01060
CNAG_00413	CNA04020
CNAG_00690	CNA06680
CNAG_03558	CNG00445
CNAG_01580	CNC00950
CNAG_01587	CNC01000
CNAG_03896	CNL04210
CNAG_05586	CNH02310
CNAG_02720	CNC03480
CNAG_02745	CNC03680
CNAG_03183	CNG03860
CNAG_03656	CNB01570
CNAG_00566	CNA05480
CNAG_04401	CNI01470
CNAG_03742	CNB02380
CNAG_01403	CND05150
CNAG_03210	CNG03620
CNAG_07685	CNF00360
CNAG_01634	CNC01470
CNAG_02858	CNC04750
CNAG_06182	CNM01820
CNAG_07682	CNF00520
CNAG_01995	CNK03310
CNAG_01161	CND02830
CNAG_06505	CNN02300
CNAG_04824	CNJ02500
CNAG_07430	CND03810
CNAG_02959	CNC05700
CNAG_05702	CNF02715
CNAG_06638	CNF03780
CNAG_00402	CNA03900
CNAG_06202	CNM02010
CNAG_02851	CNC04680
CNAG_06199	CNM01980
CNAG_01265	CND03860
CNAG_04416	CNI01310
CNAG_04892	CNJ03170
CNAG_02548	CNE00170
CNAG_04341	CNI02090
CNAG_01499	CNC00850
CNAG_06388	CNN01150
CNAG_04902	CNJ03250
CNAG_06565	CNF04520
CNAG_00684	CNA06630
CNAG_03023	CNC00620
CNAG_02336	CNE02110
CNAG_01844	CNC03290
CNAG_06840	CND06220
CNAG_07548	CNK01220
CNAG_01655	CNC01680
CNAG_00696	CNA06750
CNAG_03832	CNB03210
CNAG_02676	CNK01640
CNAG_03768	CNB02650
CNAG_02232	CNE03080
CNAG_00699	CNA06780
CNAG_08027	CNH02090
CNAG_04298	CNI02510
CNAG_01375	CND04880
CNAG_02804	CNC04220
CNAG_00986	CND01140
CNAG_02932	CNC05410
CNAG_06188	CNM01880
CNAG_07804	CNL05720
CNAG_07811	CNL05130
CNAG_03680	CNB01780
CNAG_00027	CNA00200
CNAG_02981	CNC05900
CNAG_02966	CNC05760
CNAG_02055	CNE04790
CNAG_01426	CND05390
CNAG_02901	CNC05120
CNAG_01168	CND02940
CNAG_03960	CNB04480
CNAG_04485	CNI00710
CNAG_06744	CNB00580
CNAG_00622	CNA06020
CNAG_07465	CNB00830
CNAG_07473	CNB01880
CNAG_04302	CNI02480
CNAG_06370	CNN00980
CNAG_01075	CND02030
CNAG_07604	CNC02670
CNAG_03353	CNG02250
CNAG_02921	CNC05300
CNAG_01175	CND03010
CNAG_03654	CNB01550
CNAG_04845	CNJ02700
CNAG_05756	CNF02220
CNAG_04984	CNL06310
CNAG_05339	CNH00040
CNAG_00326	CNA03090
CNAG_01204	CND03280
CNAG_06663	CNF03560
CNAG_03513	CNG00800
CNAG_06020	CNM00310
CNAG_06498	CNN02230
CNAG_07563	CNK01030
CNAG_00877	CND00160
CNAG_01062	CND01930
CNAG_06605	CNF04150
CNAG_07730	CNG01580
CNAG_06151	CNM01530
CNAG_03977	CNB04660
CNAG_03941	CNB04280
CNAG_05606	CNH02480
CNAG_02870	CNC04840
CNAG_01790	CNC02810
CNAG_06599	CNF04200
CNAG_01567	CNC00820
CNAG_05422	CNH00890
CNAG_05392	CNH00600
CNAG_03291	CNG02840
CNAG_04269	CNI04080
CNAG_02822	CNC04390
CNAG_02034	CNE05010
CNAG_07414	CND05630
CNAG_02739	CNC03640
CNAG_06126	CNM01310
CNAG_01223	CND03450
CNAG_06078	CNM00870
CNAG_04018	CNB05000
CNAG_01722	CNC02260
CNAG_01667	CNC01780
CNAG_00457	CNA04370
CNAG_06980	CND05760
CNAG_01083	CND02110
CNAG_01560	CNC06245
CNAG_03065	CNC00230
CNAG_05202	CNL04230
CNAG_05839	CNF01340
CNAG_01237	CND03560
CNAG_04308	CNI02410
CNAG_00710	CNA06870
CNAG_04073	CNB05560
CNAG_04211	CNI03520
CNAG_00279	CNA02660
CNAG_00900	CND00410
CNAG_02258	CNE02880
CNAG_06452	CNN01760
CNAG_06018	CNM00290
CNAG_02577	CNK00680
CNAG_06088	CNM00950
CNAG_03562	CNG00410
CNAG_01779	CNC02780
CNAG_00386	CNA03740
CNAG_04899	CNJ03230
CNAG_01897	CNK02380
CNAG_07469	CNB01140
CNAG_03217	CNG03560
CNAG_03577	CNG00300
CNAG_03357	CNG02230
CNAG_05675	CNF02980
CNAG_00090	CNA00800
CNAG_04934	CNF03580
CNAG_02112	CNE04250
CNAG_02400	CNE01550
CNAG_02828	CNC04450
CNAG_02656	CNK01450
CNAG_05252	CNH03780
CNAG_05660	CNH02970
CNAG_02881	CNC04940
CNAG_04372	CNI01770
CNAG_03719	CNB02170
CNAG_06027	CNM00370
CNAG_04906	CNJ03290
CNAG_02303	CNE02430
CNAG_06079	CNM00880
CNAG_02848	CNC04640
CNAG_02143	CNE03930
CNAG_00094	CNA00850
CNAG_00474	CNA04560
CNAG_03036	CNC00490
CNAG_01523	CNC06590
CNAG_04381	CNI01660
CNAG_00513	CNA04950
CNAG_04640	CNJ00800
CNAG_05901	CNF00720
CNAG_01354	CND04690
CNAG_03384	CNG02000
CNAG_06967	CNG00030
CNAG_01623	CNC01370
CNAG_05137	CNL04850
CNAG_04977	CNL06380
CNAG_04046	CNB05290
CNAG_06390	CNN01170
CNAG_00931	CND00710
CNAG_05647	CNH02860
CNAG_06323	CNN00510
CNAG_07651	CNE05150
CNAG_04364	CNI01850
CNAG_02327	CNE02200
CNAG_07533	CNK01380
CNAG_00575	CNA05600
CNAG_01710	CNC02155
CNAG_03154	CNG04125
CNAG_03865	CNB03540
CNAG_00147	CNA01350
CNAG_06049	CNM00590
CNAG_06709	CNB00940
CNAG_01683	CNC01940
CNAG_04121	CNI04260
CNAG_00732	CNA07100
CNAG_06862	CND06410
CNAG_07376	CNA06100
CNAG_01096	CND02220
CNAG_05731	CNF02420
CNAG_03729	CNB02270
CNAG_04169	CNI03060
CNAG_06908	CNK00200
CNAG_05763	CNF02145
CNAG_05144	CNL04780
CNAG_02990	CNC05980
CNAG_01860	CNK02000
CNAG_03502	CNG00910
CNAG_00081	CNA00710
CNAG_02356	CNE01940
CNAG_06920	CNK00100
CNAG_02883	CNC04960
CNAG_04004	CNB04880
CNAG_06058	CNM00670
CNAG_05820	CNF01590
CNAG_04116	CNF00250
CNAG_07011	CNE05160
CNAG_04765	CNJ01950
CNAG_01360	CND04760
CNAG_00549	CNL06130
CNAG_01778	CNC02770
CNAG_07363	CNA04610
CNAG_05916	CNF00585
CNAG_05854	CNF01180
CNAG_05194	CNL04340
CNAG_07355	CNA03220
CNAG_04253	CNI03910
CNAG_03643	CNG04505
CNAG_03144	CNG04210
CNAG_03379	CNG02040
CNAG_07536	CNK01350
CNAG_00107	CNA00980
CNAG_01797	CNC02880
CNAG_06381	CNN01070
CNAG_02580	CNK00720
CNAG_01343	CND04580
CNAG_07636	CNE02680
CNAG_04460	CNI00980
CNAG_02046	CNE04890
CNAG_06159	CNM01610
CNAG_04001	CNB04850
CNAG_04836	CNJ02610
CNAG_03449	CNG01380
CNAG_02091	CNE04440
CNAG_05276	CNH03520
CNAG_01019	CND01490
CNAG_06529	CNF04900
CNAG_06105	CNM01115
CNAG_05908	CNF00640
CNAG_03060	CNC00290
CNAG_05618	CNH02590
CNAG_02079	CNE04580
CNAG_00738	CNA07170
CNAG_00310	CNA02930
CNAG_00538	CNA05210
CNAG_02601	CNK00870
CNAG_00978	CND01070
CNAG_05235	CNL03930
CNAG_00040	CNA00300
CNAG_02764	CNC03860
CNAG_06656	CNF03650
CNAG_04025	CNB05080
CNAG_03837	CNB03250
CNAG_04457	CNI01005
CNAG_05801	CNF01780
CNAG_01130	CND02530
CNAG_04183	CNI03200
CNAG_00138	CNA01250
CNAG_06771	CNB00290
CNAG_03008	CNC06190
CNAG_03836	CNB03240
CNAG_05643	CNH02825
CNAG_01291	CND04110
CNAG_04861	CNJ02900
CNAG_04033	CNB05150
CNAG_06532	CNF04870
CNAG_01698	CNC02050
CNAG_01058	CND01890
CNAG_01389	CND05010
CNAG_05831	CNF01480
CNAG_05785	CNF01930
CNAG_04346	CNI02040
CNAG_04207	CNI03460
CNAG_06847	CND06280
CNAG_01752	CNC02540
CNAG_07557	CNK01090
CNAG_02821	CNC04380
CNAG_00814	CNA04810
CNAG_05841	CNF01320
CNAG_03244	CNG03290
CNAG_02409	CNE01460
CNAG_05507	CNH01605
CNAG_04980	CNL06350
CNAG_00683	CNA06620
CNAG_01988	CNK03200
CNAG_01719	CNC02230
CNAG_01050	CND01800
CNAG_00496	CNA04750
CNAG_02065	CNE04700
CNAG_06163	CNM01645
CNAG_00309	CNA02920
CNAG_05789	CNF01890
CNAG_00671	CNA06490
CNAG_03497	CNG00960
CNAG_06134	CNM01380
CNAG_03816	CNB03070
CNAG_02103	CNE04330
CNAG_03897	CNB03850
CNAG_06312	CNN00420
CNAG_04281	CNI02680
CNAG_02554	CNE00120
CNAG_01115	CND02400
CNAG_02893	CNC05060
CNAG_02952	CNC05610
CNAG_05630	CNH02720
CNAG_05055	CNL05640
CNAG_04773	CNJ02020
CNAG_06145	CNM01470
CNAG_06093	CNM01000
CNAG_03015	CNC00700
CNAG_00505	CNA04880
CNAG_06543	CNF04740
CNAG_04768	CNJ01970
CNAG_05152	CNL04710
CNAG_03996	CNB04810
CNAG_01769	CNC02690
CNAG_05794	CNF01840
CNAG_00260	CNA02490
CNAG_02695	CNK01830
CNAG_02757	CNC03790
CNAG_03821	CNB03120
CNAG_03731	CNB02290
CNAG_01961	CNK02990
CNAG_06230	CNM02310
CNAG_01483	CNC06960
CNAG_02124	CNE04130
CNAG_03794	CNB02880
CNAG_01780	CNC02790
CNAG_04718	CNJ01490
CNAG_00104	CNA00950
CNAG_04734	CNJ01640
CNAG_00398	CNA03860
CNAG_02009	CNK03440
CNAG_01535	CNC06480
CNAG_03630	CNB01320
CNAG_04735	CNJ01650
CNAG_05370	CNH00380
CNAG_02751	CNC03730
CNAG_01012	CND01420
CNAG_02853	CNC04700
CNAG_03572	CNG00350
CNAG_06190	CNM01890
CNAG_03588	CNG00170
CNAG_07541	CNK01290
CNAG_01417	CND05280
CNAG_07573	CNK00930
CNAG_03392	CNG01930
CNAG_07986	CNE01690
CNAG_01738	CNC02420
CNAG_05282	CNH03470
CNAG_05062	CNL05570
CNAG_00804	CNA07810
CNAG_00905	CND00450
CNAG_06050	CNM00600
CNAG_03118	CNG04430
CNAG_01645	CNC01580
CNAG_02816	CNC04330
CNAG_01155	CND02800
CNAG_02297	CNE02475
CNAG_03922	CNB04110
CNAG_00241	CNA02330
CNAG_05228	CNL04010
CNAG_02760	CNC03820
CNAG_02428	CNE01280
CNAG_05177	CNL04490
CNAG_04608	CNJ00480
CNAG_01490	CNC06900
CNAG_00372	CNA03310
CNAG_07693	CNF00310
CNAG_06071	CNM00810
CNAG_05805	CNF01740
CNAG_00966	CND00950
CNAG_07979	CND06330
CNAG_03055	CNC00330
CNAG_03957	CNB04450
CNAG_01003	CND01320
CNAG_00237	CNA02270
CNAG_00653	CNA06330
CNAG_05840	CNF01330
CNAG_03143	CNG04220
CNAG_01507	CNC06740
CNAG_00911	CND00500
CNAG_06228	CNM02290
CNAG_04981	CNL06340
CNAG_04518	CNI00390
CNAG_07375	CNA06090
CNAG_05782	CNF01960
CNAG_01646	CNC01590
CNAG_04282	CNI02670
CNAG_05585	CNH02300
CNAG_04806	CNJ02330
CNAG_00256	CNA02450
CNAG_02067	CNE04690
CNAG_04331	CNI02180
CNAG_01191	CND03160
CNAG_00759	CNA07380
CNAG_05723	CNF02510
CNAG_03787	CNB02810
CNAG_01392	CND05040
CNAG_04497	CNI00610
