# JEC21_mitofates_26June2018
# JEC21 mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to first 120aa of protein sequences, which gives DIFFERENT predictions from full-length protein
# Edward Wallace, 26th June 2018
# 
# Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNC01140	0.000	No	9(MPP)	0.111		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01150	0.000	No	74(MPP)	-0.014	61-65	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01160	0.000	No	19(MPP)	0.105		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01170	0.009	No	37(MPP)	0.054	28-32,78-82	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01180	0.136	No	20(MPP)	0.050	17-21	12-21-high	-	-	-	-	-	-	-	-	-	-	-	16-21	-	-
CNC01190	0.000	No	41(MPP)	-0.098	70-74	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01200	0.996	Yes	24(MPP), 32(Oct1)	0.167		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01210	0.000	No	91(MPP)	0.066	92-96	5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01215	0.041	No	81(MPP)	0.049		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01220	0.000	No	57(MPP)	-0.035	54-58,63-67,86-90	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01230	0.000	No	74(MPP)	-0.135	60-64	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01240	0.023	No	20(MPP)	-0.050	20-24,67-71	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01250	0.025	No	28(MPP)	0.143		4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01260	0.493	Yes	33(MPP)	0.121	43-47,75-79	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01270	0.000	No	26(MPP)	0.154		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01280	0.000	No	17(MPP)	0.118	96-100	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01290	0.000	No	65(MPP)	0.015	36-40,59-63	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01300	0.003	No	8(MPP)	0.250		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01310	0.000	No	30(MPP)	-0.133	90-94	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01320	0.000	No	65(MPP)	-0.015	62-66,73-77	15-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01330	0.000	No	9(MPP)	0.111		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01340	0.034	No	29(MPP)	0.000	91-95	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01350	0.130	No	37(MPP), 38(Icp55)	0.081		4-13-high	-	-	-	-	-	5-10	-	-	-	-	-	-	-	4-9
CNC01360	0.000	No	67(MPP)	0.104		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01370	0.009	No	29(MPP)	0.138	1-5	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01375	0.000	No	57(MPP)	0.035	77-81	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01380	0.006	No	50(MPP)	0.020	47-51	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01390	0.000	No	42(MPP)	0.024		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01400	0.639	Yes	8(MPP)	0.250		5-17-high	-	-	-	-	-	-	-	5-10	-	-	-	-	-	4-9
CNC01410	0.005	No	23(MPP)	0.043	33-37	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01420	0.094	No	46(MPP)	0.022	1-5,43-47,83-87	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01430	0.003	No	56(MPP)	-0.071		13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01440	0.018	No	18(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01450	0.350	No	8(MPP)	0.250		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01460	0.000	No	36(MPP)	0.111	33-37,57-61,82-86	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01470	0.008	No	20(MPP)	0.250	12-16	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01480	0.989	Yes	20(MPP)	0.200		13-22-high	19-24	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01490	0.000	No	41(MPP)	0.000	34-38,48-52	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01500	0.014	No	54(MPP)	0.037		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01510	0.012	No	38(MPP)	0.053	83-87	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01520	0.845	Yes	63(MPP)	0.143	4-8	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01530	0.000	No	30(MPP), 31(Icp55)	0.000	27-31,38-42,46-50	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01540	0.007	No	37(MPP), 45(Oct1)	0.027		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01550	0.000	No	74(MPP), 75(Icp55)	0.054		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01570	0.007	No	71(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01580	0.003	No	59(MPP)	-0.119		13-22-low	21-26	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01590	0.000	No	65(MPP)	-0.123		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01600	0.060	No	31(MPP)	0.161	22-26,64-68,70-74,77-81	11-20-low	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-
CNC01610	0.032	No	19(MPP)	0.316	35-39,58-62	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01620	0.000	No	69(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01630	0.821	Yes	27(MPP)	0.185	18-22	6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01640	0.000	No	7(MPP)	-0.143	50-54	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01650	0.041	No	71(MPP)	0.028	16-20,49-53	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01660	0.184	No	26(MPP)	0.115		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01670	0.000	No	40(MPP)	0.025	74-78	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01680	0.000	No	65(MPP)	-0.015		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01690	0.007	No	10(MPP)	0.300		11-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01700	0.994	Yes	35(MPP), 43(Oct1)	0.200	62-66,90-94	21-30-high	-	-	-	-	-	16-21	-	-	-	15-20	-	-	-	-
CNC01710	0.000	No	52(MPP)	-0.115		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01720	0.993	Yes	44(MPP)	0.159		21-30-low	-	-	-	-	-	-	9-14	-	-	8-13	-	-	-	-
CNC01730	0.000	No	23(MPP)	-0.043	35-39,96-100	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01740	0.000	No	64(MPP)	-0.016		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01745	0.000	No	45(MPP)	-0.067		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01750	0.000	No	53(MPP)	-0.019	66-70,90-94	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01760	0.000	No	39(MPP)	0.000	71-75,94-98	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01770	0.067	No	40(MPP)	0.000	66-70,69-73	5-14-low	-	-	-	-	-	-	-	6-11	-	-	-	-	-	5-10
CNC01780	0.990	Yes	36(MPP)	0.222	68-72	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01790	0.000	No	19(MPP)	0.053	53-57,70-74	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01800	0.000	No	36(MPP)	0.028		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01810	0.000	No	61(MPP)	0.098		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01820	0.717	Yes	26(MPP)	0.154		19-28-high	-	-	-	-	-	-	23-28	-	-	-	-	-	-	22-27
CNC01830	0.039	No	30(MPP)	0.067		4-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01840	0.000	No	27(MPP)	0.037		10-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01850	0.000	No	53(MPP)	-0.151	41-45	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01860	0.000	No	43(MPP)	-0.023	36-40	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01870	0.000	No	71(MPP), 72(Icp55)	0.000		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01880	0.000	No	61(MPP)	0.000		11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01890	0.000	No	83(MPP)	-0.036	11-15,80-84,96-100	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01900	0.763	Yes	26(MPP), 34(Oct1)	0.115	86-90	7-16-low	25-30	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01910	0.623	Yes	28(MPP)	0.214	28-32,52-56,69-73	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01920	0.000	No	44(MPP)	-0.068		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01930	0.000	No	32(MPP)	0.031		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01940	0.000	No	21(MPP)	0.095		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01945	0.000	No	34(MPP)	0.000		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01950	0.000	No	44(MPP)	0.023	15-19	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01960	0.000	No	86(MPP), 87(Icp55)	0.035	48-52	8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01970	0.666	Yes	57(MPP), 65(Oct1)	0.158	24-28	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01980	0.000	No	23(MPP)	0.000		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01990	0.000	No	68(MPP)	-0.029	43-47	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01995	0.000	No	81(MPP)	0.037	72-76,85-89	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02000	0.013	No	16(MPP)	0.000		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02010	0.000	No	25(MPP)	-0.040		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02020	0.034	No	23(MPP)	0.304	1-5	1-10-high	15-20	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02030	0.026	No	6(MPP)	0.167		2-11-high	-	8-13	-	-	-	-	-	-	-	-	-	-	-	-
CNC02040	0.060	No	70(MPP), 78(Oct1)	0.129		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02045	0.003	No	20(MPP)	-0.050		4-16-high	-	-	-	-	-	-	-	-	-	16-21	-	-	-	-
CNC02050	0.251	No	24(MPP)	0.167	91-95	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02060	0.000	No	17(MPP)	0.000		20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02070	0.000	No	27(MPP)	0.000	71-75,86-90	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02080	0.103	No	25(MPP)	0.080	95-99	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02100	0.000	No	46(MPP)	-0.043	94-98	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02110	0.000	No	48(MPP)	-0.042	21-25	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02120	0.006	No	46(MPP)	0.000		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02125	0.000	No	64(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02130	0.000	No	28(MPP), 29(Icp55)	0.036	25-29	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02140	0.008	No	52(MPP)	0.000		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02150	0.000	No	46(MPP)	0.065	43-47,92-96	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02155	0.000	No	26(MPP)	0.000	93-97	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02160	0.014	No	67(MPP)	0.045	13-17,85-89,94-98	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02170	0.897	Yes	30(MPP), 31(Icp55)	0.133	22-26	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	17-22
CNC02175	0.000	No	35(MPP)	0.029		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02180	0.004	No	17(MPP), 18(Icp55)	-0.059		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02190	0.000	No	46(MPP)	0.152	47-51	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02200	0.000	No	38(MPP)	0.158		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02210	0.034	No	26(MPP)	0.038		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02220	0.092	No	24(MPP)	0.083	37-41,64-68	21-30-low	-	-	-	-	-	-	-	21-26	-	20-25	-	-	-	-
CNC02230	0.000	No	54(MPP), 62(Oct1)	-0.037		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02240	0.142	No	37(MPP), 38(Icp55)	0.054		9-18-high	-	-	-	-	-	-	10-15	-	-	-	-	-	-	-
CNC02250	0.023	No	56(MPP)	0.071		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02260	0.000	No	52(MPP)	0.019		15-24-low	-	-	-	-	-	-	3-8	-	-	-	-	-	-	2-7
CNC02270	0.007	No	10(MPP)	0.100	78-82,81-85	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02290	0.000	No	74(MPP), 75(Icp55)	-0.068		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02310	0.000	No	15(MPP)	0.067	12-16,15-19	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02320	0.006	No	48(MPP)	-0.042	1-5,68-72	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02330	0.000	No	82(MPP), 90(Oct1)	-0.037	79-83	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02340	0.036	No	10(MPP)	0.200		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02350	0.000	No	44(MPP)	0.136		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02355	0.000	No	60(MPP)	-0.017		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02360	0.057	No	82(MPP)	0.049	14-18,30-34,88-92,92-96,95-99	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02370	0.009	No	67(MPP)	-0.045		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
  CNC02380	0.000	No	32(MPP)	0.031	24-28,29-33,92-96	16-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02390	0.000	No	14(MPP)	0.000	11-15,76-80	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02400	0.000	No	53(MPP)	-0.038		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02405	0.000	No	16(MPP)	-0.188	13-17,30-34	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02410	0.000	No	48(MPP)	-0.062	10-14,45-49,76-80	8-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02420	0.000	No	44(MPP)	-0.045		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02430	0.032	No	18(MPP)	0.111	15-19	14-23-high	-	-	-	-	-	-	-	-	13-18	-	-	-	-	-
CNC02440	0.013	No	22(MPP)	0.091		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02445	0.000	No	56(MPP)	0.054		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02450	0.005	No	23(MPP)	0.000		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02460	0.000	No	23(MPP)	-0.130		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02470	0.000	No	31(MPP)	0.097	73-77	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02480	0.000	No	34(MPP)	-0.059	66-70	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02490	0.000	No	46(MPP), 47(Icp55)	-0.087		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02500	0.015	No	16(MPP)	0.062		5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02510	0.000	No	54(MPP)	-0.037	85-89,92-96	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02515	0.003	No	69(MPP)	0.072	66-70	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02520	0.006	No	48(MPP)	-0.042	1-5,68-72	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02530	0.680	Yes	44(MPP)	0.136	37-41	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02540	0.000	No	68(MPP)	0.029	84-88	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02550	0.000	No	31(MPP)	0.032		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02560	0.000	No	31(MPP), 32(Icp55)	-0.065	77-81	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02570	0.000	No	10(MPP)	0.300		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02580	0.000	No	44(MPP)	-0.023	41-45	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02590	0.000	No	66(MPP)	-0.061	83-87	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02600	0.017	No	6(MPP)	0.167	3-7,23-27	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02610	0.000	No	63(MPP)	-0.048	80-84	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02620	0.064	No	20(MPP)	0.050	86-90	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02630	0.000	No	17(MPP)	0.000	48-52,71-75	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02640	0.018	No	30(MPP)	0.033		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02650	0.005	No	87(MPP)	0.000	40-44,59-63	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02660	0.000	No	50(MPP)	0.040	48-52	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02670	0.000	No	60(MPP), 61(Icp55)	-0.033	57-61,91-95	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02680	0.022	No	22(MPP), 23(Icp55)	0.045		6-16-low	-	-	-	-	-	-	-	25-30	-	-	-	-	-	24-29
CNC02685	0.000	No	55(MPP)	-0.073	52-56	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02690	0.271	No	13(MPP)	0.000	42-46,83-87	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02700	0.220	No	61(MPP)	0.115		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02710	0.000	No	22(MPP)	0.045	19-23,70-74	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02720	0.000	No	36(MPP)	-0.028		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02730	0.000	No	10(MPP)	0.100	66-70	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02740	0.000	No	61(MPP)	-0.066		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02750	0.055	No	85(MPP)	0.000	82-86	4-13-low	-	-	-	-	-	-	6-11	-	-	-	-	-	-	5-10
CNC02760	0.016	No	9(MPP)	0.222	1-5,40-44	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02770	0.000	No	36(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02780	0.000	No	51(MPP)	0.020		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02790	0.003	No	40(MPP)	0.100		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02800	0.000	No	28(MPP)	0.071	50-54,57-61	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02805	0.655	Yes	23(MPP)	0.130		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02810	0.004	No	38(MPP)	0.053		9-18-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-
CNC02820	0.000	No	33(MPP)	0.273		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02830	0.011	No	8(MPP), 16(Oct1)	0.125		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02840	0.069	No	17(MPP)	0.059		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02850	0.000	No	63(MPP)	0.016		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02860	0.006	No	40(MPP)	0.125	59-63	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02870	0.000	No	38(MPP)	-0.105	81-85	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02880	0.959	Yes	18(MPP), 26(Oct1)	0.222	49-53,62-66	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02885	0.000	No	28(MPP), 29(Icp55)	0.179		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02890	0.000	No	46(MPP)	0.022		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02900	0.023	No	60(MPP)	0.150	48-52,95-99	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02910	0.276	No	28(MPP)	0.107		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02920	0.000	No	28(MPP)	0.036	53-57	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02930	0.000	No	14(MPP)	0.071	59-63	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02950	0.000	No	68(MPP)	0.029		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02960	0.000	No	74(MPP)	-0.176	80-84,95-99	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02970	0.000	No	47(MPP)	0.000	51-55	5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02980	0.000	No	36(MPP)	0.111	91-95	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC02990	0.000	No	71(MPP)	0.028		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03000	0.000	No	63(MPP)	0.111	54-58,95-99	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03010	0.066	No	24(MPP)	0.083	3-7,28-32,51-55,93-97	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03020	0.073	No	16(MPP), 17(Icp55)	0.188	29-33	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03030	0.003	No	22(MPP)	0.182		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03040	0.003	No	19(MPP)	0.053		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03045	0.031	No	11(MPP)	0.182		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03050	0.105	No	66(MPP)	-0.030	16-20	20-29-low	-	-	-	-	-	-	-	-	-	-	-	15-20	16-21	-
CNC03060	0.385	No	31(MPP), 39(Oct1)	0.161	18-22,36-40,58-62	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03070	0.304	No	12(MPP), 13(Icp55)	0.167	56-60,59-63	11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03080	0.000	No	31(MPP)	0.032		11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03090	0.176	No	40(MPP)	0.125	5-9,9-13	6-15-high	-	-	-	-	-	-	-	-	-	-	-	8-13	-	-
CNC03100	0.005	No	46(MPP)	0.087	3-7	20-29-low	-	-	-	-	-	-	-	8-13	-	7-12	-	-	-	-
CNC03110	0.000	No	34(MPP)	-0.059	15-19,54-58,58-62	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03120	0.014	No	49(MPP)	0.020	3-7,7-11,51-55,62-66	3-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03125	0.003	No	32(MPP)	0.031		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03130	0.000	No	10(MPP)	0.100	46-50	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03140	0.086	No	18(MPP)	0.167	5-9,33-37,82-86,87-91	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03150	0.003	No	81(MPP)	0.000	36-40,59-63	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03160	0.000	No	72(MPP)	0.083		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC03170	0.000	No	48(MPP)	0.021	42-46	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
